Report Date,ZIP Code,Number of Cases,Number of Testing Encounters,Number of PCR Testing Encounters
07/19/2020,23356,Suppressed*,,123
07/19/2020,23357,42,,119
07/19/2020,23358,0,,9
07/19/2020,23359,16,,68
07/19/2020,23389,Suppressed*,,12
07/19/2020,23395,18,,108
07/19/2020,23398,5,,25
07/19/2020,23401,Suppressed*,,43
07/19/2020,23405,10,,92
07/19/2020,23407,63,,169
07/19/2020,23408,Suppressed*,,12
07/19/2020,23409,Suppressed*,,13
07/19/2020,23410,68,,1290
07/19/2020,23413,83,,344
07/19/2020,23414,34,,90
07/19/2020,23415,38,,271
07/19/2020,23416,12,,107
07/19/2020,23417,88,,461
07/19/2020,23418,69,,242
07/19/2020,23420,91,,369
07/19/2020,23421,186,,997
07/19/2020,23422,7,,56
07/19/2020,23423,Suppressed*,,23
07/19/2020,23426,5,,14
07/19/2020,23427,Suppressed*,,23
07/19/2020,23430,98,,1568
07/19/2020,23432,13,,110
07/19/2020,23433,0,,90
07/19/2020,23434,429,,6389
07/19/2020,23435,254,,2965
07/19/2020,23436,Suppressed*,,76
07/19/2020,23437,18,,390
07/19/2020,23438,6,,167
07/19/2020,23440,0,,12
07/19/2020,23441,41,,98
07/19/2020,23442,29,,200
07/19/2020,23451,274,,4910
07/19/2020,23452,356,,5965
07/19/2020,23453,200,,3116
07/19/2020,23454,351,,6401
07/19/2020,23455,209,,4715
07/19/2020,23456,266,,6110
07/19/2020,23457,14,,331
07/19/2020,23459,21,,238
07/19/2020,23460,7,,71
07/19/2020,23461,Suppressed*,,114
07/19/2020,23462,525,,7143
07/19/2020,23464,348,,6667
07/19/2020,23480,Suppressed*,,41
07/19/2020,23486,Suppressed*,,12
07/19/2020,23487,97,,744
07/19/2020,23488,8,,39
07/19/2020,23502,227,,3215
07/19/2020,23503,214,,2616
07/19/2020,23504,341,,3111
07/19/2020,23505,205,,3313
07/19/2020,23507,50,,1666
07/19/2020,23508,125,,1553
07/19/2020,23509,121,,2408
07/19/2020,23510,91,,1556
07/19/2020,23511,26,,605
07/19/2020,23513,306,,3210
07/19/2020,23517,46,,545
07/19/2020,23518,186,,2889
07/19/2020,23523,112,,845
07/19/2020,23551,Suppressed*,,17
07/19/2020,23601,140,,4515
07/19/2020,23602,232,,3633
07/19/2020,23603,19,,232
07/19/2020,23604,28,,87
07/19/2020,23605,84,,1067
07/19/2020,23606,192,,2072
07/19/2020,23607,137,,1799
07/19/2020,23608,310,,3401
07/19/2020,23651,Suppressed*,,30
07/19/2020,23661,77,,1313
07/19/2020,23662,26,,845
07/19/2020,23663,45,,908
07/19/2020,23664,25,,665
07/19/2020,23665,13,,145
07/19/2020,23666,317,,4395
07/19/2020,23669,205,,3653
07/19/2020,23690,8,,255
07/19/2020,23691,0,,16
07/19/2020,23692,54,,1276
07/19/2020,23693,62,,1260
07/19/2020,23696,8,,197
07/19/2020,23701,268,,2888
07/19/2020,23702,103,,999
07/19/2020,23703,223,,3137
07/19/2020,23704,220,,2344
07/19/2020,23707,120,,1462
07/19/2020,23708,21,,472
07/19/2020,23709,Suppressed*,,148
07/19/2020,23801,57,,368
07/19/2020,23803,332,,4315
07/19/2020,23805,186,,3755
07/19/2020,23806,0,,175
07/19/2020,23821,5,,260
07/19/2020,23824,33,,749
07/19/2020,23827,5,,138
07/19/2020,23828,Suppressed*,,42
07/19/2020,23829,83,,878
07/19/2020,23830,12,,179
07/19/2020,23831,264,,3784
07/19/2020,23832,414,,4384
07/19/2020,23833,11,,187
07/19/2020,23834,217,,3063
07/19/2020,23836,99,,1279
07/19/2020,23837,66,,450
07/19/2020,23838,67,,1422
07/19/2020,23839,6,,82
07/19/2020,23840,13,,173
07/19/2020,23841,27,,416
07/19/2020,23842,35,,599
07/19/2020,23843,Suppressed*,,59
07/19/2020,23844,Suppressed*,,74
07/19/2020,23845,Suppressed*,,49
07/19/2020,23846,Suppressed*,,69
07/19/2020,23847,442,,1773
07/19/2020,23850,Suppressed*,,113
07/19/2020,23851,94,,2696
07/19/2020,23856,9,,109
07/19/2020,23857,5,,78
07/19/2020,23860,329,,4278
07/19/2020,23866,14,,252
07/19/2020,23867,48,,265
07/19/2020,23868,109,,2398
07/19/2020,23872,9,,196
07/19/2020,23874,7,,141
07/19/2020,23875,63,,1142
07/19/2020,23876,0,,19
07/19/2020,23878,5,,126
07/19/2020,23879,11,,63
07/19/2020,23881,6,,151
07/19/2020,23882,17,,175
07/19/2020,23883,7,,171
07/19/2020,23884,Suppressed*,,7
07/19/2020,23885,6,,232
07/19/2020,23887,Suppressed*,,37
07/19/2020,23888,33,,247
07/19/2020,23889,5,,77
07/19/2020,23890,99,,435
07/19/2020,23891,66,,1698
07/19/2020,23893,Suppressed*,,46
07/19/2020,23894,Suppressed*,,64
07/19/2020,23897,Suppressed*,,42
07/19/2020,23898,19,,210
07/19/2020,23899,Suppressed*,,35
07/19/2020,23901,171,,1894
07/19/2020,23909,0,,5
07/19/2020,23915,6,,518
07/19/2020,23917,13,,350
07/19/2020,23919,5,,306
07/19/2020,23920,9,,359
07/19/2020,23921,10,,215
07/19/2020,23922,80,,2231
07/19/2020,23923,10,,207
07/19/2020,23924,100,,819
07/19/2020,23927,71,,534
07/19/2020,23930,34,,593
07/19/2020,23934,5,,72
07/19/2020,23936,517,,2128
07/19/2020,23937,7,,203
07/19/2020,23938,Suppressed*,,63
07/19/2020,23942,19,,149
07/19/2020,23943,0,,6
07/19/2020,23944,12,,529
07/19/2020,23947,10,,397
07/19/2020,23950,20,,386
07/19/2020,23952,Suppressed*,,34
07/19/2020,23954,Suppressed*,,225
07/19/2020,23958,22,,293
07/19/2020,23959,0,,86
07/19/2020,23960,33,,235
07/19/2020,23962,Suppressed*,,71
07/19/2020,23963,0,,27
07/19/2020,23964,Suppressed*,,110
07/19/2020,23966,15,,263
07/19/2020,23967,Suppressed*,,87
07/19/2020,23968,Suppressed*,,87
07/19/2020,23970,41,,1010
07/19/2020,23974,15,,596
07/19/2020,23976,Suppressed*,,37
07/19/2020,24011,0,,22155
07/19/2020,24012,306,,1987
07/19/2020,24013,31,,306
07/19/2020,24014,102,,873
07/19/2020,24015,64,,870
07/19/2020,24016,36,,663
07/19/2020,24017,122,,2007
07/19/2020,24018,104,,1674
07/19/2020,24019,145,,1448
07/19/2020,24020,0,,
07/19/2020,24053,5,,114
07/19/2020,24054,64,,451
07/19/2020,24055,82,,867
07/19/2020,24058,0,,17
07/19/2020,24059,0,,30
07/19/2020,24060,104,,1632
07/19/2020,24064,6,,176
07/19/2020,24065,7,,174
07/19/2020,24066,7,,127
07/19/2020,24067,Suppressed*,,62
07/19/2020,24069,10,,140
07/19/2020,24070,Suppressed*,,68
07/19/2020,24072,5,,40
07/19/2020,24073,83,,2635
07/19/2020,24076,Suppressed*,,55
07/19/2020,24077,5,,46
07/19/2020,24078,78,,573
07/19/2020,24079,Suppressed*,,54
07/19/2020,24082,0,,16
07/19/2020,24083,57,,495
07/19/2020,24084,24,,606
07/19/2020,24085,12,,90
07/19/2020,24086,0,,
07/19/2020,24087,13,,172
07/19/2020,24088,7,,103
07/19/2020,24089,10,,154
07/19/2020,24090,19,,200
07/19/2020,24091,17,,220
07/19/2020,24092,6,,90
07/19/2020,24093,0,,9
07/19/2020,24095,9,,134
07/19/2020,24101,12,,197
07/19/2020,24102,Suppressed*,,51
07/19/2020,24104,8,,229
07/19/2020,24105,Suppressed*,,9
07/19/2020,24112,252,,3330
07/19/2020,24120,6,,65
07/19/2020,24121,13,,535
07/19/2020,24122,6,,62
07/19/2020,24124,Suppressed*,,202
07/19/2020,24127,10,,226
07/19/2020,24128,8,,67
07/19/2020,24131,0,,7
07/19/2020,24132,0,,17
07/19/2020,24133,5,,131
07/19/2020,24134,Suppressed*,,386
07/19/2020,24136,0,,110
07/19/2020,24137,9,,98
07/19/2020,24138,Suppressed*,,56
07/19/2020,24139,9,,65
07/19/2020,24141,27,,747
07/19/2020,24142,0,,12
07/19/2020,24147,Suppressed*,,43
07/19/2020,24148,35,,463
07/19/2020,24149,6,,121
07/19/2020,24150,Suppressed*,,16
07/19/2020,24151,50,,1066
07/19/2020,24153,174,,5768
07/19/2020,24161,0,,21
07/19/2020,24162,9,,109
07/19/2020,24165,11,,106
07/19/2020,24167,Suppressed*,,12
07/19/2020,24168,6,,52
07/19/2020,24171,39,,363
07/19/2020,24174,Suppressed*,,156
07/19/2020,24175,33,,290
07/19/2020,24176,7,,63
07/19/2020,24179,67,,851
07/19/2020,24184,13,,126
07/19/2020,24185,Suppressed*,,35
07/19/2020,24201,21,,1040
07/19/2020,24202,21,,571
07/19/2020,24210,39,,936
07/19/2020,24211,20,,1080
07/19/2020,24216,10,,173
07/19/2020,24217,Suppressed*,,13
07/19/2020,24219,18,,815
07/19/2020,24220,Suppressed*,,27
07/19/2020,24221,Suppressed*,,21
07/19/2020,24224,7,,167
07/19/2020,24225,0,,56
07/19/2020,24226,0,,65
07/19/2020,24228,Suppressed*,,457
07/19/2020,24230,10,,315
07/19/2020,24236,12,,99
07/19/2020,24237,0,,22
07/19/2020,24239,0,,16
07/19/2020,24243,0,,129
07/19/2020,24244,8,,401
07/19/2020,24245,0,,55
07/19/2020,24246,0,,16
07/19/2020,24248,9,,137
07/19/2020,24250,0,,42
07/19/2020,24251,15,,452
07/19/2020,24256,Suppressed*,,100
07/19/2020,24258,0,,53
07/19/2020,24260,5,,180
07/19/2020,24263,Suppressed*,,480
07/19/2020,24265,0,,31
07/19/2020,24266,14,,406
07/19/2020,24269,0,,11
07/19/2020,24270,Suppressed*,,18
07/19/2020,24271,0,,124
07/19/2020,24272,0,,15
07/19/2020,24273,6,,570
07/19/2020,24277,9,,605
07/19/2020,24279,5,,144
07/19/2020,24280,Suppressed*,,27
07/19/2020,24281,5,,122
07/19/2020,24282,Suppressed*,,41
07/19/2020,24283,Suppressed*,,104
07/19/2020,24290,Suppressed*,,171
07/19/2020,24292,0,,24
07/19/2020,24293,6,,523
07/19/2020,24301,24,,997
07/19/2020,24311,Suppressed*,,83
07/19/2020,24312,Suppressed*,,116
07/19/2020,24313,8,,58
07/19/2020,24314,0,,183
07/19/2020,24315,Suppressed*,,845
07/19/2020,24316,0,,
07/19/2020,24317,22,,265
07/19/2020,24318,Suppressed*,,37
07/19/2020,24319,19,,485
07/19/2020,24322,0,,11
07/19/2020,24323,Suppressed*,,35
07/19/2020,24324,5,,98
07/19/2020,24325,Suppressed*,,40
07/19/2020,24326,9,,76
07/19/2020,24328,17,,118
07/19/2020,24330,45,,294
07/19/2020,24333,398,,1888
07/19/2020,24340,12,,224
07/19/2020,24343,114,,676
07/19/2020,24347,6,,82
07/19/2020,24348,13,,1311
07/19/2020,24350,Suppressed*,,65
07/19/2020,24351,Suppressed*,,30
07/19/2020,24352,5,,124
07/19/2020,24354,33,,1266
07/19/2020,24360,15,,370
07/19/2020,24361,6,,211
07/19/2020,24363,Suppressed*,,59
07/19/2020,24366,Suppressed*,,70
07/19/2020,24368,10,,418
07/19/2020,24370,11,,291
07/19/2020,24374,Suppressed*,,45
07/19/2020,24375,Suppressed*,,67
07/19/2020,24377,0,,9
07/19/2020,24378,Suppressed*,,64
07/19/2020,24380,Suppressed*,,63
07/19/2020,24381,35,,223
07/19/2020,24382,31,,1197
07/19/2020,24401,135,,3273
07/19/2020,24411,0,,
07/19/2020,24412,0,,
07/19/2020,24413,0,,9
07/19/2020,24415,0,,
07/19/2020,24416,28,,434
07/19/2020,24421,7,,214
07/19/2020,24422,19,,588
07/19/2020,24426,34,,976
07/19/2020,24430,5,,152
07/19/2020,24431,12,,211
07/19/2020,24432,Suppressed*,,20
07/19/2020,24433,0,,
07/19/2020,24435,6,,95
07/19/2020,24437,0,,76
07/19/2020,24439,Suppressed*,,74
07/19/2020,24440,8,,148
07/19/2020,24441,55,,559
07/19/2020,24442,0,,8
07/19/2020,24445,Suppressed*,,165
07/19/2020,24448,Suppressed*,,38
07/19/2020,24450,37,,1347
07/19/2020,24457,Suppressed*,,68
07/19/2020,24458,Suppressed*,,22
07/19/2020,24459,6,,44
07/19/2020,24460,0,,72
07/19/2020,24464,0,,6
07/19/2020,24465,Suppressed*,,69
07/19/2020,24467,9,,137
07/19/2020,24471,11,,127
07/19/2020,24472,Suppressed*,,152
07/19/2020,24473,0,,38
07/19/2020,24474,Suppressed*,,31
07/19/2020,24476,Suppressed*,,34
07/19/2020,24477,44,,762
07/19/2020,24479,Suppressed*,,93
07/19/2020,24482,18,,333
07/19/2020,24483,Suppressed*,,30
07/19/2020,24484,0,,27
07/19/2020,24485,Suppressed*,,29
07/19/2020,24486,33,,291
07/19/2020,24487,0,,11
07/19/2020,24501,55,,2424
07/19/2020,24502,108,,3242
07/19/2020,24503,67,,1797
07/19/2020,24504,16,,729
07/19/2020,24517,15,,492
07/19/2020,24520,6,,154
07/19/2020,24521,10,,769
07/19/2020,24522,31,,754
07/19/2020,24523,54,,2478
07/19/2020,24526,Suppressed*,,126
07/19/2020,24527,10,,190
07/19/2020,24528,6,,202
07/19/2020,24529,5,,137
07/19/2020,24530,6,,79
07/19/2020,24531,27,,1566
07/19/2020,24534,7,,121
07/19/2020,24536,0,,12
07/19/2020,24538,7,,316
07/19/2020,24539,0,,20
07/19/2020,24540,124,,2541
07/19/2020,24541,95,,2053
07/19/2020,24549,15,,269
07/19/2020,24550,20,,546
07/19/2020,24551,62,,1718
07/19/2020,24553,Suppressed*,,140
07/19/2020,24554,Suppressed*,,255
07/19/2020,24555,6,,91
07/19/2020,24556,5,,295
07/19/2020,24557,49,,577
07/19/2020,24558,18,,514
07/19/2020,24562,Suppressed*,,49
07/19/2020,24563,17,,406
07/19/2020,24565,Suppressed*,,89
07/19/2020,24566,11,,86
07/19/2020,24569,Suppressed*,,65
07/19/2020,24571,Suppressed*,,119
07/19/2020,24572,31,,1164
07/19/2020,24574,5,,215
07/19/2020,24577,20,,341
07/19/2020,24578,Suppressed*,,31
07/19/2020,24579,6,,39
07/19/2020,24580,6,,48
07/19/2020,24586,9,,344
07/19/2020,24588,13,,678
07/19/2020,24589,Suppressed*,,168
07/19/2020,24590,31,,726
07/19/2020,24592,40,,1253
07/19/2020,24593,7,,126
07/19/2020,24594,Suppressed*,,96
07/19/2020,24595,0,,13
07/19/2020,24597,Suppressed*,,95
07/19/2020,24598,6,,124
07/19/2020,24599,Suppressed*,,62
07/19/2020,24601,0,,
07/19/2020,24602,0,,27
07/19/2020,24603,13,,61
07/19/2020,24605,11,,988
07/19/2020,24606,0,,8
07/19/2020,24607,0,,6
07/19/2020,24609,8,,259
07/19/2020,24612,0,,14
07/19/2020,24613,Suppressed*,,71
07/19/2020,24614,19,,522
07/19/2020,24620,5,,65
07/19/2020,24622,0,,36
07/19/2020,24628,0,,12
07/19/2020,24630,0,,297
07/19/2020,24631,Suppressed*,,968
07/19/2020,24634,Suppressed*,,23
07/19/2020,24635,0,,37
07/19/2020,24637,9,,165
07/19/2020,24639,12,,166
07/19/2020,24641,7,,273
07/19/2020,24646,0,,26
07/19/2020,24649,Suppressed*,,76
07/19/2020,24651,Suppressed*,,606
07/19/2020,24656,Suppressed*,,110
07/19/2020,24657,Suppressed*,,11
07/19/2020,Not Reported,1210,,4684
07/19/2020,Out-of-State,0,,30643
07/20/2020,20105,147,,2301
07/20/2020,20106,49,,344
07/20/2020,20109,1268,,5777
07/20/2020,20110,1629,,7940
07/20/2020,20111,1037,,4790
07/20/2020,20112,268,,2625
07/20/2020,20115,40,,495
07/20/2020,20117,11,,193
07/20/2020,20118,5,,154
07/20/2020,20119,35,,337
07/20/2020,20120,396,,3374
07/20/2020,20121,274,,2180
07/20/2020,20124,80,,1202
07/20/2020,20129,11,,88
07/20/2020,20130,0,,28
07/20/2020,20132,89,,1625
07/20/2020,20135,12,,260
07/20/2020,20136,251,,2351
07/20/2020,20137,15,,165
07/20/2020,20139,Suppressed*,,19
07/20/2020,20141,33,,618
07/20/2020,20143,5,,99
07/20/2020,20144,Suppressed*,,60
07/20/2020,20147,552,,6452
07/20/2020,20148,268,,3825
07/20/2020,20151,314,,2074
07/20/2020,20152,247,,2711
07/20/2020,20155,309,,3378
07/20/2020,20158,27,,418
07/20/2020,20164,1311,,5957
07/20/2020,20165,370,,4532
07/20/2020,20166,229,,1495
07/20/2020,20169,121,,1956
07/20/2020,20170,1105,,4996
07/20/2020,20171,329,,3331
07/20/2020,20175,302,,3640
07/20/2020,20176,910,,6431
07/20/2020,20180,39,,703
07/20/2020,20181,54,,828
07/20/2020,20184,Suppressed*,,84
07/20/2020,20186,108,,1721
07/20/2020,20187,115,,1358
07/20/2020,20190,226,,2552
07/20/2020,20191,335,,2577
07/20/2020,20194,43,,878
07/20/2020,20197,14,,242
07/20/2020,20198,8,,162
07/20/2020,22003,1348,,6888
07/20/2020,22015,427,,3522
07/20/2020,22025,131,,1550
07/20/2020,22026,285,,2167
07/20/2020,22027,59,,239
07/20/2020,22030,457,,5061
07/20/2020,22031,444,,3868
07/20/2020,22032,151,,2223
07/20/2020,22033,298,,3220
07/20/2020,22035,Suppressed*,,40
07/20/2020,22039,95,,1409
07/20/2020,22041,778,,3929
07/20/2020,22042,867,,4410
07/20/2020,22043,268,,1956
07/20/2020,22044,282,,1570
07/20/2020,22046,218,,1905
07/20/2020,22060,30,,356
07/20/2020,22066,89,,1306
07/20/2020,22079,366,,2869
07/20/2020,22101,150,,2839
07/20/2020,22102,144,,2101
07/20/2020,22124,72,,1377
07/20/2020,22125,Suppressed*,,83
07/20/2020,22134,24,,191
07/20/2020,22150,801,,4551
07/20/2020,22151,299,,1799
07/20/2020,22152,238,,2280
07/20/2020,22153,208,,2417
07/20/2020,22172,189,,1169
07/20/2020,22180,241,,2278
07/20/2020,22181,77,,1148
07/20/2020,22182,144,,2114
07/20/2020,22185,0,,
07/20/2020,22191,1875,,10432
07/20/2020,22192,859,,7326
07/20/2020,22193,1690,,10004
07/20/2020,22201,235,,3355
07/20/2020,22202,235,,2555
07/20/2020,22203,354,,2716
07/20/2020,22204,1105,,6706
07/20/2020,22205,153,,2096
07/20/2020,22206,199,,2119
07/20/2020,22207,328,,3776
07/20/2020,22209,92,,1248
07/20/2020,22211,Suppressed*,,21
07/20/2020,22213,20,,282
07/20/2020,22214,0,,
07/20/2020,22301,98,,1379
07/20/2020,22302,262,,3036
07/20/2020,22303,238,,1516
07/20/2020,22304,765,,5769
07/20/2020,22305,622,,2766
07/20/2020,22306,941,,4240
07/20/2020,22307,87,,1009
07/20/2020,22308,80,,914
07/20/2020,22309,712,,3424
07/20/2020,22310,307,,2461
07/20/2020,22311,495,,2846
07/20/2020,22312,653,,3470
07/20/2020,22314,234,,3194
07/20/2020,22315,138,,2144
07/20/2020,22401,285,,3093
07/20/2020,22405,172,,2695
07/20/2020,22406,149,,2231
07/20/2020,22407,696,,6578
07/20/2020,22408,251,,2635
07/20/2020,22427,17,,747
07/20/2020,22432,Suppressed*,,70
07/20/2020,22433,Suppressed*,,11
07/20/2020,22435,15,,294
07/20/2020,22436,Suppressed*,,65
07/20/2020,22437,Suppressed*,,93
07/20/2020,22438,6,,61
07/20/2020,22443,39,,746
07/20/2020,22448,Suppressed*,,80
07/20/2020,22454,Suppressed*,,146
07/20/2020,22460,9,,205
07/20/2020,22469,44,,285
07/20/2020,22473,23,,617
07/20/2020,22476,Suppressed*,,28
07/20/2020,22480,0,,342
07/20/2020,22482,8,,455
07/20/2020,22485,103,,1988
07/20/2020,22488,56,,237
07/20/2020,22503,9,,425
07/20/2020,22504,0,,24
07/20/2020,22508,73,,1219
07/20/2020,22509,Suppressed*,,7
07/20/2020,22511,6,,138
07/20/2020,22514,17,,220
07/20/2020,22520,47,,728
07/20/2020,22529,Suppressed*,,26
07/20/2020,22530,0,,6
07/20/2020,22534,7,,209
07/20/2020,22535,Suppressed*,,48
07/20/2020,22538,0,,24
07/20/2020,22539,7,,266
07/20/2020,22542,9,,173
07/20/2020,22546,87,,1363
07/20/2020,22548,0,,9
07/20/2020,22551,112,,1588
07/20/2020,22553,69,,1265
07/20/2020,22554,521,,5181
07/20/2020,22556,264,,2359
07/20/2020,22560,53,,1193
07/20/2020,22567,6,,263
07/20/2020,22572,296,,1291
07/20/2020,22576,Suppressed*,,150
07/20/2020,22578,Suppressed*,,204
07/20/2020,22579,Suppressed*,,29
07/20/2020,22580,25,,406
07/20/2020,22601,383,,13384
07/20/2020,22602,210,,1626
07/20/2020,22603,154,,1350
07/20/2020,22610,13,,80
07/20/2020,22611,32,,645
07/20/2020,22620,13,,166
07/20/2020,22623,Suppressed*,,16
07/20/2020,22624,11,,128
07/20/2020,22625,10,,179
07/20/2020,22627,Suppressed*,,51
07/20/2020,22630,290,,2072
07/20/2020,22637,6,,105
07/20/2020,22639,Suppressed*,,30
07/20/2020,22640,Suppressed*,,17
07/20/2020,22641,0,,10
07/20/2020,22642,27,,215
07/20/2020,22643,0,,20
07/20/2020,22644,57,,123
07/20/2020,22645,29,,198
07/20/2020,22646,0,,20
07/20/2020,22650,Suppressed*,,33
07/20/2020,22652,9,,67
07/20/2020,22654,Suppressed*,,33
07/20/2020,22655,129,,992
07/20/2020,22656,26,,256
07/20/2020,22657,74,,593
07/20/2020,22660,17,,81
07/20/2020,22663,14,,75
07/20/2020,22664,207,,1277
07/20/2020,22701,762,,3745
07/20/2020,22709,6,,169
07/20/2020,22711,0,,
07/20/2020,22712,118,,942
07/20/2020,22713,8,,88
07/20/2020,22714,14,,86
07/20/2020,22715,Suppressed*,,88
07/20/2020,22716,6,,60
07/20/2020,22718,7,,43
07/20/2020,22719,0,,16
07/20/2020,22720,6,,62
07/20/2020,22722,0,,11
07/20/2020,22723,Suppressed*,,11
07/20/2020,22724,18,,158
07/20/2020,22726,23,,107
07/20/2020,22727,23,,504
07/20/2020,22728,20,,231
07/20/2020,22729,Suppressed*,,19
07/20/2020,22730,Suppressed*,,6
07/20/2020,22731,Suppressed*,,25
07/20/2020,22732,Suppressed*,,21
07/20/2020,22733,21,,107
07/20/2020,22734,32,,290
07/20/2020,22735,Suppressed*,,135
07/20/2020,22736,5,,36
07/20/2020,22737,20,,189
07/20/2020,22738,Suppressed*,,79
07/20/2020,22740,Suppressed*,,81
07/20/2020,22741,0,,16
07/20/2020,22742,19,,160
07/20/2020,22743,Suppressed*,,6
07/20/2020,22747,Suppressed*,,75
07/20/2020,22749,0,,17
07/20/2020,22801,730,,4376
07/20/2020,22802,559,,3291
07/20/2020,22807,Suppressed*,,13
07/20/2020,22810,Suppressed*,,66
07/20/2020,22811,Suppressed*,,44
07/20/2020,22812,48,,748
07/20/2020,22815,104,,849
07/20/2020,22820,0,,12
07/20/2020,22821,37,,427
07/20/2020,22824,96,,369
07/20/2020,22827,96,,1029
07/20/2020,22830,17,,156
07/20/2020,22831,8,,83
07/20/2020,22832,6,,88
07/20/2020,22834,7,,120
07/20/2020,22835,165,,853
07/20/2020,22840,27,,436
07/20/2020,22841,25,,264
07/20/2020,22842,85,,398
07/20/2020,22843,7,,161
07/20/2020,22844,75,,584
07/20/2020,22845,0,,9
07/20/2020,22846,16,,178
07/20/2020,22847,6,,66
07/20/2020,22849,63,,443
07/20/2020,22850,9,,83
07/20/2020,22851,87,,402
07/20/2020,22853,82,,480
07/20/2020,22901,280,,4721
07/20/2020,22902,226,,3077
07/20/2020,22903,257,,4401
07/20/2020,22904,Suppressed*,,89
07/20/2020,22911,119,,2289
07/20/2020,22920,10,,304
07/20/2020,22922,7,,157
07/20/2020,22923,22,,480
07/20/2020,22931,0,,28
07/20/2020,22932,26,,788
07/20/2020,22935,5,,106
07/20/2020,22936,20,,500
07/20/2020,22937,5,,125
07/20/2020,22938,Suppressed*,,101
07/20/2020,22939,15,,620
07/20/2020,22940,5,,113
07/20/2020,22942,33,,947
07/20/2020,22943,Suppressed*,,53
07/20/2020,22946,Suppressed*,,25
07/20/2020,22947,16,,476
07/20/2020,22948,0,,17
07/20/2020,22949,0,,141
07/20/2020,22952,6,,179
07/20/2020,22958,8,,142
07/20/2020,22959,8,,190
07/20/2020,22960,51,,1379
07/20/2020,22963,47,,1403
07/20/2020,22964,0,,19
07/20/2020,22967,Suppressed*,,161
07/20/2020,22968,55,,1036
07/20/2020,22969,Suppressed*,,131
07/20/2020,22971,0,,122
07/20/2020,22972,Suppressed*,,41
07/20/2020,22973,25,,888
07/20/2020,22974,32,,469
07/20/2020,22976,Suppressed*,,20
07/20/2020,22980,147,,2809
07/20/2020,22989,0,,11
07/20/2020,23002,45,,1287
07/20/2020,23004,13,,115
07/20/2020,23005,78,,1886
07/20/2020,23009,32,,669
07/20/2020,23011,Suppressed*,,95
07/20/2020,23015,17,,371
07/20/2020,23021,0,,13
07/20/2020,23022,15,,120
07/20/2020,23023,Suppressed*,,30
07/20/2020,23024,43,,768
07/20/2020,23025,0,,21
07/20/2020,23027,15,,134
07/20/2020,23030,32,,561
07/20/2020,23032,0,,32
07/20/2020,23035,Suppressed*,,95
07/20/2020,23038,10,,152
07/20/2020,23039,Suppressed*,,85
07/20/2020,23040,34,,434
07/20/2020,23043,Suppressed*,,131
07/20/2020,23045,0,,
07/20/2020,23047,10,,196
07/20/2020,23050,Suppressed*,,67
07/20/2020,23055,42,,124
07/20/2020,23056,Suppressed*,,13
07/20/2020,23059,128,,2951
07/20/2020,23060,227,,3818
07/20/2020,23061,57,,1833
07/20/2020,23062,6,,200
07/20/2020,23063,62,,708
07/20/2020,23064,0,,8
07/20/2020,23065,Suppressed*,,144
07/20/2020,23066,0,,68
07/20/2020,23068,0,,17
07/20/2020,23069,14,,333
07/20/2020,23070,0,,33
07/20/2020,23071,Suppressed*,,123
07/20/2020,23072,32,,922
07/20/2020,23075,148,,1264
07/20/2020,23076,Suppressed*,,42
07/20/2020,23079,0,,28
07/20/2020,23083,13,,208
07/20/2020,23084,9,,192
07/20/2020,23085,Suppressed*,,25
07/20/2020,23086,17,,266
07/20/2020,23089,17,,473
07/20/2020,23091,0,,31
07/20/2020,23092,0,,130
07/20/2020,23093,56,,1424
07/20/2020,23102,14,,288
07/20/2020,23103,32,,610
07/20/2020,23106,Suppressed*,,86
07/20/2020,23108,0,,7
07/20/2020,23109,Suppressed*,,167
07/20/2020,23110,Suppressed*,,51
07/20/2020,23111,169,,3851
07/20/2020,23112,244,,5410
07/20/2020,23113,169,,3029
07/20/2020,23114,97,,1856
07/20/2020,23115,13,,35
07/20/2020,23116,186,,3096
07/20/2020,23117,35,,948
07/20/2020,23119,Suppressed*,,27
07/20/2020,23120,55,,1074
07/20/2020,23123,17,,256
07/20/2020,23124,20,,426
07/20/2020,23125,Suppressed*,,11
07/20/2020,23126,5,,52
07/20/2020,23128,Suppressed*,,92
07/20/2020,23129,Suppressed*,,33
07/20/2020,23130,Suppressed*,,13
07/20/2020,23138,0,,42
07/20/2020,23139,77,,1952
07/20/2020,23140,31,,621
07/20/2020,23141,33,,658
07/20/2020,23146,10,,259
07/20/2020,23148,Suppressed*,,167
07/20/2020,23149,8,,368
07/20/2020,23150,110,,1347
07/20/2020,23153,5,,120
07/20/2020,23156,6,,114
07/20/2020,23160,13,,91
07/20/2020,23161,0,,6
07/20/2020,23163,0,,11
07/20/2020,23168,25,,748
07/20/2020,23169,Suppressed*,,88
07/20/2020,23173,Suppressed*,,10
07/20/2020,23175,6,,191
07/20/2020,23176,0,,55
07/20/2020,23177,Suppressed*,,67
07/20/2020,23180,0,,28
07/20/2020,23181,8,,554
07/20/2020,23185,325,,4899
07/20/2020,23187,Suppressed*,,32
07/20/2020,23188,264,,4557
07/20/2020,23192,21,,609
07/20/2020,23219,30,,1012
07/20/2020,23220,158,,4078
07/20/2020,23221,62,,1869
07/20/2020,23222,190,,3182
07/20/2020,23223,470,,7171
07/20/2020,23224,1028,,7577
