GEOID,year,name,parent-location,population,poverty-rate,renter-occupied-households,pct-renter-occupied,median-gross-rent,median-household-income,median-property-value,rent-burden,pct-white,pct-af-am,pct-hispanic,pct-am-ind,pct-asian,pct-nh-pi,pct-multiple,pct-other,eviction-filings,evictions,eviction-rate,eviction-filing-rate,low-flag,imputed,subbed
24001000100,2000,1,"Allegany County, Maryland",3741.02,10.17,222.0,16.04,434.0,35535.99,78300.01,33.1,96.55,2.46,0.48,0.19,0.05,0.03,0.21,0.03,0.0,0.0,0.0,0.0,1,0,0
24001000100,2001,1,"Allegany County, Maryland",3741.02,10.17,225.0,16.04,434.0,35535.99,78300.01,33.1,96.55,2.46,0.48,0.19,0.05,0.03,0.21,0.03,0.0,0.0,0.0,0.0,1,0,0
24001000100,2002,1,"Allegany County, Maryland",3741.02,10.17,227.0,16.04,434.0,35535.99,78300.01,33.1,96.55,2.46,0.48,0.19,0.05,0.03,0.21,0.03,1.0,1.0,0.44,0.44,1,0,0
24001000100,2003,1,"Allegany County, Maryland",3741.02,10.17,230.0,16.04,434.0,35535.99,78300.01,33.1,96.55,2.46,0.48,0.19,0.05,0.03,0.21,0.03,0.0,0.0,0.0,0.0,1,0,0
24001000100,2004,1,"Allegany County, Maryland",3741.02,10.17,233.0,16.04,434.0,35535.99,78300.01,33.1,96.55,2.46,0.48,0.19,0.05,0.03,0.21,0.03,0.0,0.0,0.0,0.0,1,0,0
24001000100,2005,1,"Allegany County, Maryland",3107.02,6.73,236.0,16.48,667.0,39673.99,132099.93,50.0,97.49,0.58,0.87,0.16,0.84,0.0,0.06,0.0,1.0,0.0,0.0,0.42,1,0,0
24001000100,2006,1,"Allegany County, Maryland",3107.02,6.73,238.0,16.48,667.0,39673.99,132099.93,50.0,97.49,0.58,0.87,0.16,0.84,0.0,0.06,0.0,0.0,0.0,0.0,0.0,1,0,0
24001000100,2007,1,"Allegany County, Maryland",3107.02,6.73,241.0,16.48,667.0,39673.99,132099.93,50.0,97.49,0.58,0.87,0.16,0.84,0.0,0.06,0.0,2.0,0.0,0.0,0.83,1,0,0
24001000100,2008,1,"Allegany County, Maryland",3107.02,6.73,244.0,16.48,667.0,39673.99,132099.93,50.0,97.49,0.58,0.87,0.16,0.84,0.0,0.06,0.0,0.0,0.0,0.0,0.0,1,0,0
24001000100,2009,1,"Allegany County, Maryland",3107.02,6.73,246.0,16.48,667.0,39673.99,132099.93,50.0,97.49,0.58,0.87,0.16,0.84,0.0,0.06,0.0,2.0,1.0,0.41,0.81,1,0,0
24001000100,2010,1,"Allegany County, Maryland",3718.0,3.82,249.0,16.35,747.0,45682.0,158800.0,37.4,97.07,0.83,0.83,0.24,0.13,0.0,0.89,0.0,1.0,0.0,0.0,0.4,1,0,0
24001000100,2011,1,"Allegany County, Maryland",3442.0,10.26,254.0,21.58,647.0,37183.0,151000.0,37.8,94.86,2.59,0.99,0.0,1.1,0.0,0.46,0.0,1.0,0.0,0.0,0.39,1,0,0
24001000100,2012,1,"Allegany County, Maryland",3442.0,10.26,258.0,21.58,647.0,37183.0,151000.0,37.8,94.86,2.59,0.99,0.0,1.1,0.0,0.46,0.0,1.0,0.0,0.0,0.39,1,0,0
24001000100,2013,1,"Allegany County, Maryland",3442.0,10.26,263.0,21.58,647.0,37183.0,151000.0,37.8,94.86,2.59,0.99,0.0,1.1,0.0,0.46,0.0,3.0,0.0,0.0,1.14,1,0,0
24001000100,2014,1,"Allegany County, Maryland",3442.0,10.26,267.0,21.58,647.0,37183.0,151000.0,37.8,94.86,2.59,0.99,0.0,1.1,0.0,0.46,0.0,0.0,0.0,0.0,0.0,1,0,0
24001000100,2015,1,"Allegany County, Maryland",3442.0,10.26,272.0,21.58,647.0,37183.0,151000.0,37.8,94.86,2.59,0.99,0.0,1.1,0.0,0.46,0.0,,,,,0,0,0
24001000100,2016,1,"Allegany County, Maryland",3442.0,10.26,276.0,21.58,647.0,37183.0,151000.0,37.8,94.86,2.59,0.99,0.0,1.1,0.0,0.46,0.0,,,,,0,0,0
24001000200,2000,2,"Allegany County, Maryland",4627.06,11.2,185.0,15.03,398.0,34240.93,79499.74,19.2,75.87,19.56,3.67,0.06,0.26,0.02,0.54,0.02,1.0,1.0,0.54,0.54,1,0,0
24001000200,2001,2,"Allegany County, Maryland",4627.06,11.2,189.0,15.03,398.0,34240.93,79499.74,19.2,75.87,19.56,3.67,0.06,0.26,0.02,0.54,0.02,0.0,0.0,0.0,0.0,1,0,0
24001000200,2002,2,"Allegany County, Maryland",4627.06,11.2,193.0,15.03,398.0,34240.93,79499.74,19.2,75.87,19.56,3.67,0.06,0.26,0.02,0.54,0.02,0.0,0.0,0.0,0.0,1,0,0
24001000200,2003,2,"Allegany County, Maryland",4627.06,11.2,197.0,15.03,398.0,34240.93,79499.74,19.2,75.87,19.56,3.67,0.06,0.26,0.02,0.54,0.02,0.0,0.0,0.0,0.0,1,0,0
24001000200,2004,2,"Allegany County, Maryland",4627.06,11.2,201.0,15.03,398.0,34240.93,79499.74,19.2,75.87,19.56,3.67,0.06,0.26,0.02,0.54,0.02,1.0,0.0,0.0,0.5,1,0,0
24001000200,2005,2,"Allegany County, Maryland",4240.89,11.63,205.0,25.63,564.0,38225.11,117800.09,22.2,77.51,16.02,2.75,0.33,1.39,0.0,1.34,0.66,2.0,0.0,0.0,0.98,1,0,0
24001000200,2006,2,"Allegany County, Maryland",4240.89,11.63,208.0,25.63,564.0,38225.11,117800.09,22.2,77.51,16.02,2.75,0.33,1.39,0.0,1.34,0.66,0.0,0.0,0.0,0.0,1,0,0
24001000200,2007,2,"Allegany County, Maryland",4240.89,11.63,212.0,25.63,564.0,38225.11,117800.09,22.2,77.51,16.02,2.75,0.33,1.39,0.0,1.34,0.66,1.0,0.0,0.0,0.47,1,0,0
24001000200,2008,2,"Allegany County, Maryland",4240.89,11.63,216.0,25.63,564.0,38225.11,117800.09,22.2,77.51,16.02,2.75,0.33,1.39,0.0,1.34,0.66,2.0,0.0,0.0,0.93,1,0,0
24001000200,2009,2,"Allegany County, Maryland",4240.89,11.63,220.0,25.63,564.0,38225.11,117800.09,22.2,77.51,16.02,2.75,0.33,1.39,0.0,1.34,0.66,0.0,0.0,0.0,0.0,1,0,0
24001000200,2010,2,"Allegany County, Maryland",4564.0,10.14,224.0,17.45,600.0,42712.0,145500.0,23.9,72.55,18.3,7.98,0.04,0.42,0.02,0.64,0.07,2.0,0.0,0.0,0.89,1,0,0
24001000200,2011,2,"Allegany County, Maryland",4285.0,12.08,230.0,15.12,542.0,43523.0,155600.0,37.5,70.74,19.51,8.03,0.7,0.12,0.72,0.19,0.0,0.0,0.0,0.0,0.0,1,0,0
24001000200,2012,2,"Allegany County, Maryland",4285.0,12.08,235.0,15.12,542.0,43523.0,155600.0,37.5,70.74,19.51,8.03,0.7,0.12,0.72,0.19,0.0,2.0,0.0,0.0,0.85,1,0,0
24001000200,2013,2,"Allegany County, Maryland",4285.0,12.08,241.0,15.12,542.0,43523.0,155600.0,37.5,70.74,19.51,8.03,0.7,0.12,0.72,0.19,0.0,0.0,0.0,0.0,0.0,1,0,0
24001000200,2014,2,"Allegany County, Maryland",4285.0,12.08,246.0,15.12,542.0,43523.0,155600.0,37.5,70.74,19.51,8.03,0.7,0.12,0.72,0.19,0.0,0.0,0.0,0.0,0.0,1,0,0
24001000200,2015,2,"Allegany County, Maryland",4285.0,12.08,252.0,15.12,542.0,43523.0,155600.0,37.5,70.74,19.51,8.03,0.7,0.12,0.72,0.19,0.0,,,,,0,0,0
24001000200,2016,2,"Allegany County, Maryland",4285.0,12.08,257.0,15.12,542.0,43523.0,155600.0,37.5,70.74,19.51,8.03,0.7,0.12,0.72,0.19,0.0,,,,,0,0,0
24001000300,2000,3,"Allegany County, Maryland",2699.0,14.39,207.0,18.21,412.94,32450.66,69935.57,30.66,96.8,2.37,0.35,0.07,0.0,0.0,0.37,0.04,0.0,0.0,0.0,0.0,1,0,0
24001000300,2001,3,"Allegany County, Maryland",2699.0,14.39,212.0,18.21,412.94,32450.66,69935.57,30.66,96.8,2.37,0.35,0.07,0.0,0.0,0.37,0.04,3.0,1.0,0.47,1.42,1,0,0
24001000300,2002,3,"Allegany County, Maryland",2699.0,14.39,217.0,18.21,412.94,32450.66,69935.57,30.66,96.8,2.37,0.35,0.07,0.0,0.0,0.37,0.04,0.0,0.0,0.0,0.0,1,0,0
24001000300,2003,3,"Allegany County, Maryland",2699.0,14.39,221.0,18.21,412.94,32450.66,69935.57,30.66,96.8,2.37,0.35,0.07,0.0,0.0,0.37,0.04,0.0,0.0,0.0,0.0,1,0,0
24001000300,2004,3,"Allegany County, Maryland",2699.0,14.39,226.0,18.21,412.94,32450.66,69935.57,30.66,96.8,2.37,0.35,0.07,0.0,0.0,0.37,0.04,0.0,0.0,0.0,0.0,1,0,0
24001000300,2005,3,"Allegany County, Maryland",2389.17,11.94,231.0,18.05,777.21,34732.99,100862.99,49.9,93.93,2.74,0.55,0.5,0.01,0.0,2.27,0.0,1.0,0.0,0.0,0.43,1,0,0
24001000300,2006,3,"Allegany County, Maryland",2389.17,11.94,236.0,18.05,777.21,34732.99,100862.99,49.9,93.93,2.74,0.55,0.5,0.01,0.0,2.27,0.0,3.0,0.0,0.0,1.27,1,0,0
24001000300,2007,3,"Allegany County, Maryland",2389.17,11.94,241.0,18.05,777.21,34732.99,100862.99,49.9,93.93,2.74,0.55,0.5,0.01,0.0,2.27,0.0,2.0,0.0,0.0,0.83,1,0,0
24001000300,2008,3,"Allegany County, Maryland",2389.17,11.94,245.0,18.05,777.21,34732.99,100862.99,49.9,93.93,2.74,0.55,0.5,0.01,0.0,2.27,0.0,1.0,0.0,0.0,0.41,1,0,0
24001000300,2009,3,"Allegany County, Maryland",2389.17,11.94,250.0,18.05,777.21,34732.99,100862.99,49.9,93.93,2.74,0.55,0.5,0.01,0.0,2.27,0.0,1.0,0.0,0.0,0.4,1,0,0
24001000300,2010,3,"Allegany County, Maryland",2780.0,22.07,255.0,22.51,536.0,31806.0,124700.0,41.9,94.46,2.81,0.97,0.07,0.07,0.04,1.51,0.07,2.0,0.0,0.0,0.78,1,0,0
24001000300,2011,3,"Allegany County, Maryland",2626.0,17.33,260.0,23.05,529.0,37193.0,109900.0,30.6,96.99,1.87,0.0,0.19,0.0,0.0,0.46,0.5,0.0,0.0,0.0,0.0,1,0,0
24001000300,2012,3,"Allegany County, Maryland",2626.0,17.33,265.0,23.05,529.0,37193.0,109900.0,30.6,96.99,1.87,0.0,0.19,0.0,0.0,0.46,0.5,3.0,0.0,0.0,1.13,1,0,0
24001000300,2013,3,"Allegany County, Maryland",2626.0,17.33,270.0,23.05,529.0,37193.0,109900.0,30.6,96.99,1.87,0.0,0.19,0.0,0.0,0.46,0.5,0.0,0.0,0.0,0.0,1,0,0
24001000300,2014,3,"Allegany County, Maryland",2626.0,17.33,274.0,23.05,529.0,37193.0,109900.0,30.6,96.99,1.87,0.0,0.19,0.0,0.0,0.46,0.5,4.0,0.0,0.0,1.46,1,0,0
24001000300,2015,3,"Allegany County, Maryland",2626.0,17.33,279.0,23.05,529.0,37193.0,109900.0,30.6,96.99,1.87,0.0,0.19,0.0,0.0,0.46,0.5,,,,,0,0,0
24001000300,2016,3,"Allegany County, Maryland",2626.0,17.33,284.0,23.05,529.0,37193.0,109900.0,30.6,96.99,1.87,0.0,0.19,0.0,0.0,0.46,0.5,,,,,0,0,0
24001000400,2000,4,"Allegany County, Maryland",3249.73,16.25,416.0,29.97,375.0,30000.0,63700.0,26.7,93.75,4.06,0.71,0.15,0.15,0.0,0.95,0.22,0.0,0.0,0.0,0.0,1,0,0
24001000400,2001,4,"Allegany County, Maryland",3249.73,16.25,416.0,29.97,375.0,30000.0,63700.0,26.7,93.75,4.06,0.71,0.15,0.15,0.0,0.95,0.22,1.0,0.0,0.0,0.24,1,0,0
24001000400,2002,4,"Allegany County, Maryland",3249.73,16.25,417.0,29.97,375.0,30000.0,63700.0,26.7,93.75,4.06,0.71,0.15,0.15,0.0,0.95,0.22,0.0,0.0,0.0,0.0,1,0,0
24001000400,2003,4,"Allegany County, Maryland",3249.73,16.25,417.0,29.97,375.0,30000.0,63700.0,26.7,93.75,4.06,0.71,0.15,0.15,0.0,0.95,0.22,0.0,0.0,0.0,0.0,1,0,0
24001000400,2004,4,"Allegany County, Maryland",3249.73,16.25,417.0,29.97,375.0,30000.0,63700.0,26.7,93.75,4.06,0.71,0.15,0.15,0.0,0.95,0.22,0.0,0.0,0.0,0.0,1,0,0
24001000400,2005,4,"Allegany County, Maryland",2834.77,2.91,417.0,23.99,752.0,44859.0,123100.0,31.3,96.93,2.26,0.0,0.0,0.0,0.0,0.35,0.46,4.0,0.0,0.0,0.96,1,0,0
24001000400,2006,4,"Allegany County, Maryland",2834.77,2.91,418.0,23.99,752.0,44859.0,123100.0,31.3,96.93,2.26,0.0,0.0,0.0,0.0,0.35,0.46,1.0,0.0,0.0,0.24,1,0,0
24001000400,2007,4,"Allegany County, Maryland",2834.77,2.91,418.0,23.99,752.0,44859.0,123100.0,31.3,96.93,2.26,0.0,0.0,0.0,0.0,0.35,0.46,2.0,0.0,0.0,0.48,1,0,0
24001000400,2008,4,"Allegany County, Maryland",2834.77,2.91,418.0,23.99,752.0,44859.0,123100.0,31.3,96.93,2.26,0.0,0.0,0.0,0.0,0.35,0.46,1.0,0.0,0.0,0.24,1,0,0
24001000400,2009,4,"Allegany County, Maryland",2834.77,2.91,419.0,23.99,752.0,44859.0,123100.0,31.3,96.93,2.26,0.0,0.0,0.0,0.0,0.35,0.46,3.0,0.0,0.0,0.72,1,0,0
24001000400,2010,4,"Allegany County, Maryland",3022.0,10.72,419.0,31.04,806.0,39583.0,126800.0,25.8,91.63,4.93,0.53,0.2,0.53,0.1,2.05,0.03,2.0,0.0,0.0,0.48,1,0,0
24001000400,2011,4,"Allegany County, Maryland",2823.0,6.73,427.0,35.12,738.0,39193.0,123400.0,27.6,87.67,8.64,0.28,0.0,0.32,0.0,3.08,0.0,3.0,0.0,0.0,0.7,1,0,0
24001000400,2012,4,"Allegany County, Maryland",2823.0,6.73,434.0,35.12,738.0,39193.0,123400.0,27.6,87.67,8.64,0.28,0.0,0.32,0.0,3.08,0.0,1.0,0.0,0.0,0.23,1,0,0
24001000400,2013,4,"Allegany County, Maryland",2823.0,6.73,442.0,35.12,738.0,39193.0,123400.0,27.6,87.67,8.64,0.28,0.0,0.32,0.0,3.08,0.0,0.0,0.0,0.0,0.0,1,0,0
24001000400,2014,4,"Allegany County, Maryland",2823.0,6.73,449.0,35.12,738.0,39193.0,123400.0,27.6,87.67,8.64,0.28,0.0,0.32,0.0,3.08,0.0,2.0,0.0,0.0,0.45,1,0,0
24001000400,2015,4,"Allegany County, Maryland",2823.0,6.73,457.0,35.12,738.0,39193.0,123400.0,27.6,87.67,8.64,0.28,0.0,0.32,0.0,3.08,0.0,,,,,0,0,0
24001000400,2016,4,"Allegany County, Maryland",2823.0,6.73,464.0,35.12,738.0,39193.0,123400.0,27.6,87.67,8.64,0.28,0.0,0.32,0.0,3.08,0.0,,,,,0,0,0
24001000500,2000,5,"Allegany County, Maryland",2583.19,22.04,490.0,45.62,343.0,22004.59,49401.05,30.1,90.67,6.93,0.58,0.31,0.19,0.0,1.05,0.27,0.0,0.0,0.0,0.0,1,0,0
24001000500,2001,5,"Allegany County, Maryland",2583.19,22.04,489.0,45.62,343.0,22004.59,49401.05,30.1,90.67,6.93,0.58,0.31,0.19,0.0,1.05,0.27,2.0,0.0,0.0,0.41,1,0,0
24001000500,2002,5,"Allegany County, Maryland",2583.19,22.04,487.0,45.62,343.0,22004.59,49401.05,30.1,90.67,6.93,0.58,0.31,0.19,0.0,1.05,0.27,1.0,1.0,0.21,0.21,1,0,0
24001000500,2003,5,"Allegany County, Maryland",2583.19,22.04,486.0,45.62,343.0,22004.59,49401.05,30.1,90.67,6.93,0.58,0.31,0.19,0.0,1.05,0.27,2.0,2.0,0.41,0.41,1,0,0
24001000500,2004,5,"Allegany County, Maryland",2583.19,22.04,485.0,45.62,343.0,22004.59,49401.05,30.1,90.67,6.93,0.58,0.31,0.19,0.0,1.05,0.27,1.0,0.0,0.0,0.21,1,0,0
24001000500,2005,5,"Allegany County, Maryland",3082.17,10.53,484.0,48.76,520.02,33798.81,89802.45,32.5,92.67,3.28,0.78,0.0,0.91,0.0,2.37,0.0,4.0,0.0,0.0,0.83,1,0,0
24001000500,2006,5,"Allegany County, Maryland",3082.17,10.53,482.0,48.76,520.02,33798.81,89802.45,32.5,92.67,3.28,0.78,0.0,0.91,0.0,2.37,0.0,5.0,0.0,0.0,1.04,1,0,0
24001000500,2007,5,"Allegany County, Maryland",3082.17,10.53,481.0,48.76,520.02,33798.81,89802.45,32.5,92.67,3.28,0.78,0.0,0.91,0.0,2.37,0.0,3.0,0.0,0.0,0.62,1,0,0
24001000500,2008,5,"Allegany County, Maryland",3082.17,10.53,480.0,48.76,520.02,33798.81,89802.45,32.5,92.67,3.28,0.78,0.0,0.91,0.0,2.37,0.0,9.0,0.0,0.0,1.88,1,0,0
24001000500,2009,5,"Allegany County, Maryland",3082.17,10.53,478.0,48.76,520.02,33798.81,89802.45,32.5,92.67,3.28,0.78,0.0,0.91,0.0,2.37,0.0,2.0,0.0,0.0,0.42,1,0,0
24001000500,2010,5,"Allegany County, Maryland",2734.0,25.36,477.0,45.69,559.0,28141.0,90400.0,50.0,83.07,11.67,1.54,0.22,0.99,0.0,2.52,0.0,4.0,2.0,0.42,0.84,1,0,0
24001000500,2011,5,"Allegany County, Maryland",2543.0,33.33,485.0,42.13,517.0,19083.0,78000.0,47.6,82.3,7.16,1.02,0.08,1.18,0.0,8.26,0.0,8.0,0.0,0.0,1.65,1,0,0
24001000500,2012,5,"Allegany County, Maryland",2543.0,33.33,493.0,42.13,517.0,19083.0,78000.0,47.6,82.3,7.16,1.02,0.08,1.18,0.0,8.26,0.0,2.0,0.0,0.0,0.41,1,0,0
24001000500,2013,5,"Allegany County, Maryland",2543.0,33.33,501.0,42.13,517.0,19083.0,78000.0,47.6,82.3,7.16,1.02,0.08,1.18,0.0,8.26,0.0,6.0,0.0,0.0,1.2,1,0,0
24001000500,2014,5,"Allegany County, Maryland",2543.0,33.33,508.0,42.13,517.0,19083.0,78000.0,47.6,82.3,7.16,1.02,0.08,1.18,0.0,8.26,0.0,3.0,1.0,0.2,0.59,1,0,0
24001000500,2015,5,"Allegany County, Maryland",2543.0,33.33,516.0,42.13,517.0,19083.0,78000.0,47.6,82.3,7.16,1.02,0.08,1.18,0.0,8.26,0.0,,,,,0,0,0
24001000500,2016,5,"Allegany County, Maryland",2543.0,33.33,524.0,42.13,517.0,19083.0,78000.0,47.6,82.3,7.16,1.02,0.08,1.18,0.0,8.26,0.0,,,,,0,0,0
24001000600,2000,6,"Allegany County, Maryland",3279.0,18.82,447.0,32.18,370.0,26221.0,71000.0,25.3,94.33,3.87,0.52,0.12,0.0,0.0,1.01,0.15,0.0,0.0,0.0,0.0,1,0,0
24001000600,2001,6,"Allegany County, Maryland",3279.0,18.82,445.0,32.18,370.0,26221.0,71000.0,25.3,94.33,3.87,0.52,0.12,0.0,0.0,1.01,0.15,0.0,0.0,0.0,0.0,1,0,0
24001000600,2002,6,"Allegany County, Maryland",3279.0,18.82,444.0,32.18,370.0,26221.0,71000.0,25.3,94.33,3.87,0.52,0.12,0.0,0.0,1.01,0.15,0.0,0.0,0.0,0.0,1,0,0
24001000600,2003,6,"Allegany County, Maryland",3279.0,18.82,442.0,32.18,370.0,26221.0,71000.0,25.3,94.33,3.87,0.52,0.12,0.0,0.0,1.01,0.15,0.0,0.0,0.0,0.0,1,0,0
24001000600,2004,6,"Allegany County, Maryland",3279.0,18.82,441.0,32.18,370.0,26221.0,71000.0,25.3,94.33,3.87,0.52,0.12,0.0,0.0,1.01,0.15,1.0,0.0,0.0,0.23,1,0,0
24001000600,2005,6,"Allegany County, Maryland",3184.0,9.84,439.0,24.17,466.0,34844.0,103000.0,26.5,95.04,1.35,0.6,0.22,0.0,0.0,2.07,0.72,6.0,0.0,0.0,1.37,1,0,0
24001000600,2006,6,"Allegany County, Maryland",3184.0,9.84,437.0,24.17,466.0,34844.0,103000.0,26.5,95.04,1.35,0.6,0.22,0.0,0.0,2.07,0.72,3.0,0.0,0.0,0.69,1,0,0
24001000600,2007,6,"Allegany County, Maryland",3184.0,9.84,436.0,24.17,466.0,34844.0,103000.0,26.5,95.04,1.35,0.6,0.22,0.0,0.0,2.07,0.72,5.0,1.0,0.23,1.15,1,0,0
24001000600,2008,6,"Allegany County, Maryland",3184.0,9.84,434.0,24.17,466.0,34844.0,103000.0,26.5,95.04,1.35,0.6,0.22,0.0,0.0,2.07,0.72,3.0,0.0,0.0,0.69,1,0,0
24001000600,2009,6,"Allegany County, Maryland",3184.0,9.84,433.0,24.17,466.0,34844.0,103000.0,26.5,95.04,1.35,0.6,0.22,0.0,0.0,2.07,0.72,3.0,0.0,0.0,0.69,1,0,0
24001000600,2010,6,"Allegany County, Maryland",2965.0,11.29,431.0,33.31,563.0,45343.0,114000.0,30.1,89.17,6.07,0.98,0.37,0.61,0.07,2.56,0.17,1.0,0.0,0.0,0.23,1,0,0
24001000600,2011,6,"Allegany County, Maryland",2768.0,11.51,439.0,42.41,621.0,32286.0,120000.0,28.7,91.84,4.37,1.23,0.36,0.76,0.0,1.45,0.0,4.0,1.0,0.23,0.91,1,0,0
24001000600,2012,6,"Allegany County, Maryland",2768.0,11.51,447.0,42.41,621.0,32286.0,120000.0,28.7,91.84,4.37,1.23,0.36,0.76,0.0,1.45,0.0,6.0,1.0,0.22,1.34,1,0,0
24001000600,2013,6,"Allegany County, Maryland",2768.0,11.51,455.0,42.41,621.0,32286.0,120000.0,28.7,91.84,4.37,1.23,0.36,0.76,0.0,1.45,0.0,4.0,0.0,0.0,0.88,1,0,0
24001000600,2014,6,"Allegany County, Maryland",2768.0,11.51,462.0,42.41,621.0,32286.0,120000.0,28.7,91.84,4.37,1.23,0.36,0.76,0.0,1.45,0.0,4.0,0.0,0.0,0.87,1,0,0
24001000600,2015,6,"Allegany County, Maryland",2768.0,11.51,470.0,42.41,621.0,32286.0,120000.0,28.7,91.84,4.37,1.23,0.36,0.76,0.0,1.45,0.0,,,,,0,0,0
24001000600,2016,6,"Allegany County, Maryland",2768.0,11.51,478.0,42.41,621.0,32286.0,120000.0,28.7,91.84,4.37,1.23,0.36,0.76,0.0,1.45,0.0,,,,,0,0,0
24001000700,2000,7,"Allegany County, Maryland",3470.04,25.83,682.0,44.03,329.0,20139.02,58899.85,31.9,94.64,3.11,0.49,0.35,0.09,0.0,1.27,0.06,1.0,1.0,0.15,0.15,1,0,0
24001000700,2001,7,"Allegany County, Maryland",3470.04,25.83,688.0,44.03,329.0,20139.02,58899.85,31.9,94.64,3.11,0.49,0.35,0.09,0.0,1.27,0.06,2.0,1.0,0.15,0.29,1,0,0
24001000700,2002,7,"Allegany County, Maryland",3470.04,25.83,694.0,44.03,329.0,20139.02,58899.85,31.9,94.64,3.11,0.49,0.35,0.09,0.0,1.27,0.06,0.0,0.0,0.0,0.0,1,0,0
24001000700,2003,7,"Allegany County, Maryland",3470.04,25.83,701.0,44.03,329.0,20139.02,58899.85,31.9,94.64,3.11,0.49,0.35,0.09,0.0,1.27,0.06,0.0,0.0,0.0,0.0,1,0,0
24001000700,2004,7,"Allegany County, Maryland",3470.04,25.83,707.0,44.03,329.0,20139.02,58899.85,31.9,94.64,3.11,0.49,0.35,0.09,0.0,1.27,0.06,0.0,0.0,0.0,0.0,1,0,0
24001000700,2005,7,"Allegany County, Maryland",3833.03,23.05,713.0,52.56,502.0,27367.04,86999.91,26.1,94.63,3.05,0.0,0.0,0.0,0.0,2.32,0.0,8.0,0.0,0.0,1.12,1,0,0
24001000700,2006,7,"Allegany County, Maryland",3833.03,23.05,719.0,52.56,502.0,27367.04,86999.91,26.1,94.63,3.05,0.0,0.0,0.0,0.0,2.32,0.0,8.0,0.0,0.0,1.11,1,0,0
24001000700,2007,7,"Allegany County, Maryland",3833.03,23.05,725.0,52.56,502.0,27367.04,86999.91,26.1,94.63,3.05,0.0,0.0,0.0,0.0,2.32,0.0,4.0,0.0,0.0,0.55,1,0,0
24001000700,2008,7,"Allegany County, Maryland",3833.03,23.05,732.0,52.56,502.0,27367.04,86999.91,26.1,94.63,3.05,0.0,0.0,0.0,0.0,2.32,0.0,3.0,0.0,0.0,0.41,1,0,0
24001000700,2009,7,"Allegany County, Maryland",3833.03,23.05,738.0,52.56,502.0,27367.04,86999.91,26.1,94.63,3.05,0.0,0.0,0.0,0.0,2.32,0.0,6.0,2.0,0.27,0.81,1,0,0
24001000700,2010,7,"Allegany County, Maryland",3387.0,14.08,744.0,48.34,569.0,27782.0,84200.0,30.9,91.26,4.69,0.83,0.15,0.41,0.0,2.45,0.21,4.0,0.0,0.0,0.54,1,0,0
24001000700,2011,7,"Allegany County, Maryland",3464.0,35.29,750.0,52.3,551.0,26677.0,83000.0,32.3,88.71,8.2,2.17,0.0,0.0,0.0,0.92,0.0,7.0,0.0,0.0,0.93,1,0,0
24001000700,2012,7,"Allegany County, Maryland",3464.0,35.29,757.0,52.3,551.0,26677.0,83000.0,32.3,88.71,8.2,2.17,0.0,0.0,0.0,0.92,0.0,8.0,0.0,0.0,1.06,1,0,0
24001000700,2013,7,"Allegany County, Maryland",3464.0,35.29,763.0,52.3,551.0,26677.0,83000.0,32.3,88.71,8.2,2.17,0.0,0.0,0.0,0.92,0.0,11.0,1.0,0.13,1.44,1,0,0
24001000700,2014,7,"Allegany County, Maryland",3464.0,35.29,769.0,52.3,551.0,26677.0,83000.0,32.3,88.71,8.2,2.17,0.0,0.0,0.0,0.92,0.0,7.0,0.0,0.0,0.91,1,0,0
24001000700,2015,7,"Allegany County, Maryland",3464.0,35.29,776.0,52.3,551.0,26677.0,83000.0,32.3,88.71,8.2,2.17,0.0,0.0,0.0,0.92,0.0,,,,,0,0,0
24001000700,2016,7,"Allegany County, Maryland",3464.0,35.29,782.0,52.3,551.0,26677.0,83000.0,32.3,88.71,8.2,2.17,0.0,0.0,0.0,0.92,0.0,,,,,0,0,0
24001000800,2000,8,"Allegany County, Maryland",2346.96,20.34,407.0,41.79,321.0,21682.0,45400.0,25.8,91.82,5.54,0.38,0.21,0.38,0.0,1.53,0.13,0.0,0.0,0.0,0.0,1,0,0
24001000800,2001,8,"Allegany County, Maryland",2346.96,20.34,407.0,41.79,321.0,21682.0,45400.0,25.8,91.82,5.54,0.38,0.21,0.38,0.0,1.53,0.13,4.0,0.0,0.0,0.98,1,0,0
24001000800,2002,8,"Allegany County, Maryland",2346.96,20.34,407.0,41.79,321.0,21682.0,45400.0,25.8,91.82,5.54,0.38,0.21,0.38,0.0,1.53,0.13,0.0,0.0,0.0,0.0,1,0,0
24001000800,2003,8,"Allegany County, Maryland",2346.96,20.34,407.0,41.79,321.0,21682.0,45400.0,25.8,91.82,5.54,0.38,0.21,0.38,0.0,1.53,0.13,0.0,0.0,0.0,0.0,1,0,0
24001000800,2004,8,"Allegany County, Maryland",2346.96,20.34,407.0,41.79,321.0,21682.0,45400.0,25.8,91.82,5.54,0.38,0.21,0.38,0.0,1.53,0.13,0.0,0.0,0.0,0.0,1,0,0
24001000800,2005,8,"Allegany County, Maryland",1762.97,15.07,407.0,28.71,652.0,30765.0,79000.0,24.4,87.18,7.15,0.0,0.0,5.45,0.0,0.23,0.0,1.0,0.0,0.0,0.25,1,0,0
24001000800,2006,8,"Allegany County, Maryland",1762.97,15.07,406.0,28.71,652.0,30765.0,79000.0,24.4,87.18,7.15,0.0,0.0,5.45,0.0,0.23,0.0,4.0,0.0,0.0,0.98,1,0,0
