Date,Neighborhood,Total Positives
7/2/20,N22: GEORGETOWN,21
7/2/20,N36: NAVAL STATION & AIR FORCE,4
7/2/20,N35: NATIONAL MALL,1
7/3/20,N13: COLUMBIA HEIGHTS,692
7/3/20,N1: 16th ST HEIGHTS,625
7/3/20,N7: BRIGHTWOOD,483
7/3/20,N12: CHINATOWN,371
7/3/20,N37: NAYLOR/HILLCREST,361
7/3/20,N38: PETWORTH,353
7/3/20,N8: BRIGHTWOOD PARK,343
7/3/20,N31: LOGAN CIRCLE/SHAW,313
7/3/20,N30: LINCOLN HEIGHTS,313
7/3/20,N45: TRINIDAD,311
7/3/20,N33: MICHIGAN PARK,305
7/3/20,N34: MOUNT PLEASANT,290
7/3/20,N32: MARSHALL HEIGHTS,268
7/3/20,N14: CONGRESS HEIGHTS/SHIPLEY,261
7/3/20,N21: FORT LINCOLN/GATEWAY,245
7/3/20,N20: FORT DUPONT,245
7/3/20,N29: LAMOND RIGGS,223
7/3/20,N46: TWINING,220
7/3/20,N39: SAINT ELIZABETHS,214
7/3/20,N26: HISTORIC ANACOSTIA,213
7/3/20,N42: STADIUM ARMORY,212
7/3/20,N17: EASTLAND GARDENS,204
7/3/20,N4: BELLEVUE,203
7/3/20,N18: EDGEWOOD,201
7/3/20,N47: U ST/PLEASANT,195
7/3/20,N43: SW/WATERFRONT,195
7/3/20,N41: SOUTH COLUMBIA HEIGHTS,187
7/3/20,N16: DOUGLASS,184
7/3/20,N40: SHEPHERD PARK,175
7/3/20,N6: BRENTWOOD,170
7/3/20,N2: ADAMS MORGAN,168
7/3/20,N48: UNION STATION,158
7/3/20,N5: BLOOMINGDALE,139
7/3/20,N44: TENLEYTOWN,137
7/3/20,N23: GEORGETOWN EAST,131
7/3/20,N28: KINGMAN PARK,120
7/3/20,N27: KENT/PALISADES,112
7/3/20,N25: HILL EAST,92
7/3/20,N51: WOODRIDGE,91
7/3/20,N49: WASHINGTON HIGHLANDS,87
7/3/20,N10: CATHEDRAL HEIGHTS,72
7/3/20,N9: CAPITOL HILL,67
7/3/20,N50: WOODLEY PARK,65
7/3/20,N19: FOREST HILLS,62
7/3/20,N24: GWU,61
7/3/20,N11: CHEVY CHASE,51
7/3/20,N3: BARNABY WOODS,40
7/3/20,N15: DC MEDICAL CENTER,22
7/3/20,N22: GEORGETOWN,21
7/3/20,N36: NAVAL STATION & AIR FORCE,4
7/3/20,N35: NATIONAL MALL,1
7/4/20,N13: COLUMBIA HEIGHTS,694
7/4/20,N1: 16th ST HEIGHTS,625
7/4/20,N7: BRIGHTWOOD,485
7/4/20,N12: CHINATOWN,372
7/4/20,N37: NAYLOR/HILLCREST,362
7/4/20,N38: PETWORTH,353
7/4/20,N8: BRIGHTWOOD PARK,343
7/4/20,N31: LOGAN CIRCLE/SHAW,315
7/4/20,N30: LINCOLN HEIGHTS,314
7/4/20,N45: TRINIDAD,312
7/4/20,N33: MICHIGAN PARK,305
7/4/20,N34: MOUNT PLEASANT,292
7/4/20,N32: MARSHALL HEIGHTS,269
7/4/20,N14: CONGRESS HEIGHTS/SHIPLEY,261
7/4/20,N20: FORT DUPONT,246
7/4/20,N21: FORT LINCOLN/GATEWAY,245
7/4/20,N29: LAMOND RIGGS,224
7/4/20,N46: TWINING,220
7/4/20,N39: SAINT ELIZABETHS,215
7/4/20,N26: HISTORIC ANACOSTIA,215
7/4/20,N42: STADIUM ARMORY,212
7/4/20,N17: EASTLAND GARDENS,205
7/4/20,N4: BELLEVUE,203
7/4/20,N18: EDGEWOOD,201
7/4/20,N47: U ST/PLEASANT,196
7/4/20,N43: SW/WATERFRONT,195
7/4/20,N41: SOUTH COLUMBIA HEIGHTS,188
7/4/20,N16: DOUGLASS,184
7/4/20,N40: SHEPHERD PARK,175
7/4/20,Unknown,172
7/4/20,N6: BRENTWOOD,170
7/4/20,N2: ADAMS MORGAN,170
7/4/20,N48: UNION STATION,160
7/4/20,N5: BLOOMINGDALE,140
7/4/20,N44: TENLEYTOWN,137
7/4/20,N23: GEORGETOWN EAST,132
7/4/20,N28: KINGMAN PARK,121
7/4/20,N27: KENT/PALISADES,112
7/4/20,N25: HILL EAST,92
7/4/20,N51: WOODRIDGE,91
7/4/20,N49: WASHINGTON HIGHLANDS,88
7/4/20,N10: CATHEDRAL HEIGHTS,72
7/4/20,N9: CAPITOL HILL,69
7/4/20,N50: WOODLEY PARK,66
7/4/20,N24: GWU,62
7/4/20,N19: FOREST HILLS,62
7/4/20,N11: CHEVY CHASE,51
7/4/20,N3: BARNABY WOODS,40
7/4/20,N22: GEORGETOWN,22
7/4/20,N15: DC MEDICAL CENTER,22
7/4/20,N36: NAVAL STATION & AIR FORCE,4
7/4/20,N35: NATIONAL MALL,1
7/5/20,N13: COLUMBIA HEIGHTS,697
7/5/20,N1: 16th ST HEIGHTS,626
7/5/20,N7: BRIGHTWOOD,485
7/5/20,N12: CHINATOWN,374
7/5/20,N37: NAYLOR/HILLCREST,363
7/5/20,N38: PETWORTH,354
7/5/20,N8: BRIGHTWOOD PARK,347
7/5/20,N31: LOGAN CIRCLE/SHAW,316
7/5/20,N30: LINCOLN HEIGHTS,315
7/5/20,N45: TRINIDAD,312
7/5/20,N33: MICHIGAN PARK,306
7/5/20,N34: MOUNT PLEASANT,292
7/5/20,N32: MARSHALL HEIGHTS,270
7/5/20,N14: CONGRESS HEIGHTS/SHIPLEY,261
7/5/20,N20: FORT DUPONT,246
7/5/20,N21: FORT LINCOLN/GATEWAY,245
7/5/20,N29: LAMOND RIGGS,224
7/5/20,N46: TWINING,221
7/5/20,N26: HISTORIC ANACOSTIA,217
7/5/20,N39: SAINT ELIZABETHS,215
7/5/20,N42: STADIUM ARMORY,212
7/5/20,N17: EASTLAND GARDENS,206
7/5/20,N4: BELLEVUE,204
7/5/20,N18: EDGEWOOD,201
7/5/20,N47: U ST/PLEASANT,197
7/5/20,N43: SW/WATERFRONT,196
7/5/20,N41: SOUTH COLUMBIA HEIGHTS,190
7/5/20,N16: DOUGLASS,186
7/5/20,N40: SHEPHERD PARK,175
7/5/20,Unknown,172
7/5/20,N6: BRENTWOOD,171
7/5/20,N2: ADAMS MORGAN,170
7/5/20,N48: UNION STATION,160
7/5/20,N5: BLOOMINGDALE,141
7/5/20,N44: TENLEYTOWN,138
7/5/20,N23: GEORGETOWN EAST,133
7/5/20,N28: KINGMAN PARK,121
7/5/20,N27: KENT/PALISADES,113
7/5/20,N25: HILL EAST,92
7/5/20,N51: WOODRIDGE,91
7/5/20,N49: WASHINGTON HIGHLANDS,88
7/5/20,N10: CATHEDRAL HEIGHTS,72
7/5/20,N9: CAPITOL HILL,69
7/5/20,N50: WOODLEY PARK,66
7/5/20,N24: GWU,62
7/5/20,N19: FOREST HILLS,62
7/5/20,N11: CHEVY CHASE,52
7/5/20,N3: BARNABY WOODS,40
7/5/20,N22: GEORGETOWN,22
7/5/20,N15: DC MEDICAL CENTER,22
7/5/20,N36: NAVAL STATION & AIR FORCE,4
7/5/20,N35: NATIONAL MALL,1
7/6/20,N13: COLUMBIA HEIGHTS,699
7/6/20,N1: 16th ST HEIGHTS,631
7/6/20,N7: BRIGHTWOOD,486
7/6/20,N12: CHINATOWN,376
7/6/20,N37: NAYLOR/HILLCREST,364
7/6/20,N38: PETWORTH,355
7/6/20,N8: BRIGHTWOOD PARK,348
7/6/20,N31: LOGAN CIRCLE/SHAW,317
7/6/20,N45: TRINIDAD,316
7/6/20,N30: LINCOLN HEIGHTS,315
7/6/20,N33: MICHIGAN PARK,307
7/6/20,N34: MOUNT PLEASANT,292
7/6/20,N32: MARSHALL HEIGHTS,271
7/6/20,N14: CONGRESS HEIGHTS/SHIPLEY,261
7/6/20,N20: FORT DUPONT,247
7/6/20,N21: FORT LINCOLN/GATEWAY,246
7/6/20,N29: LAMOND RIGGS,225
7/6/20,N46: TWINING,222
7/6/20,N26: HISTORIC ANACOSTIA,218
7/6/20,N39: SAINT ELIZABETHS,214
7/6/20,N17: EASTLAND GARDENS,213
7/6/20,N42: STADIUM ARMORY,212
7/6/20,N4: BELLEVUE,203
7/6/20,N18: EDGEWOOD,203
7/6/20,N47: U ST/PLEASANT,200
7/6/20,N43: SW/WATERFRONT,195
7/6/20,N41: SOUTH COLUMBIA HEIGHTS,189
7/6/20,N16: DOUGLASS,187
7/6/20,N40: SHEPHERD PARK,175
7/6/20,N6: BRENTWOOD,174
7/6/20,Unknown,173
7/6/20,N2: ADAMS MORGAN,173
7/6/20,N48: UNION STATION,160
7/6/20,N5: BLOOMINGDALE,142
7/6/20,N44: TENLEYTOWN,138
7/6/20,N23: GEORGETOWN EAST,130
7/6/20,N28: KINGMAN PARK,120
7/6/20,N27: KENT/PALISADES,115
7/6/20,N25: HILL EAST,93
7/6/20,N51: WOODRIDGE,91
7/6/20,N49: WASHINGTON HIGHLANDS,89
7/6/20,N10: CATHEDRAL HEIGHTS,74
7/6/20,N9: CAPITOL HILL,72
7/6/20,N50: WOODLEY PARK,66
7/6/20,N24: GWU,63
7/6/20,N19: FOREST HILLS,61
7/6/20,N11: CHEVY CHASE,52
7/6/20,N3: BARNABY WOODS,40
7/6/20,N22: GEORGETOWN,24
7/6/20,N15: DC MEDICAL CENTER,22
7/6/20,N36: NAVAL STATION & AIR FORCE,4
7/6/20,N35: NATIONAL MALL,1
7/7/20,N13: COLUMBIA HEIGHTS,700
7/7/20,N1: 16th ST HEIGHTS,630
7/7/20,N7: BRIGHTWOOD,489
7/7/20,N12: CHINATOWN,379
7/7/20,N37: NAYLOR/HILLCREST,365
7/7/20,N38: PETWORTH,356
7/7/20,N8: BRIGHTWOOD PARK,350
7/7/20,N31: LOGAN CIRCLE/SHAW,320
7/7/20,N45: TRINIDAD,319
7/7/20,N30: LINCOLN HEIGHTS,319
7/7/20,N33: MICHIGAN PARK,307
7/7/20,N34: MOUNT PLEASANT,294
7/7/20,N32: MARSHALL HEIGHTS,273
7/7/20,N14: CONGRESS HEIGHTS/SHIPLEY,266
7/7/20,N20: FORT DUPONT,248
7/7/20,N21: FORT LINCOLN/GATEWAY,246
7/7/20,N29: LAMOND RIGGS,226
7/7/20,N46: TWINING,224
7/7/20,N39: SAINT ELIZABETHS,220
7/7/20,N26: HISTORIC ANACOSTIA,219
7/7/20,N42: STADIUM ARMORY,218
7/7/20,N17: EASTLAND GARDENS,216
7/7/20,N4: BELLEVUE,204
7/7/20,N18: EDGEWOOD,204
7/7/20,N47: U ST/PLEASANT,200
7/7/20,N43: SW/WATERFRONT,198
7/7/20,N41: SOUTH COLUMBIA HEIGHTS,190
7/7/20,N16: DOUGLASS,187
7/7/20,N40: SHEPHERD PARK,176
7/7/20,N2: ADAMS MORGAN,175
7/7/20,N6: BRENTWOOD,173
7/7/20,N48: UNION STATION,166
7/7/20,N5: BLOOMINGDALE,141
7/7/20,N44: TENLEYTOWN,139
7/7/20,N23: GEORGETOWN EAST,136
7/7/20,N28: KINGMAN PARK,122
7/7/20,N27: KENT/PALISADES,116
7/7/20,N25: HILL EAST,94
7/7/20,N51: WOODRIDGE,92
7/7/20,N49: WASHINGTON HIGHLANDS,89
7/7/20,N10: CATHEDRAL HEIGHTS,73
7/7/20,N9: CAPITOL HILL,70
7/7/20,N50: WOODLEY PARK,67
7/7/20,N19: FOREST HILLS,66
7/7/20,N24: GWU,63
7/7/20,N11: CHEVY CHASE,53
7/7/20,N3: BARNABY WOODS,40
7/7/20,N22: GEORGETOWN,23
7/7/20,N15: DC MEDICAL CENTER,22
7/7/20,N36: NAVAL STATION & AIR FORCE,4
7/7/20,N35: NATIONAL MALL,1
7/8/20,N13: COLUMBIA HEIGHTS,701
7/8/20,N1: 16th ST HEIGHTS,631
7/8/20,N7: BRIGHTWOOD,492
7/8/20,N12: CHINATOWN,378
7/8/20,N37: NAYLOR/HILLCREST,365
7/8/20,N38: PETWORTH,357
7/8/20,N8: BRIGHTWOOD PARK,350
7/8/20,N30: LINCOLN HEIGHTS,322
7/8/20,N31: LOGAN CIRCLE/SHAW,321
7/8/20,N45: TRINIDAD,319
7/8/20,N33: MICHIGAN PARK,311
7/8/20,N34: MOUNT PLEASANT,296
7/8/20,N32: MARSHALL HEIGHTS,274
7/8/20,N14: CONGRESS HEIGHTS/SHIPLEY,267
7/8/20,N20: FORT DUPONT,249
7/8/20,N21: FORT LINCOLN/GATEWAY,246
7/8/20,N29: LAMOND RIGGS,228
7/8/20,N46: TWINING,226
7/8/20,N39: SAINT ELIZABETHS,220
7/8/20,N26: HISTORIC ANACOSTIA,219
7/8/20,N42: STADIUM ARMORY,218
7/8/20,N17: EASTLAND GARDENS,216
7/8/20,N4: BELLEVUE,205
7/8/20,N18: EDGEWOOD,204
7/8/20,N47: U ST/PLEASANT,201
7/8/20,N43: SW/WATERFRONT,198
7/8/20,N41: SOUTH COLUMBIA HEIGHTS,191
7/8/20,N16: DOUGLASS,187
7/8/20,N40: SHEPHERD PARK,176
7/8/20,N2: ADAMS MORGAN,176
7/8/20,N6: BRENTWOOD,173
7/8/20,N48: UNION STATION,166
7/8/20,N5: BLOOMINGDALE,143
7/8/20,N44: TENLEYTOWN,138
7/8/20,N23: GEORGETOWN EAST,137
7/8/20,N28: KINGMAN PARK,122
7/8/20,N27: KENT/PALISADES,117
7/8/20,N25: HILL EAST,94
7/8/20,N51: WOODRIDGE,92
7/8/20,N49: WASHINGTON HIGHLANDS,89
7/8/20,N10: CATHEDRAL HEIGHTS,74
7/8/20,N9: CAPITOL HILL,71
7/8/20,N50: WOODLEY PARK,67
7/8/20,N19: FOREST HILLS,66
7/8/20,N24: GWU,64
7/8/20,N11: CHEVY CHASE,53
7/8/20,N3: BARNABY WOODS,40
7/8/20,N22: GEORGETOWN,25
7/8/20,N15: DC MEDICAL CENTER,22
7/8/20,N36: NAVAL STATION & AIR FORCE,5
7/8/20,N35: NATIONAL MALL,1
7/9/20,N13: COLUMBIA HEIGHTS,701
7/9/20,N1: 16th ST HEIGHTS,632
7/9/20,N7: BRIGHTWOOD,492
7/9/20,N12: CHINATOWN,380
7/9/20,N37: NAYLOR/HILLCREST,366
7/9/20,N38: PETWORTH,359
7/9/20,N8: BRIGHTWOOD PARK,351
7/9/20,N31: LOGAN CIRCLE/SHAW,325
7/9/20,N30: LINCOLN HEIGHTS,323
7/9/20,N45: TRINIDAD,320
7/9/20,N33: MICHIGAN PARK,312
7/9/20,N34: MOUNT PLEASANT,298
7/9/20,N32: MARSHALL HEIGHTS,276
7/9/20,N14: CONGRESS HEIGHTS/SHIPLEY,270
7/9/20,N20: FORT DUPONT,249
7/9/20,N21: FORT LINCOLN/GATEWAY,246
7/9/20,N29: LAMOND RIGGS,231
7/9/20,N46: TWINING,227
7/9/20,N39: SAINT ELIZABETHS,222
7/9/20,N26: HISTORIC ANACOSTIA,221
7/9/20,N42: STADIUM ARMORY,218
7/9/20,N17: EASTLAND GARDENS,218
7/9/20,N4: BELLEVUE,207
7/9/20,N18: EDGEWOOD,204
7/9/20,N43: SW/WATERFRONT,203
7/9/20,N47: U ST/PLEASANT,201
7/9/20,N41: SOUTH COLUMBIA HEIGHTS,193
7/9/20,N16: DOUGLASS,188
7/9/20,N40: SHEPHERD PARK,176
7/9/20,N2: ADAMS MORGAN,176
7/9/20,N6: BRENTWOOD,174
7/9/20,N48: UNION STATION,169
7/9/20,N5: BLOOMINGDALE,145
7/9/20,N44: TENLEYTOWN,139
7/9/20,N23: GEORGETOWN EAST,138
7/9/20,N28: KINGMAN PARK,125
7/9/20,N27: KENT/PALISADES,118
7/9/20,N25: HILL EAST,95
7/9/20,N51: WOODRIDGE,92
7/9/20,N49: WASHINGTON HIGHLANDS,90
7/9/20,N10: CATHEDRAL HEIGHTS,77
7/9/20,N9: CAPITOL HILL,70
7/9/20,N50: WOODLEY PARK,68
7/9/20,N19: FOREST HILLS,66
7/9/20,N24: GWU,65
7/9/20,N11: CHEVY CHASE,53
7/9/20,N3: BARNABY WOODS,40
7/9/20,N22: GEORGETOWN,26
7/9/20,N15: DC MEDICAL CENTER,22
7/9/20,N36: NAVAL STATION & AIR FORCE,5
7/9/20,N35: NATIONAL MALL,1
7/10/20,N13: COLUMBIA HEIGHTS,706
7/10/20,N1: 16th ST HEIGHTS,632
7/10/20,N7: BRIGHTWOOD,495
7/10/20,N12: CHINATOWN,381
7/10/20,N37: NAYLOR/HILLCREST,368
7/10/20,N38: PETWORTH,360
7/10/20,N8: BRIGHTWOOD PARK,355
7/10/20,N31: LOGAN CIRCLE/SHAW,330
7/10/20,N30: LINCOLN HEIGHTS,324
7/10/20,N45: TRINIDAD,322
7/10/20,N33: MICHIGAN PARK,312
7/10/20,N34: MOUNT PLEASANT,300
7/10/20,N32: MARSHALL HEIGHTS,280
7/10/20,N14: CONGRESS HEIGHTS/SHIPLEY,273
7/10/20,N20: FORT DUPONT,249
7/10/20,N21: FORT LINCOLN/GATEWAY,248
7/10/20,N29: LAMOND RIGGS,232
7/10/20,N46: TWINING,231
7/10/20,N26: HISTORIC ANACOSTIA,224
7/10/20,N39: SAINT ELIZABETHS,222
7/10/20,N17: EASTLAND GARDENS,219
7/10/20,N42: STADIUM ARMORY,218
7/10/20,N4: BELLEVUE,208
7/10/20,N43: SW/WATERFRONT,206
7/10/20,N18: EDGEWOOD,205
7/10/20,N47: U ST/PLEASANT,201
7/10/20,N41: SOUTH COLUMBIA HEIGHTS,194
7/10/20,N16: DOUGLASS,188
7/10/20,N2: ADAMS MORGAN,178
7/10/20,N40: SHEPHERD PARK,176
7/10/20,N6: BRENTWOOD,174
7/10/20,N48: UNION STATION,170
7/10/20,N5: BLOOMINGDALE,146
7/10/20,N44: TENLEYTOWN,139
7/10/20,N23: GEORGETOWN EAST,139
7/10/20,N28: KINGMAN PARK,125
7/10/20,N27: KENT/PALISADES,119
7/10/20,N25: HILL EAST,95
7/10/20,N51: WOODRIDGE,92
7/10/20,N49: WASHINGTON HIGHLANDS,90
7/10/20,N10: CATHEDRAL HEIGHTS,77
7/10/20,N9: CAPITOL HILL,71
7/10/20,N50: WOODLEY PARK,68
7/10/20,N19: FOREST HILLS,67
7/10/20,N24: GWU,65
7/10/20,N11: CHEVY CHASE,54
7/10/20,N3: BARNABY WOODS,40
7/10/20,N22: GEORGETOWN,26
7/10/20,N15: DC MEDICAL CENTER,22
7/10/20,N36: NAVAL STATION & AIR FORCE,5
7/10/20,N35: NATIONAL MALL,1
7/11/20,N13: COLUMBIA HEIGHTS,706
7/11/20,N1: 16th ST HEIGHTS,634
7/11/20,N7: BRIGHTWOOD,497
7/11/20,N12: CHINATOWN,384
7/11/20,N37: NAYLOR/HILLCREST,371
7/11/20,N38: PETWORTH,361
7/11/20,N8: BRIGHTWOOD PARK,355
7/11/20,N31: LOGAN CIRCLE/SHAW,330
7/11/20,N45: TRINIDAD,324
7/11/20,N30: LINCOLN HEIGHTS,324
7/11/20,N33: MICHIGAN PARK,312
7/11/20,N34: MOUNT PLEASANT,300
7/11/20,N32: MARSHALL HEIGHTS,281
7/11/20,N14: CONGRESS HEIGHTS/SHIPLEY,276
7/11/20,N20: FORT DUPONT,249
7/11/20,N21: FORT LINCOLN/GATEWAY,248
7/11/20,N29: LAMOND RIGGS,233
7/11/20,N46: TWINING,231
7/11/20,N26: HISTORIC ANACOSTIA,226
7/11/20,N39: SAINT ELIZABETHS,223
7/11/20,N17: EASTLAND GARDENS,220
7/11/20,N42: STADIUM ARMORY,218
7/11/20,N4: BELLEVUE,211
7/11/20,N43: SW/WATERFRONT,209
7/11/20,N18: EDGEWOOD,206
7/11/20,N47: U ST/PLEASANT,204
7/11/20,N41: SOUTH COLUMBIA HEIGHTS,195
7/11/20,N16: DOUGLASS,188
7/11/20,N2: ADAMS MORGAN,179
7/11/20,N40: SHEPHERD PARK,177
7/11/20,N6: BRENTWOOD,175
7/11/20,N48: UNION STATION,171
7/11/20,N5: BLOOMINGDALE,147
7/11/20,N44: TENLEYTOWN,139
7/11/20,N23: GEORGETOWN EAST,139
7/11/20,N28: KINGMAN PARK,127
7/11/20,N27: KENT/PALISADES,119
7/11/20,N25: HILL EAST,95
7/11/20,N51: WOODRIDGE,93
7/11/20,N49: WASHINGTON HIGHLANDS,91
7/11/20,N10: CATHEDRAL HEIGHTS,78
7/11/20,N9: CAPITOL HILL,72
7/11/20,N50: WOODLEY PARK,68
7/11/20,N19: FOREST HILLS,67
7/11/20,N24: GWU,65
7/11/20,N11: CHEVY CHASE,55
7/11/20,N3: BARNABY WOODS,40
7/11/20,N22: GEORGETOWN,27
7/11/20,N15: DC MEDICAL CENTER,22
7/11/20,N36: NAVAL STATION & AIR FORCE,5
7/11/20,N35: NATIONAL MALL,1
7/12/20,N13: COLUMBIA HEIGHTS,710
7/12/20,N1: 16th ST HEIGHTS,635
7/12/20,N7: BRIGHTWOOD,497
7/12/20,N12: CHINATOWN,385
7/12/20,N37: NAYLOR/HILLCREST,375
7/12/20,N38: PETWORTH,363
7/12/20,N8: BRIGHTWOOD PARK,359
7/12/20,N31: LOGAN CIRCLE/SHAW,331
7/12/20,N45: TRINIDAD,330
7/12/20,N30: LINCOLN HEIGHTS,326
7/12/20,N33: MICHIGAN PARK,312
7/12/20,N34: MOUNT PLEASANT,301
7/12/20,N32: MARSHALL HEIGHTS,283
7/12/20,N14: CONGRESS HEIGHTS/SHIPLEY,278
7/12/20,N20: FORT DUPONT,251
7/12/20,N21: FORT LINCOLN/GATEWAY,248
7/12/20,N46: TWINING,234
7/12/20,N29: LAMOND RIGGS,234
7/12/20,N26: HISTORIC ANACOSTIA,227
7/12/20,N39: SAINT ELIZABETHS,224
7/12/20,N17: EASTLAND GARDENS,220
7/12/20,N42: STADIUM ARMORY,218
7/12/20,N4: BELLEVUE,212
7/12/20,N43: SW/WATERFRONT,210
7/12/20,N47: U ST/PLEASANT,207
7/12/20,N18: EDGEWOOD,207
7/12/20,N41: SOUTH COLUMBIA HEIGHTS,195
7/12/20,N16: DOUGLASS,188
7/12/20,N2: ADAMS MORGAN,180
7/12/20,N40: SHEPHERD PARK,177
7/12/20,N6: BRENTWOOD,175
7/12/20,N48: UNION STATION,173
7/12/20,N5: BLOOMINGDALE,147
7/12/20,N44: TENLEYTOWN,140
7/12/20,N23: GEORGETOWN EAST,139
7/12/20,N28: KINGMAN PARK,127
7/12/20,N27: KENT/PALISADES,119
7/12/20,N25: HILL EAST,96
7/12/20,N51: WOODRIDGE,94
7/12/20,N49: WASHINGTON HIGHLANDS,92
7/12/20,N10: CATHEDRAL HEIGHTS,78
7/12/20,N9: CAPITOL HILL,72
7/12/20,N50: WOODLEY PARK,68
7/12/20,N19: FOREST HILLS,67
7/12/20,N24: GWU,66
7/12/20,N11: CHEVY CHASE,56
7/12/20,N3: BARNABY WOODS,40
7/12/20,N22: GEORGETOWN,27
7/12/20,N15: DC MEDICAL CENTER,22
7/12/20,N36: NAVAL STATION & AIR FORCE,5
7/12/20,N35: NATIONAL MALL,1
7/13/20,N13: COLUMBIA HEIGHTS,712
7/13/20,N1: 16th ST HEIGHTS,638
7/13/20,N7: BRIGHTWOOD,497
7/13/20,N12: CHINATOWN,387
7/13/20,N37: NAYLOR/HILLCREST,377
7/13/20,N38: PETWORTH,363
7/13/20,N8: BRIGHTWOOD PARK,361
7/13/20,N45: TRINIDAD,334
7/13/20,N31: LOGAN CIRCLE/SHAW,333
7/13/20,N30: LINCOLN HEIGHTS,326
7/13/20,N33: MICHIGAN PARK,312
7/13/20,N34: MOUNT PLEASANT,302
7/13/20,N32: MARSHALL HEIGHTS,284
7/13/20,N14: CONGRESS HEIGHTS/SHIPLEY,280
7/13/20,N20: FORT DUPONT,253
7/13/20,N21: FORT LINCOLN/GATEWAY,248
7/13/20,N46: TWINING,236
7/13/20,N29: LAMOND RIGGS,236
7/13/20,N26: HISTORIC ANACOSTIA,229
7/13/20,N39: SAINT ELIZABETHS,224
7/13/20,N17: EASTLAND GARDENS,221
7/13/20,N42: STADIUM ARMORY,219
7/13/20,N4: BELLEVUE,213
7/13/20,N43: SW/WATERFRONT,211
7/13/20,N47: U ST/PLEASANT,210
7/13/20,N18: EDGEWOOD,208
7/13/20,N41: SOUTH COLUMBIA HEIGHTS,196
7/13/20,N16: DOUGLASS,188
7/13/20,N2: ADAMS MORGAN,181
7/13/20,N40: SHEPHERD PARK,177
7/13/20,N48: UNION STATION,176
7/13/20,N6: BRENTWOOD,175
7/13/20,N5: BLOOMINGDALE,147
7/13/20,N44: TENLEYTOWN,141
7/13/20,N23: GEORGETOWN EAST,139
7/13/20,N28: KINGMAN PARK,128
7/13/20,N27: KENT/PALISADES,119
7/13/20,N25: HILL EAST,96
7/13/20,N51: WOODRIDGE,94
7/13/20,N49: WASHINGTON HIGHLANDS,92
7/13/20,N10: CATHEDRAL HEIGHTS,78
7/13/20,N9: CAPITOL HILL,73
7/13/20,N50: WOODLEY PARK,68
7/13/20,N19: FOREST HILLS,67
7/13/20,N24: GWU,66
7/13/20,N11: CHEVY CHASE,56
7/13/20,N3: BARNABY WOODS,40
7/13/20,N22: GEORGETOWN,27
7/13/20,N15: DC MEDICAL CENTER,22
7/13/20,N36: NAVAL STATION & AIR FORCE,5
7/13/20,N35: NATIONAL MALL,1
7/14/20,N13: COLUMBIA HEIGHTS,716
7/14/20,N1: 16th ST HEIGHTS,640
7/14/20,N7: BRIGHTWOOD,499
7/14/20,N12: CHINATOWN,391
7/14/20,N37: NAYLOR/HILLCREST,378
7/14/20,N38: PETWORTH,365
7/14/20,N8: BRIGHTWOOD PARK,362
7/14/20,N31: LOGAN CIRCLE/SHAW,338
7/14/20,N45: TRINIDAD,334
7/14/20,N30: LINCOLN HEIGHTS,327
7/14/20,N33: MICHIGAN PARK,316
7/14/20,N34: MOUNT PLEASANT,303
7/14/20,N32: MARSHALL HEIGHTS,288
7/14/20,N14: CONGRESS HEIGHTS/SHIPLEY,282
7/14/20,N20: FORT DUPONT,256
7/14/20,N21: FORT LINCOLN/GATEWAY,248
7/14/20,N29: LAMOND RIGGS,239
7/14/20,N46: TWINING,238
7/14/20,N26: HISTORIC ANACOSTIA,230
7/14/20,N39: SAINT ELIZABETHS,224
7/14/20,N17: EASTLAND GARDENS,223
7/14/20,N42: STADIUM ARMORY,219
7/14/20,N4: BELLEVUE,215
7/14/20,N47: U ST/PLEASANT,213
7/14/20,N43: SW/WATERFRONT,213
7/14/20,N18: EDGEWOOD,211
7/14/20,N41: SOUTH COLUMBIA HEIGHTS,196
7/14/20,N16: DOUGLASS,189
7/14/20,N2: ADAMS MORGAN,183
7/14/20,N6: BRENTWOOD,177
7/14/20,N40: SHEPHERD PARK,177
7/14/20,N48: UNION STATION,176
7/14/20,N5: BLOOMINGDALE,149
7/14/20,N44: TENLEYTOWN,143
7/14/20,N23: GEORGETOWN EAST,140
7/14/20,N28: KINGMAN PARK,130
7/14/20,N27: KENT/PALISADES,120
7/14/20,N25: HILL EAST,100
7/14/20,N51: WOODRIDGE,94
7/14/20,N49: WASHINGTON HIGHLANDS,93
7/14/20,N10: CATHEDRAL HEIGHTS,78
7/14/20,N9: CAPITOL HILL,73
7/14/20,N24: GWU,70
7/14/20,N50: WOODLEY PARK,68
7/14/20,N19: FOREST HILLS,67
7/14/20,N11: CHEVY CHASE,57
7/14/20,N3: BARNABY WOODS,40
7/14/20,N22: GEORGETOWN,28
7/14/20,N15: DC MEDICAL CENTER,22
7/14/20,N36: NAVAL STATION & AIR FORCE,5
7/14/20,N35: NATIONAL MALL,3
7/15/20,N13: COLUMBIA HEIGHTS,717
7/15/20,N1: 16th ST HEIGHTS,642
7/15/20,N7: BRIGHTWOOD,500
7/15/20,N12: CHINATOWN,393
7/15/20,N37: NAYLOR/HILLCREST,379
7/15/20,N38: PETWORTH,368
7/15/20,N8: BRIGHTWOOD PARK,362
