Date,Neighborhood,Confirmed,ZIP_CODE
2020-06-27,N4: BELLEVUE,200,20043.0
2020-06-27,N18: EDGEWOOD,200,20002.0
2020-06-27,N17: EASTLAND GARDENS,199,20019.0
2020-06-27,N47: U ST/PLEASANT,191,20001.0
2020-06-27,N43: SW/WATERFRONT,184,20024.0
2020-06-27,N41: SOUTH COLUMBIA HEIGHTS,182,20009.0
2020-06-27,N16: DOUGLASS,181,20020.0
2020-06-27,N40: SHEPHERD PARK,173,20012.0
2020-06-27,N6: BRENTWOOD,165,20018.0
2020-06-27,N2: ADAMS MORGAN,163,20009.0
2020-06-27,N48: UNION STATION,153,20002.0
2020-06-27,N5: BLOOMINGDALE,137,20001.0
2020-06-27,N44: TENLEYTOWN,135,20016.0
2020-06-27,N23: GEORGETOWN EAST,122,20007.0
2020-06-27,N28: KINGMAN PARK,118,20002.0
2020-06-27,N27: KENT/PALISADES,111,20016.0
2020-06-27,N51: WOODRIDGE,89,20018.0
2020-06-27,N25: HILL EAST,89,20003.0
2020-06-27,N49: WASHINGTON HIGHLANDS,84,20032.0
2020-06-27,N10: CATHEDRAL HEIGHTS,71,20016.0
2020-06-27,N9: CAPITOL HILL,63,20002.0
2020-06-27,N50: WOODLEY PARK,62,20008.0
2020-06-27,N19: FOREST HILLS,61,20008.0
2020-06-27,N24: GWU,59,20052.0
2020-06-27,N11: CHEVY CHASE,51,20015.0
2020-06-27,N3: BARNABY WOODS,39,20015.0
2020-06-27,N15: DC MEDICAL CENTER,22,20422.0
2020-06-27,N22: GEORGETOWN,20,20007.0
2020-06-27,N36: NAVAL STATION & AIR FORCE,4,20373.0
2020-06-27,N35: NATIONAL MALL,1,20004.0
2020-06-28,N13: COLUMBIA HEIGHTS,682,20010.0
2020-06-28,N1: 16th ST HEIGHTS,620,20011.0
2020-06-28,N7: BRIGHTWOOD,478,20011.0
2020-06-28,N12: CHINATOWN,361,20001.0
2020-06-28,N37: NAYLOR/HILLCREST,354,20020.0
2020-06-28,N38: PETWORTH,351,20011.0
2020-06-28,N8: BRIGHTWOOD PARK,340,20011.0
2020-06-28,N30: LINCOLN HEIGHTS,311,20019.0
2020-06-28,N45: TRINIDAD,307,20002.0
2020-06-28,N31: LOGAN CIRCLE/SHAW,305,20005.0
2020-06-28,N33: MICHIGAN PARK,303,20017.0
2020-06-28,N34: MOUNT PLEASANT,288,20010.0
2020-06-28,N32: MARSHALL HEIGHTS,264,20019.0
2020-06-28,N14: CONGRESS HEIGHTS/SHIPLEY,256,20032.0
2020-06-28,N21: FORT LINCOLN/GATEWAY,245,20018.0
2020-06-28,N20: FORT DUPONT,241,20019.0
2020-06-28,N29: LAMOND RIGGS,218,20011.0
2020-06-28,N46: TWINING,216,20020.0
2020-06-28,N39: SAINT ELIZABETHS,213,20032.0
2020-06-28,N42: STADIUM ARMORY,212,20009.0
2020-06-28,N26: HISTORIC ANACOSTIA,210,20373.0
2020-06-28,N4: BELLEVUE,203,20043.0
2020-06-28,N18: EDGEWOOD,200,20002.0
2020-06-28,N17: EASTLAND GARDENS,200,20019.0
2020-06-28,N47: U ST/PLEASANT,192,20001.0
2020-06-28,N43: SW/WATERFRONT,189,20024.0
2020-06-28,N41: SOUTH COLUMBIA HEIGHTS,183,20009.0
2020-06-28,N16: DOUGLASS,182,20020.0
2020-06-28,N40: SHEPHERD PARK,173,20012.0
2020-06-28,N2: ADAMS MORGAN,166,20009.0
2020-06-28,N6: BRENTWOOD,165,20018.0
2020-06-28,N48: UNION STATION,155,20002.0
