Date,Neighborhood,Confirmed,ZIP_CODE
2020-09-08,N34: MOUNT PLEASANT,336,20010.0
2020-09-08,N21: FORT LINCOLN/GATEWAY,322,20018.0
2020-09-08,N43: SW/WATERFRONT,315,20024.0
2020-09-08,N26: HISTORIC ANACOSTIA,299,20373.0
2020-09-08,N29: LAMOND RIGGS,292,20011.0
2020-09-08,N17: EASTLAND GARDENS,290,20019.0
2020-09-08,N47: U ST/PLEASANT,277,20001.0
2020-09-08,N18: EDGEWOOD,268,20002.0
2020-09-08,N6: BRENTWOOD,265,20018.0
2020-09-08,N48: UNION STATION,261,20002.0
2020-09-08,N16: DOUGLASS,260,20020.0
2020-09-08,N2: ADAMS MORGAN,253,20009.0
2020-09-08,N41: SOUTH COLUMBIA HEIGHTS,247,20009.0
2020-09-08,N39: SAINT ELIZABETHS,246,20032.0
2020-09-08,N42: STADIUM ARMORY,220,20009.0
2020-09-08,N40: SHEPHERD PARK,217,20012.0
2020-09-08,N5: BLOOMINGDALE,204,20001.0
2020-09-08,N28: KINGMAN PARK,194,20002.0
2020-09-08,N23: GEORGETOWN EAST,194,20007.0
2020-09-08,N44: TENLEYTOWN,188,20016.0
2020-09-08,N27: KENT/PALISADES,158,20016.0
2020-09-08,N25: HILL EAST,148,20003.0
2020-09-08,N49: WASHINGTON HIGHLANDS,142,20032.0
2020-09-08,N51: WOODRIDGE,136,20018.0
2020-09-08,N10: CATHEDRAL HEIGHTS,120,20016.0
2020-09-08,N9: CAPITOL HILL,105,20002.0
2020-09-08,N50: WOODLEY PARK,85,20008.0
2020-09-08,N19: FOREST HILLS,84,20008.0
2020-09-08,N24: GWU,73,20052.0
2020-09-08,N11: CHEVY CHASE,72,20015.0
2020-09-08,N3: BARNABY WOODS,53,20015.0
2020-09-08,N22: GEORGETOWN,35,20007.0
2020-09-08,N15: DC MEDICAL CENTER,31,20422.0
2020-09-08,N36: NAVAL STATION & AIR FORCE,10,20373.0
2020-09-08,N35: NATIONAL MALL,3,20004.0
2020-09-09,N13: COLUMBIA HEIGHTS,845,20010.0
2020-09-09,N1: 16th ST HEIGHTS,738,20011.0
2020-09-09,N7: BRIGHTWOOD,664,20011.0
2020-09-09,N12: CHINATOWN,524,20001.0
2020-09-09,N37: NAYLOR/HILLCREST,499,20020.0
2020-09-09,N45: TRINIDAD,465,20002.0
2020-09-09,N38: PETWORTH,453,20011.0
2020-09-09,N31: LOGAN CIRCLE/SHAW,451,20005.0
2020-09-09,N8: BRIGHTWOOD PARK,437,20011.0
2020-09-09,N30: LINCOLN HEIGHTS,435,20019.0
2020-09-09,N32: MARSHALL HEIGHTS,416,20019.0
2020-09-09,N33: MICHIGAN PARK,394,20017.0
2020-09-09,N14: CONGRESS HEIGHTS/SHIPLEY,362,20032.0
2020-09-09,N20: FORT DUPONT,359,20019.0
2020-09-09,N46: TWINING,350,20020.0
2020-09-09,N4: BELLEVUE,340,20043.0
2020-09-09,N34: MOUNT PLEASANT,337,20010.0
2020-09-09,N21: FORT LINCOLN/GATEWAY,323,20018.0
2020-09-09,N43: SW/WATERFRONT,315,20024.0
2020-09-09,N26: HISTORIC ANACOSTIA,298,20373.0
2020-09-09,N29: LAMOND RIGGS,292,20011.0
2020-09-09,N17: EASTLAND GARDENS,291,20019.0
2020-09-09,N47: U ST/PLEASANT,277,20001.0
2020-09-09,N18: EDGEWOOD,269,20002.0
2020-09-09,N6: BRENTWOOD,265,20018.0
2020-09-09,N16: DOUGLASS,262,20020.0
2020-09-09,N48: UNION STATION,261,20002.0
2020-09-09,N2: ADAMS MORGAN,255,20009.0
2020-09-09,N41: SOUTH COLUMBIA HEIGHTS,247,20009.0
2020-09-09,N39: SAINT ELIZABETHS,246,20032.0
2020-09-09,N42: STADIUM ARMORY,220,20009.0
2020-09-09,N40: SHEPHERD PARK,217,20012.0
2020-09-09,N5: BLOOMINGDALE,205,20001.0
2020-09-09,N28: KINGMAN PARK,194,20002.0
2020-09-09,N23: GEORGETOWN EAST,194,20007.0
2020-09-09,N44: TENLEYTOWN,188,20016.0
2020-09-09,N27: KENT/PALISADES,161,20016.0
2020-09-09,N25: HILL EAST,148,20003.0
2020-09-09,N49: WASHINGTON HIGHLANDS,142,20032.0
2020-09-09,N51: WOODRIDGE,136,20018.0
2020-09-09,N10: CATHEDRAL HEIGHTS,120,20016.0
2020-09-09,N9: CAPITOL HILL,106,20002.0
2020-09-09,N50: WOODLEY PARK,86,20008.0
2020-09-09,N19: FOREST HILLS,85,20008.0
2020-09-09,N24: GWU,73,20052.0
2020-09-09,N11: CHEVY CHASE,72,20015.0
2020-09-09,N3: BARNABY WOODS,53,20015.0
2020-09-09,N22: GEORGETOWN,35,20007.0
2020-09-09,N15: DC MEDICAL CENTER,31,20422.0
2020-09-09,N36: NAVAL STATION & AIR FORCE,10,20373.0
2020-09-09,N35: NATIONAL MALL,3,20004.0
2020-09-10,N13: COLUMBIA HEIGHTS,848,20010.0
2020-09-10,N1: 16th ST HEIGHTS,743,20011.0
2020-09-10,N7: BRIGHTWOOD,666,20011.0
2020-09-10,N12: CHINATOWN,525,20001.0
2020-09-10,N37: NAYLOR/HILLCREST,501,20020.0
2020-09-10,N45: TRINIDAD,465,20002.0
2020-09-10,N38: PETWORTH,454,20011.0
2020-09-10,N31: LOGAN CIRCLE/SHAW,452,20005.0
2020-09-10,N8: BRIGHTWOOD PARK,441,20011.0
2020-09-10,N30: LINCOLN HEIGHTS,437,20019.0
2020-09-10,N32: MARSHALL HEIGHTS,417,20019.0
2020-09-10,N33: MICHIGAN PARK,396,20017.0
2020-09-10,N14: CONGRESS HEIGHTS/SHIPLEY,362,20032.0
2020-09-10,N20: FORT DUPONT,361,20019.0
2020-09-10,N46: TWINING,353,20020.0
2020-09-10,N4: BELLEVUE,347,20043.0
2020-09-10,N34: MOUNT PLEASANT,339,20010.0
2020-09-10,N21: FORT LINCOLN/GATEWAY,324,20018.0
2020-09-10,N43: SW/WATERFRONT,319,20024.0
2020-09-10,N26: HISTORIC ANACOSTIA,298,20373.0
2020-09-10,N29: LAMOND RIGGS,297,20011.0
2020-09-10,N17: EASTLAND GARDENS,292,20019.0
2020-09-10,N47: U ST/PLEASANT,279,20001.0
2020-09-10,N18: EDGEWOOD,274,20002.0
2020-09-10,N6: BRENTWOOD,270,20018.0
2020-09-10,N16: DOUGLASS,263,20020.0
2020-09-10,N48: UNION STATION,261,20002.0
2020-09-10,N2: ADAMS MORGAN,257,20009.0
2020-09-10,N41: SOUTH COLUMBIA HEIGHTS,249,20009.0
2020-09-10,N39: SAINT ELIZABETHS,247,20032.0
2020-09-10,N42: STADIUM ARMORY,220,20009.0
2020-09-10,N40: SHEPHERD PARK,217,20012.0
2020-09-10,N5: BLOOMINGDALE,206,20001.0
2020-09-10,N28: KINGMAN PARK,198,20002.0
2020-09-10,N23: GEORGETOWN EAST,197,20007.0
2020-09-10,N44: TENLEYTOWN,189,20016.0
2020-09-10,N27: KENT/PALISADES,164,20016.0
2020-09-10,N25: HILL EAST,148,20003.0
2020-09-10,N49: WASHINGTON HIGHLANDS,144,20032.0
2020-09-10,N51: WOODRIDGE,137,20018.0
2020-09-10,N10: CATHEDRAL HEIGHTS,121,20016.0
2020-09-10,N9: CAPITOL HILL,105,20002.0
2020-09-10,N50: WOODLEY PARK,86,20008.0
2020-09-10,N19: FOREST HILLS,85,20008.0
2020-09-10,N24: GWU,72,20052.0
2020-09-10,N11: CHEVY CHASE,71,20015.0
2020-09-10,N3: BARNABY WOODS,53,20015.0
2020-09-10,N22: GEORGETOWN,36,20007.0
2020-09-10,N15: DC MEDICAL CENTER,31,20422.0
2020-09-10,N36: NAVAL STATION & AIR FORCE,10,20373.0
2020-09-10,N35: NATIONAL MALL,3,20004.0
2020-09-11,N13: COLUMBIA HEIGHTS,854,20010.0
2020-09-11,N1: 16th ST HEIGHTS,748,20011.0
2020-09-11,N7: BRIGHTWOOD,667,20011.0
2020-09-11,N12: CHINATOWN,526,20001.0
2020-09-11,N37: NAYLOR/HILLCREST,501,20020.0
2020-09-11,N45: TRINIDAD,465,20002.0
2020-09-11,N38: PETWORTH,454,20011.0
2020-09-11,N31: LOGAN CIRCLE/SHAW,453,20005.0
2020-09-11,N8: BRIGHTWOOD PARK,445,20011.0
2020-09-11,N30: LINCOLN HEIGHTS,438,20019.0
2020-09-11,N32: MARSHALL HEIGHTS,417,20019.0
2020-09-11,N33: MICHIGAN PARK,397,20017.0
2020-09-11,N14: CONGRESS HEIGHTS/SHIPLEY,362,20032.0
2020-09-11,N20: FORT DUPONT,356,20019.0
2020-09-11,N46: TWINING,354,20020.0
2020-09-11,N4: BELLEVUE,352,20043.0
2020-09-11,N34: MOUNT PLEASANT,340,20010.0
2020-09-11,N21: FORT LINCOLN/GATEWAY,326,20018.0
2020-09-11,N43: SW/WATERFRONT,321,20024.0
2020-09-11,N26: HISTORIC ANACOSTIA,301,20373.0
2020-09-11,N29: LAMOND RIGGS,297,20011.0
2020-09-11,N17: EASTLAND GARDENS,293,20019.0
2020-09-11,N47: U ST/PLEASANT,282,20001.0
2020-09-11,N18: EDGEWOOD,276,20002.0
2020-09-11,N6: BRENTWOOD,273,20018.0
2020-09-11,N16: DOUGLASS,264,20020.0
2020-09-11,N48: UNION STATION,262,20002.0
2020-09-11,N2: ADAMS MORGAN,256,20009.0
2020-09-11,N41: SOUTH COLUMBIA HEIGHTS,251,20009.0
2020-09-11,N39: SAINT ELIZABETHS,247,20032.0
2020-09-11,N42: STADIUM ARMORY,220,20009.0
2020-09-11,N40: SHEPHERD PARK,218,20012.0
2020-09-11,N5: BLOOMINGDALE,206,20001.0
2020-09-11,N28: KINGMAN PARK,199,20002.0
2020-09-11,N23: GEORGETOWN EAST,198,20007.0
2020-09-11,N44: TENLEYTOWN,191,20016.0
2020-09-11,N27: KENT/PALISADES,168,20016.0
2020-09-11,N25: HILL EAST,148,20003.0
2020-09-11,N49: WASHINGTON HIGHLANDS,144,20032.0
2020-09-11,N51: WOODRIDGE,137,20018.0
2020-09-11,N10: CATHEDRAL HEIGHTS,121,20016.0
2020-09-11,N9: CAPITOL HILL,105,20002.0
2020-09-11,N50: WOODLEY PARK,86,20008.0
2020-09-11,N19: FOREST HILLS,85,20008.0
2020-09-11,N24: GWU,75,20052.0
2020-09-11,N11: CHEVY CHASE,72,20015.0
2020-09-11,N3: BARNABY WOODS,53,20015.0
2020-09-11,N22: GEORGETOWN,39,20007.0
2020-09-11,N15: DC MEDICAL CENTER,31,20422.0
2020-09-11,N36: NAVAL STATION & AIR FORCE,10,20373.0
2020-09-11,N35: NATIONAL MALL,3,20004.0
2020-09-12,N13: COLUMBIA HEIGHTS,854,20010.0
2020-09-12,N1: 16th ST HEIGHTS,748,20011.0
2020-09-12,N7: BRIGHTWOOD,667,20011.0
2020-09-12,N12: CHINATOWN,528,20001.0
2020-09-12,N37: NAYLOR/HILLCREST,503,20020.0
2020-09-12,N45: TRINIDAD,466,20002.0
2020-09-12,N38: PETWORTH,456,20011.0
2020-09-12,N31: LOGAN CIRCLE/SHAW,454,20005.0
2020-09-12,N8: BRIGHTWOOD PARK,446,20011.0
2020-09-12,N30: LINCOLN HEIGHTS,441,20019.0
2020-09-12,N32: MARSHALL HEIGHTS,418,20019.0
2020-09-12,N33: MICHIGAN PARK,399,20017.0
2020-09-12,N20: FORT DUPONT,363,20019.0
2020-09-12,N14: CONGRESS HEIGHTS/SHIPLEY,362,20032.0
2020-09-12,N46: TWINING,355,20020.0
2020-09-12,N4: BELLEVUE,348,20043.0
2020-09-12,N34: MOUNT PLEASANT,340,20010.0
2020-09-12,N21: FORT LINCOLN/GATEWAY,327,20018.0
2020-09-12,N43: SW/WATERFRONT,324,20024.0
2020-09-12,N29: LAMOND RIGGS,301,20011.0
2020-09-12,N26: HISTORIC ANACOSTIA,301,20373.0
2020-09-12,N17: EASTLAND GARDENS,293,20019.0
2020-09-12,N47: U ST/PLEASANT,282,20001.0
2020-09-12,N18: EDGEWOOD,279,20002.0
2020-09-12,N6: BRENTWOOD,275,20018.0
2020-09-12,N16: DOUGLASS,265,20020.0
2020-09-12,N48: UNION STATION,262,20002.0
2020-09-12,N2: ADAMS MORGAN,256,20009.0
2020-09-12,N41: SOUTH COLUMBIA HEIGHTS,252,20009.0
2020-09-12,N39: SAINT ELIZABETHS,247,20032.0
2020-09-12,N42: STADIUM ARMORY,220,20009.0
2020-09-12,N40: SHEPHERD PARK,218,20012.0
2020-09-12,N5: BLOOMINGDALE,206,20001.0
2020-09-12,N28: KINGMAN PARK,199,20002.0
2020-09-12,N23: GEORGETOWN EAST,199,20007.0
2020-09-12,N44: TENLEYTOWN,192,20016.0
2020-09-12,N27: KENT/PALISADES,169,20016.0
2020-09-12,N25: HILL EAST,149,20003.0
2020-09-12,N49: WASHINGTON HIGHLANDS,145,20032.0
2020-09-12,N51: WOODRIDGE,137,20018.0
2020-09-12,N10: CATHEDRAL HEIGHTS,121,20016.0
2020-09-12,N9: CAPITOL HILL,105,20002.0
2020-09-12,N50: WOODLEY PARK,86,20008.0
2020-09-12,N19: FOREST HILLS,85,20008.0
2020-09-12,N24: GWU,75,20052.0
2020-09-12,N11: CHEVY CHASE,73,20015.0
2020-09-12,N3: BARNABY WOODS,53,20015.0
2020-09-12,N22: GEORGETOWN,40,20007.0
2020-09-12,N15: DC MEDICAL CENTER,31,20422.0
2020-09-12,N36: NAVAL STATION & AIR FORCE,10,20373.0
2020-09-12,N35: NATIONAL MALL,3,20004.0
2020-09-13,N13: COLUMBIA HEIGHTS,854,20010.0
2020-09-13,N1: 16th ST HEIGHTS,752,20011.0
2020-09-13,N7: BRIGHTWOOD,668,20011.0
2020-09-13,N12: CHINATOWN,527,20001.0
2020-09-13,N37: NAYLOR/HILLCREST,503,20020.0
2020-09-13,N45: TRINIDAD,467,20002.0
2020-09-13,N38: PETWORTH,456,20011.0
2020-09-13,N31: LOGAN CIRCLE/SHAW,455,20005.0
2020-09-13,N8: BRIGHTWOOD PARK,448,20011.0
2020-09-13,N30: LINCOLN HEIGHTS,441,20019.0
2020-09-13,N32: MARSHALL HEIGHTS,418,20019.0
2020-09-13,N33: MICHIGAN PARK,399,20017.0
2020-09-13,N20: FORT DUPONT,365,20019.0
2020-09-13,N14: CONGRESS HEIGHTS/SHIPLEY,362,20032.0
2020-09-13,N46: TWINING,355,20020.0
2020-09-13,N4: BELLEVUE,349,20043.0
2020-09-13,N34: MOUNT PLEASANT,341,20010.0
2020-09-13,N21: FORT LINCOLN/GATEWAY,328,20018.0
2020-09-13,N43: SW/WATERFRONT,325,20024.0
2020-09-13,N29: LAMOND RIGGS,302,20011.0
2020-09-13,N26: HISTORIC ANACOSTIA,301,20373.0
2020-09-13,N17: EASTLAND GARDENS,293,20019.0
2020-09-13,N18: EDGEWOOD,284,20002.0
2020-09-13,N47: U ST/PLEASANT,282,20001.0
2020-09-13,N6: BRENTWOOD,276,20018.0
2020-09-13,N16: DOUGLASS,265,20020.0
2020-09-13,N48: UNION STATION,263,20002.0
2020-09-13,N2: ADAMS MORGAN,258,20009.0
2020-09-13,N41: SOUTH COLUMBIA HEIGHTS,252,20009.0
2020-09-13,N39: SAINT ELIZABETHS,247,20032.0
2020-09-13,N42: STADIUM ARMORY,220,20009.0
2020-09-13,N40: SHEPHERD PARK,218,20012.0
2020-09-13,N5: BLOOMINGDALE,206,20001.0
2020-09-13,N28: KINGMAN PARK,200,20002.0
2020-09-13,N23: GEORGETOWN EAST,199,20007.0
2020-09-13,N44: TENLEYTOWN,192,20016.0
2020-09-13,N27: KENT/PALISADES,173,20016.0
2020-09-13,N25: HILL EAST,149,20003.0
2020-09-13,N49: WASHINGTON HIGHLANDS,145,20032.0
2020-09-13,N51: WOODRIDGE,138,20018.0
2020-09-13,N10: CATHEDRAL HEIGHTS,121,20016.0
2020-09-13,N9: CAPITOL HILL,105,20002.0
2020-09-13,N50: WOODLEY PARK,86,20008.0
2020-09-13,N19: FOREST HILLS,85,20008.0
2020-09-13,N24: GWU,76,20052.0
2020-09-13,N11: CHEVY CHASE,73,20015.0
2020-09-13,N3: BARNABY WOODS,53,20015.0
2020-09-13,N22: GEORGETOWN,40,20007.0
2020-09-13,N15: DC MEDICAL CENTER,31,20422.0
2020-09-13,N36: NAVAL STATION & AIR FORCE,10,20373.0
2020-09-13,N35: NATIONAL MALL,3,20004.0
2020-09-14,N13: COLUMBIA HEIGHTS,856,20010.0
2020-09-14,N1: 16th ST HEIGHTS,755,20011.0
2020-09-14,N7: BRIGHTWOOD,668,20011.0
2020-09-14,N12: CHINATOWN,531,20001.0
2020-09-14,N37: NAYLOR/HILLCREST,505,20020.0
2020-09-14,N45: TRINIDAD,468,20002.0
2020-09-14,N38: PETWORTH,459,20011.0
2020-09-14,N31: LOGAN CIRCLE/SHAW,456,20005.0
2020-09-14,N8: BRIGHTWOOD PARK,448,20011.0
2020-09-14,N30: LINCOLN HEIGHTS,442,20019.0
2020-09-14,N32: MARSHALL HEIGHTS,421,20019.0
2020-09-14,N33: MICHIGAN PARK,399,20017.0
2020-09-14,N20: FORT DUPONT,368,20019.0
2020-09-14,N14: CONGRESS HEIGHTS/SHIPLEY,362,20032.0
2020-09-14,N46: TWINING,359,20020.0
2020-09-14,N4: BELLEVUE,349,20043.0
2020-09-14,N34: MOUNT PLEASANT,342,20010.0
2020-09-14,N21: FORT LINCOLN/GATEWAY,330,20018.0
2020-09-14,N43: SW/WATERFRONT,327,20024.0
2020-09-14,N29: LAMOND RIGGS,305,20011.0
2020-09-14,N26: HISTORIC ANACOSTIA,301,20373.0
2020-09-14,N17: EASTLAND GARDENS,293,20019.0
2020-09-14,N18: EDGEWOOD,284,20002.0
2020-09-14,N47: U ST/PLEASANT,283,20001.0
2020-09-14,N6: BRENTWOOD,280,20018.0
2020-09-14,N48: UNION STATION,268,20002.0
2020-09-14,N16: DOUGLASS,267,20020.0
2020-09-14,N2: ADAMS MORGAN,258,20009.0
2020-09-14,N41: SOUTH COLUMBIA HEIGHTS,254,20009.0
2020-09-14,N39: SAINT ELIZABETHS,247,20032.0
2020-09-14,N42: STADIUM ARMORY,220,20009.0
2020-09-14,N40: SHEPHERD PARK,219,20012.0
2020-09-14,N5: BLOOMINGDALE,206,20001.0
2020-09-14,N28: KINGMAN PARK,202,20002.0
2020-09-14,N23: GEORGETOWN EAST,199,20007.0
2020-09-14,N44: TENLEYTOWN,192,20016.0
2020-09-14,N27: KENT/PALISADES,175,20016.0
2020-09-14,N25: HILL EAST,151,20003.0
2020-09-14,N49: WASHINGTON HIGHLANDS,145,20032.0
2020-09-14,N51: WOODRIDGE,139,20018.0
2020-09-14,N10: CATHEDRAL HEIGHTS,123,20016.0
2020-09-14,N9: CAPITOL HILL,106,20002.0
2020-09-14,N50: WOODLEY PARK,86,20008.0
2020-09-14,N19: FOREST HILLS,86,20008.0
2020-09-14,N24: GWU,76,20052.0
2020-09-14,N11: CHEVY CHASE,73,20015.0
2020-09-14,N3: BARNABY WOODS,53,20015.0
2020-09-14,N22: GEORGETOWN,42,20007.0
2020-09-14,N15: DC MEDICAL CENTER,31,20422.0
2020-09-14,N36: NAVAL STATION & AIR FORCE,11,20373.0
2020-09-14,N35: NATIONAL MALL,3,20004.0
2020-09-15,N13: COLUMBIA HEIGHTS,858,20010.0
2020-09-15,N1: 16th ST HEIGHTS,755,20011.0
2020-09-15,N7: BRIGHTWOOD,670,20011.0
2020-09-15,N12: CHINATOWN,534,20001.0
2020-09-15,N37: NAYLOR/HILLCREST,505,20020.0
2020-09-15,N45: TRINIDAD,468,20002.0
2020-09-15,N38: PETWORTH,460,20011.0
2020-09-15,N31: LOGAN CIRCLE/SHAW,459,20005.0
2020-09-15,N8: BRIGHTWOOD PARK,452,20011.0
2020-09-15,N30: LINCOLN HEIGHTS,443,20019.0
2020-09-15,N32: MARSHALL HEIGHTS,422,20019.0
2020-09-15,N33: MICHIGAN PARK,403,20017.0
2020-09-15,N20: FORT DUPONT,369,20019.0
2020-09-15,N14: CONGRESS HEIGHTS/SHIPLEY,365,20032.0
2020-09-15,N46: TWINING,360,20020.0
2020-09-15,N4: BELLEVUE,350,20043.0
2020-09-15,N34: MOUNT PLEASANT,342,20010.0
2020-09-15,N21: FORT LINCOLN/GATEWAY,332,20018.0
2020-09-15,N43: SW/WATERFRONT,328,20024.0
2020-09-15,N29: LAMOND RIGGS,305,20011.0
2020-09-15,N26: HISTORIC ANACOSTIA,302,20373.0
2020-09-15,N17: EASTLAND GARDENS,293,20019.0
2020-09-15,N18: EDGEWOOD,285,20002.0
2020-09-15,N47: U ST/PLEASANT,283,20001.0
2020-09-15,N6: BRENTWOOD,281,20018.0
2020-09-15,N48: UNION STATION,268,20002.0
2020-09-15,N16: DOUGLASS,268,20020.0
2020-09-15,N2: ADAMS MORGAN,259,20009.0
2020-09-15,N41: SOUTH COLUMBIA HEIGHTS,254,20009.0
2020-09-15,N39: SAINT ELIZABETHS,247,20032.0
2020-09-15,N40: SHEPHERD PARK,221,20012.0
2020-09-15,N42: STADIUM ARMORY,220,20009.0
2020-09-15,N5: BLOOMINGDALE,206,20001.0
2020-09-15,N28: KINGMAN PARK,202,20002.0
2020-09-15,N23: GEORGETOWN EAST,202,20007.0
2020-09-15,N44: TENLEYTOWN,193,20016.0
2020-09-15,N27: KENT/PALISADES,177,20016.0
2020-09-15,N25: HILL EAST,151,20003.0
2020-09-15,N49: WASHINGTON HIGHLANDS,146,20032.0
2020-09-15,N51: WOODRIDGE,141,20018.0
2020-09-15,N10: CATHEDRAL HEIGHTS,125,20016.0
2020-09-15,N9: CAPITOL HILL,107,20002.0
2020-09-15,N50: WOODLEY PARK,87,20008.0
2020-09-15,N19: FOREST HILLS,86,20008.0
2020-09-15,N24: GWU,80,20052.0
2020-09-15,N11: CHEVY CHASE,73,20015.0
2020-09-15,N3: BARNABY WOODS,53,20015.0
2020-09-15,N22: GEORGETOWN,43,20007.0
2020-09-15,N15: DC MEDICAL CENTER,31,20422.0
2020-09-15,N36: NAVAL STATION & AIR FORCE,11,20373.0
2020-09-15,N35: NATIONAL MALL,3,20004.0
2020-09-16,N13: COLUMBIA HEIGHTS,862,20010.0
2020-09-16,N1: 16th ST HEIGHTS,754,20011.0
2020-09-16,N7: BRIGHTWOOD,670,20011.0
2020-09-16,N12: CHINATOWN,535,20001.0
2020-09-16,N37: NAYLOR/HILLCREST,506,20020.0
2020-09-16,N45: TRINIDAD,468,20002.0
2020-09-16,N38: PETWORTH,462,20011.0
2020-09-16,N31: LOGAN CIRCLE/SHAW,460,20005.0
2020-09-16,N8: BRIGHTWOOD PARK,452,20011.0
2020-09-16,N30: LINCOLN HEIGHTS,444,20019.0
2020-09-16,N32: MARSHALL HEIGHTS,422,20019.0
2020-09-16,N33: MICHIGAN PARK,404,20017.0
2020-09-16,N20: FORT DUPONT,370,20019.0
2020-09-16,N14: CONGRESS HEIGHTS/SHIPLEY,365,20032.0
2020-09-16,N46: TWINING,362,20020.0
2020-09-16,N4: BELLEVUE,351,20043.0
2020-09-16,N34: MOUNT PLEASANT,342,20010.0
2020-09-16,N21: FORT LINCOLN/GATEWAY,334,20018.0
2020-09-16,N43: SW/WATERFRONT,330,20024.0
2020-09-16,N29: LAMOND RIGGS,306,20011.0
2020-09-16,N26: HISTORIC ANACOSTIA,302,20373.0
2020-09-16,N17: EASTLAND GARDENS,295,20019.0
2020-09-16,N18: EDGEWOOD,285,20002.0
2020-09-16,N6: BRENTWOOD,284,20018.0
2020-09-16,N47: U ST/PLEASANT,284,20001.0
2020-09-16,N48: UNION STATION,269,20002.0
2020-09-16,N16: DOUGLASS,268,20020.0
2020-09-16,N2: ADAMS MORGAN,261,20009.0
2020-09-16,N41: SOUTH COLUMBIA HEIGHTS,258,20009.0
2020-09-16,N39: SAINT ELIZABETHS,252,20032.0
2020-09-16,N40: SHEPHERD PARK,221,20012.0
2020-09-16,N42: STADIUM ARMORY,220,20009.0
2020-09-16,N5: BLOOMINGDALE,206,20001.0
2020-09-16,N23: GEORGETOWN EAST,203,20007.0
2020-09-16,N28: KINGMAN PARK,202,20002.0
2020-09-16,N44: TENLEYTOWN,194,20016.0
2020-09-16,N27: KENT/PALISADES,180,20016.0
2020-09-16,N25: HILL EAST,151,20003.0
2020-09-16,N49: WASHINGTON HIGHLANDS,146,20032.0
2020-09-16,N51: WOODRIDGE,141,20018.0
2020-09-16,N10: CATHEDRAL HEIGHTS,126,20016.0
2020-09-16,N9: CAPITOL HILL,107,20002.0
2020-09-16,N50: WOODLEY PARK,87,20008.0
2020-09-16,N19: FOREST HILLS,86,20008.0
2020-09-16,N24: GWU,81,20052.0
2020-09-16,N11: CHEVY CHASE,73,20015.0
2020-09-16,N3: BARNABY WOODS,53,20015.0
2020-09-16,N22: GEORGETOWN,44,20007.0
2020-09-16,N15: DC MEDICAL CENTER,32,20422.0
2020-09-16,N36: NAVAL STATION & AIR FORCE,11,20373.0
2020-09-16,N35: NATIONAL MALL,3,20004.0
2020-09-17,N13: COLUMBIA HEIGHTS,865,20010.0
2020-09-17,N1: 16th ST HEIGHTS,755,20011.0
2020-09-17,N7: BRIGHTWOOD,672,20011.0
2020-09-17,N12: CHINATOWN,535,20001.0
2020-09-17,N37: NAYLOR/HILLCREST,507,20020.0
2020-09-17,N45: TRINIDAD,473,20002.0
2020-09-17,N38: PETWORTH,463,20011.0
2020-09-17,N31: LOGAN CIRCLE/SHAW,460,20005.0
2020-09-17,N8: BRIGHTWOOD PARK,453,20011.0
2020-09-17,N30: LINCOLN HEIGHTS,445,20019.0
2020-09-17,N32: MARSHALL HEIGHTS,422,20019.0
2020-09-17,N33: MICHIGAN PARK,404,20017.0
2020-09-17,N20: FORT DUPONT,376,20019.0
2020-09-17,N14: CONGRESS HEIGHTS/SHIPLEY,365,20032.0
2020-09-17,N46: TWINING,363,20020.0
2020-09-17,N4: BELLEVUE,353,20043.0
2020-09-17,N34: MOUNT PLEASANT,342,20010.0
2020-09-17,N21: FORT LINCOLN/GATEWAY,335,20018.0
2020-09-17,N43: SW/WATERFRONT,329,20024.0
2020-09-17,N29: LAMOND RIGGS,311,20011.0
2020-09-17,N26: HISTORIC ANACOSTIA,303,20373.0
2020-09-17,N17: EASTLAND GARDENS,297,20019.0
2020-09-17,N47: U ST/PLEASANT,289,20001.0
2020-09-17,N6: BRENTWOOD,288,20018.0
2020-09-17,N18: EDGEWOOD,285,20002.0
2020-09-17,N48: UNION STATION,271,20002.0
2020-09-17,N16: DOUGLASS,270,20020.0
2020-09-17,N2: ADAMS MORGAN,261,20009.0
2020-09-17,N41: SOUTH COLUMBIA HEIGHTS,260,20009.0
2020-09-17,N39: SAINT ELIZABETHS,248,20032.0
2020-09-17,N40: SHEPHERD PARK,221,20012.0
2020-09-17,N42: STADIUM ARMORY,220,20009.0
2020-09-17,N5: BLOOMINGDALE,210,20001.0
2020-09-17,N23: GEORGETOWN EAST,204,20007.0
2020-09-17,N28: KINGMAN PARK,203,20002.0
2020-09-17,N44: TENLEYTOWN,199,20016.0
2020-09-17,N27: KENT/PALISADES,181,20016.0
2020-09-17,N25: HILL EAST,152,20003.0
2020-09-17,N49: WASHINGTON HIGHLANDS,146,20032.0
2020-09-17,N51: WOODRIDGE,143,20018.0
2020-09-17,N10: CATHEDRAL HEIGHTS,127,20016.0
2020-09-17,N9: CAPITOL HILL,107,20002.0
2020-09-17,N50: WOODLEY PARK,87,20008.0
2020-09-17,N19: FOREST HILLS,87,20008.0
2020-09-17,N24: GWU,82,20052.0
2020-09-17,N11: CHEVY CHASE,73,20015.0
2020-09-17,N3: BARNABY WOODS,53,20015.0
2020-09-17,N22: GEORGETOWN,44,20007.0
2020-09-17,N15: DC MEDICAL CENTER,32,20422.0
