,YEAR,CENSUS TRACT,COUNTY NAME,POPULATION,POVERTY RATE,RENTER OCCUPIED HOUSEHOLDS,PCT RENTER OCCUPIED,MEDIAN GROSS RENT,MEDIAN HOUSEHOLD INCOME,MEDIAN PROPERTY VALUE,RENT BURDEN,PCT WHITE,PCT AF AM,PCT HISPANIC,PCT AM IND,PCT ASIAN,PCT NH PI,PCT MULTIPLE,PCT OTHER,LOW FLAG,IMPUTED,SYMBOL
559,2003.0,15.0,"WASHINGTON,DC",5649.0,1.58,231.0,12.11,2001.0,107917.0,409700.0,24.3,80.79,11.17,3.27,0.07,2.11,0.04,2.11,0.44,0.0,0.0,dc
560,2003.0,16.0,"WASHINGTON,DC",4030.0,4.94,169.0,10.35,569.0,94624.0,326800.0,23.6,20.94,72.08,3.23,0.17,0.79,0.0,2.21,0.57,0.0,0.0,dc
561,2003.0,17.02,"WASHINGTON,DC",2240.0,4.35,345.0,30.15,710.0,52393.0,159100.0,22.5,17.46,72.54,5.71,0.27,1.07,0.0,2.81,0.13,0.0,0.0,dc
562,2003.0,18.03,"WASHINGTON,DC",3066.0,11.71,1208.0,79.65,577.0,34565.0,215000.0,23.6,5.58,68.62,21.07,0.2,1.6,0.03,2.61,0.29,0.0,0.0,dc
563,2003.0,18.04,"WASHINGTON,DC",4156.0,17.2,1216.0,67.42,570.0,33520.0,177200.0,24.4,2.29,69.71,24.13,0.07,0.84,0.02,2.55,0.38,0.0,0.0,dc
564,2003.0,19.01,"WASHINGTON,DC",3949.0,11.5,321.0,19.79,692.0,47339.0,135500.0,22.5,2.03,89.82,6.15,0.23,0.23,0.03,1.52,0.0,0.0,0.0,dc
565,2003.0,19.02,"WASHINGTON,DC",2062.0,8.78,148.0,17.89,474.0,54934.0,156300.0,19.8,4.9,88.89,3.06,0.24,0.34,0.0,2.52,0.05,0.0,0.0,dc
566,2003.0,20.01,"WASHINGTON,DC",2435.0,17.38,638.0,66.73,569.0,32853.0,313800.0,24.8,14.7,60.99,20.37,0.12,1.36,0.08,1.89,0.49,0.0,0.0,dc
567,2003.0,20.02,"WASHINGTON,DC",3781.0,9.62,428.0,32.55,601.0,47619.0,167600.0,26.9,8.6,71.33,15.42,0.37,1.06,0.05,2.59,0.58,0.0,0.0,dc
568,2003.0,21.01,"WASHINGTON,DC",5233.0,19.55,1053.0,56.55,495.0,34375.0,119000.0,23.2,1.24,80.03,15.52,0.25,0.86,0.1,1.82,0.19,0.0,0.0,dc
569,2003.0,21.02,"WASHINGTON,DC",4631.0,9.06,828.0,42.55,529.0,36489.0,143600.0,25.5,1.6,88.84,7.45,0.3,0.39,0.04,1.3,0.09,0.0,0.0,dc
570,2003.0,22.01,"WASHINGTON,DC",3505.0,13.49,241.0,20.26,616.0,44388.0,123400.0,30.0,0.83,83.82,13.01,0.06,0.4,0.0,1.77,0.11,0.0,0.0,dc
571,2003.0,22.02,"WASHINGTON,DC",3013.0,15.27,665.0,53.3,559.0,37073.0,120000.0,21.4,0.96,88.85,6.97,0.63,0.27,0.0,2.12,0.2,0.0,0.0,dc
572,2003.0,23.01,"WASHINGTON,DC",2995.0,18.35,302.0,27.48,516.0,44069.0,127300.0,19.5,1.44,87.48,8.15,0.3,0.43,0.1,1.7,0.4,0.0,0.0,dc
573,2003.0,23.02,"WASHINGTON,DC",1345.0,23.86,600.0,70.72,1133.0,49519.0,123400.0,26.3,28.77,62.53,3.87,0.67,1.49,0.0,2.38,0.3,0.0,0.0,dc
574,2003.0,24.0,"WASHINGTON,DC",3580.0,15.09,464.0,36.74,523.0,37304.0,132300.0,31.0,2.88,81.96,12.63,0.08,0.39,0.03,1.79,0.25,0.0,0.0,dc
575,2003.0,25.01,"WASHINGTON,DC",2392.0,13.02,381.0,38.76,539.0,51510.0,174100.0,28.5,7.73,67.1,22.32,0.04,0.63,0.0,1.84,0.33,0.0,0.0,dc
576,2003.0,25.02,"WASHINGTON,DC",5486.0,19.17,1229.0,61.61,560.0,32688.0,145400.0,25.2,3.01,55.16,38.83,0.26,0.69,0.02,1.73,0.31,0.0,0.0,dc
577,2003.0,26.0,"WASHINGTON,DC",2184.0,8.48,272.0,28.32,750.0,85180.0,380300.0,22.5,30.4,61.31,3.43,0.23,1.83,0.0,2.11,0.69,0.0,0.0,dc
578,2003.0,27.01,"WASHINGTON,DC",5742.0,16.75,2027.0,77.92,586.0,35147.0,264300.0,25.3,30.42,29.08,28.35,0.26,6.98,0.03,4.35,0.51,0.0,0.0,dc
579,2003.0,27.02,"WASHINGTON,DC",6052.0,18.54,1641.0,67.69,639.0,45428.0,309900.0,25.1,37.31,18.92,34.32,0.38,6.46,0.02,2.31,0.28,0.0,0.0,dc
580,2003.0,28.01,"WASHINGTON,DC",3629.0,29.84,1206.0,82.07,520.0,25038.0,139800.0,25.8,5.43,49.99,38.96,0.41,2.2,0.08,2.56,0.36,0.0,0.0,dc
581,2003.0,28.02,"WASHINGTON,DC",4700.0,33.03,1588.0,91.31,512.0,22736.0,140800.0,25.4,7.74,31.66,51.02,0.32,7.17,0.0,1.77,0.32,0.0,0.0,dc
582,2003.0,29.0,"WASHINGTON,DC",4189.0,19.59,819.0,59.76,485.0,29602.0,142100.0,28.3,4.23,53.16,38.43,0.29,1.1,0.0,2.43,0.36,0.0,0.0,dc
583,2003.0,30.0,"WASHINGTON,DC",2829.0,37.75,874.0,76.42,504.0,25539.0,182500.0,29.5,7.53,66.21,23.44,0.18,0.95,0.0,1.48,0.21,0.0,0.0,dc
584,2003.0,31.0,"WASHINGTON,DC",2755.0,14.18,438.0,47.72,508.0,36175.0,112200.0,28.6,2.98,65.15,29.91,0.22,0.54,0.04,0.87,0.29,0.0,0.0,dc
585,2003.0,32.0,"WASHINGTON,DC",4480.0,25.74,708.0,44.4,462.0,31662.0,120100.0,27.4,1.54,80.98,14.96,0.56,0.2,0.0,1.65,0.11,0.0,0.0,dc
586,2003.0,33.01,"WASHINGTON,DC",2707.0,23.28,437.0,37.18,639.0,39107.0,148000.0,29.6,5.69,88.66,3.1,0.07,0.52,0.0,1.74,0.22,0.0,0.0,dc
587,2003.0,33.02,"WASHINGTON,DC",1830.0,15.1,290.0,40.75,615.0,45938.0,161800.0,26.3,3.44,90.93,2.84,0.11,1.2,0.0,1.37,0.11,0.0,0.0,dc
588,2003.0,34.0,"WASHINGTON,DC",4249.0,40.19,672.0,66.82,358.0,18452.0,122500.0,27.1,2.64,91.01,3.04,0.09,0.73,0.0,2.14,0.35,0.0,0.0,dc
589,2003.0,35.0,"WASHINGTON,DC",3498.0,35.9,608.0,72.06,426.0,18940.0,113200.0,28.7,2.4,82.76,10.61,0.23,0.91,0.0,2.94,0.14,0.0,0.0,dc
590,2003.0,36.0,"WASHINGTON,DC",3915.0,27.94,1346.0,82.84,492.0,22485.0,168100.0,27.1,8.79,60.95,23.6,0.38,3.14,0.0,2.91,0.23,0.0,0.0,dc
591,2003.0,37.0,"WASHINGTON,DC",4990.0,34.09,1684.0,91.02,502.0,26223.0,189100.0,23.7,8.58,54.69,32.65,0.26,1.86,0.0,1.56,0.4,0.0,0.0,dc
592,2003.0,38.0,"WASHINGTON,DC",4718.0,21.38,1883.0,78.08,694.0,37889.0,225000.0,25.1,35.01,31.09,27.7,0.42,3.01,0.04,2.5,0.21,0.0,0.0,dc
593,2003.0,39.0,"WASHINGTON,DC",4643.0,8.4,2066.0,74.21,741.0,42532.0,359300.0,23.4,53.89,18.61,18.87,0.41,5.21,0.09,2.65,0.28,0.0,0.0,dc
594,2003.0,40.01,"WASHINGTON,DC",3474.0,5.25,1298.0,56.18,845.0,59008.0,451800.0,22.7,79.99,4.92,8.32,0.17,4.35,0.06,1.81,0.37,0.0,0.0,dc
595,2003.0,40.02,"WASHINGTON,DC",2778.0,5.15,1130.0,64.77,823.0,54260.0,420600.0,22.7,66.27,11.41,11.41,0.25,7.74,0.0,2.59,0.32,0.0,0.0,dc
596,2003.0,41.0,"WASHINGTON,DC",2570.0,3.65,790.0,51.36,872.0,88170.0,1000001.0,20.4,81.05,3.7,6.81,0.08,6.3,0.16,1.63,0.27,0.0,0.0,dc
597,2003.0,42.01,"WASHINGTON,DC",3392.0,8.96,1413.0,65.32,842.0,53500.0,372100.0,24.9,69.81,13.71,8.76,0.24,4.13,0.06,2.92,0.38,0.0,0.0,dc
598,2003.0,42.02,"WASHINGTON,DC",2889.0,7.87,1346.0,72.64,748.0,47745.0,508000.0,23.7,70.09,7.17,9.42,0.14,9.45,0.07,3.22,0.45,0.0,0.0,dc
599,2003.0,43.0,"WASHINGTON,DC",3290.0,19.77,1347.0,75.27,656.0,39841.0,328900.0,25.6,33.65,38.48,22.25,0.33,2.04,0.21,2.77,0.27,0.0,0.0,dc
600,2003.0,44.0,"WASHINGTON,DC",2589.0,20.32,788.0,54.98,742.0,42500.0,174700.0,26.1,24.49,58.01,12.55,0.27,1.93,0.0,2.36,0.39,0.0,0.0,dc
601,2003.0,46.0,"WASHINGTON,DC",2997.0,24.16,624.0,54.3,553.0,33142.0,124500.0,29.6,2.54,89.69,4.8,0.47,1.3,0.03,1.07,0.1,0.0,0.0,dc
602,2003.0,47.01,"WASHINGTON,DC",3420.0,36.83,1374.0,93.1,249.0,14107.0,108800.0,22.9,2.72,91.74,1.12,0.32,2.6,0.02,1.3,0.18,0.0,0.0,dc
603,2003.0,47.02,"WASHINGTON,DC",962.0,36.83,371.0,93.1,249.0,14107.0,108800.0,22.9,2.72,91.74,1.12,0.32,2.6,0.02,1.3,0.18,0.0,0.0,dc
604,2003.0,48.01,"WASHINGTON,DC",1876.0,29.94,553.0,60.77,555.0,24388.0,124500.0,29.4,8.58,76.07,9.38,0.32,3.94,0.0,1.71,0.0,0.0,0.0,dc
605,2003.0,48.02,"WASHINGTON,DC",2853.0,21.03,1013.0,85.1,529.0,27559.0,162500.0,24.4,5.22,75.53,6.1,0.21,11.67,0.0,1.05,0.21,0.0,0.0,dc
606,2003.0,49.01,"WASHINGTON,DC",2013.0,35.32,622.0,70.76,347.0,18950.0,166100.0,27.9,11.67,77.94,5.22,0.7,2.83,0.0,1.54,0.1,0.0,0.0,dc
607,2003.0,49.02,"WASHINGTON,DC",2286.0,18.63,924.0,89.88,583.0,30647.0,168800.0,23.5,10.76,58.66,26.68,0.17,2.27,0.0,1.09,0.35,0.0,0.0,dc
608,2003.0,50.01,"WASHINGTON,DC",1685.0,27.34,466.0,77.12,609.0,33257.0,348500.0,26.4,26.02,36.21,29.47,0.15,5.39,0.01,2.39,0.36,0.0,0.0,dc
609,2003.0,50.02,"WASHINGTON,DC",5593.0,27.34,2402.0,77.12,609.0,33257.0,348500.0,26.4,26.02,36.21,29.47,0.15,5.39,0.01,2.39,0.36,0.0,0.0,dc
610,2003.0,52.01,"WASHINGTON,DC",4559.0,19.38,2469.0,76.41,689.0,35561.0,448600.0,25.7,53.43,22.61,12.9,0.39,6.95,0.15,3.07,0.48,0.0,0.0,dc
611,2003.0,53.01,"WASHINGTON,DC",5045.0,8.71,2429.0,66.71,789.0,50510.0,488800.0,22.5,73.26,6.7,10.01,0.26,6.8,0.04,2.42,0.52,0.0,0.0,dc
612,2003.0,55.0,"WASHINGTON,DC",4696.0,12.78,2336.0,66.33,913.0,59609.0,435000.0,25.8,75.19,8.03,5.77,0.32,8.22,0.02,2.13,0.32,0.0,0.0,dc
613,2003.0,56.0,"WASHINGTON,DC",5946.0,24.61,2255.0,64.66,848.0,39286.0,337900.0,34.5,74.91,5.79,6.1,0.24,10.41,0.05,2.05,0.45,0.0,0.0,dc
614,2003.0,58.0,"WASHINGTON,DC",1470.0,31.36,835.0,76.76,1086.0,40644.0,454200.0,26.1,47.41,13.54,4.22,0.07,33.33,0.07,1.16,0.2,0.0,0.0,dc
615,2003.0,59.0,"WASHINGTON,DC",1856.0,36.99,857.0,98.75,397.0,21020.0,350000.0,18.5,8.35,80.93,4.04,0.22,3.18,0.05,2.75,0.48,0.0,0.0,dc
616,2003.0,62.02,"WASHINGTON,DC",12.0,0.0,6.0,100.0,0.0,0.0,0.0,0.0,58.33,41.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dc
617,2003.0,64.0,"WASHINGTON,DC",2240.19,42.53,822.0,85.64,271.98,13268.62,108390.74,25.9,3.17,90.49,2.68,0.18,2.01,0.0,1.38,0.09,0.0,0.0,dc
618,2003.0,65.0,"WASHINGTON,DC",2422.0,5.32,799.0,59.08,784.0,61903.0,287200.0,20.9,81.75,9.5,2.89,0.41,3.51,0.21,1.49,0.25,0.0,0.0,dc
619,2003.0,66.0,"WASHINGTON,DC",1837.0,5.23,543.0,52.7,898.0,75761.0,356100.0,20.6,86.83,4.74,2.99,0.22,3.54,0.05,1.31,0.33,0.0,0.0,dc
620,2003.0,67.0,"WASHINGTON,DC",3543.0,4.85,781.0,42.25,798.0,76952.0,262800.0,20.8,69.69,22.61,3.92,0.17,1.58,0.0,1.64,0.4,0.0,0.0,dc
621,2003.0,68.01,"WASHINGTON,DC",1997.0,24.37,417.0,50.63,569.0,30662.0,124600.0,28.9,5.31,92.14,1.0,0.15,0.4,0.0,0.95,0.05,0.0,0.0,dc
622,2003.0,68.02,"WASHINGTON,DC",2066.0,23.11,306.0,35.67,507.0,39097.0,133800.0,23.7,11.67,84.51,1.36,0.34,0.44,0.24,1.4,0.05,0.0,0.0,dc
623,2003.0,68.04,"WASHINGTON,DC",2628.0,9.59,105.0,87.72,99.0,31000.0,155600.0,9.9,6.62,86.34,4.64,0.08,0.72,0.0,1.33,0.27,0.0,0.0,dc
624,2003.0,69.0,"WASHINGTON,DC",1854.0,18.78,438.0,42.95,667.0,51438.0,167500.0,27.2,39.43,53.29,3.67,0.22,1.73,0.11,1.46,0.11,0.0,0.0,dc
625,2003.0,70.0,"WASHINGTON,DC",2132.0,13.52,540.0,48.85,831.0,67109.0,228700.0,21.2,68.01,22.65,4.88,0.33,2.39,0.09,1.5,0.14,0.0,0.0,dc
626,2003.0,71.0,"WASHINGTON,DC",2818.0,42.52,770.0,69.72,200.0,25022.0,125700.0,22.2,7.95,85.27,2.91,0.28,1.95,0.04,1.17,0.43,0.0,0.0,dc
627,2003.0,72.0,"WASHINGTON,DC",1825.0,62.08,1032.0,96.57,144.0,8089.0,126800.0,24.9,3.07,94.3,1.21,0.11,0.38,0.11,0.82,0.0,0.0,0.0,dc
628,2003.0,73.01,"WASHINGTON,DC",5233.25,2.55,1174.0,98.02,1031.0,49122.0,95000.0,25.1,54.34,28.96,8.44,0.61,3.46,0.4,3.32,0.46,0.0,0.0,dc
629,2003.0,73.04,"WASHINGTON,DC",4665.0,43.77,1089.0,78.74,468.0,22550.0,98000.0,26.2,0.81,97.49,0.43,0.36,0.13,0.0,0.77,0.0,0.0,0.0,dc
630,2003.0,74.01,"WASHINGTON,DC",2996.0,57.71,792.0,93.39,288.0,14083.0,142900.0,23.7,0.4,97.8,0.9,0.03,0.0,0.0,0.8,0.07,0.0,0.0,dc
631,2003.0,74.03,"WASHINGTON,DC",2308.0,28.08,821.0,86.66,532.0,29095.0,70400.0,22.4,0.43,97.49,0.61,0.26,0.04,0.0,0.78,0.39,0.0,0.0,dc
632,2003.0,74.04,"WASHINGTON,DC",3314.0,63.42,865.0,92.93,282.0,9353.0,83500.0,25.8,0.33,98.25,0.91,0.06,0.0,0.0,0.45,0.0,0.0,0.0,dc
633,2003.0,74.06,"WASHINGTON,DC",3227.0,51.68,906.0,95.39,515.0,15877.0,87200.0,28.8,0.15,98.76,0.68,0.15,0.0,0.0,0.25,0.0,0.0,0.0,dc
634,2003.0,74.07,"WASHINGTON,DC",2373.0,24.42,604.0,65.7,598.0,33125.0,86900.0,24.0,1.05,96.63,1.05,0.34,0.34,0.0,0.59,0.0,0.0,0.0,dc
635,2003.0,74.08,"WASHINGTON,DC",2166.0,52.03,749.0,88.02,452.0,19570.0,106500.0,28.4,0.14,98.61,0.46,0.0,0.0,0.0,0.78,0.0,0.0,0.0,dc
636,2003.0,74.09,"WASHINGTON,DC",3444.0,41.49,1126.0,82.2,469.0,16849.0,91400.0,26.8,0.23,97.79,0.96,0.0,0.03,0.0,0.78,0.2,0.0,0.0,dc
637,2003.0,75.02,"WASHINGTON,DC",4221.0,44.76,1323.0,84.22,484.0,19950.0,126300.0,28.4,1.0,96.59,0.81,0.07,0.14,0.0,1.33,0.07,0.0,0.0,dc
638,2003.0,75.03,"WASHINGTON,DC",2515.0,37.57,571.0,66.44,486.0,21402.0,99800.0,31.5,1.11,96.38,1.03,0.12,0.2,0.04,0.99,0.12,0.0,0.0,dc
639,2003.0,75.04,"WASHINGTON,DC",2358.0,37.94,720.0,80.96,467.0,22755.0,91500.0,24.8,0.89,96.69,0.89,0.17,0.55,0.0,0.68,0.13,0.0,0.0,dc
640,2003.0,76.01,"WASHINGTON,DC",4572.0,21.04,1052.0,55.59,517.0,32930.0,105300.0,22.5,2.36,95.52,1.25,0.15,0.07,0.0,0.61,0.04,0.0,0.0,dc
641,2003.0,76.03,"WASHINGTON,DC",4255.0,16.2,1088.0,50.61,571.0,32837.0,175700.0,27.9,6.23,90.48,1.22,0.21,0.49,0.0,1.27,0.09,0.0,0.0,dc
642,2003.0,76.04,"WASHINGTON,DC",3764.0,14.62,1100.0,63.19,529.0,35811.0,162000.0,22.9,3.67,94.21,0.58,0.19,0.35,0.0,0.66,0.35,0.0,0.0,dc
643,2003.0,76.05,"WASHINGTON,DC",3721.0,16.89,1275.0,76.89,602.0,32500.0,109600.0,24.3,1.16,96.13,0.81,0.21,0.43,0.0,1.26,0.0,0.0,0.0,dc
644,2003.0,77.03,"WASHINGTON,DC",4615.0,32.32,1494.0,79.17,530.0,25240.0,95000.0,26.2,0.52,95.75,2.25,0.26,0.13,0.07,1.0,0.02,0.0,0.0,dc
645,2003.0,77.07,"WASHINGTON,DC",3796.0,19.88,649.0,40.73,558.0,33592.0,104100.0,26.1,0.58,97.42,0.4,0.21,0.21,0.0,1.16,0.03,0.0,0.0,dc
646,2003.0,77.08,"WASHINGTON,DC",2706.0,24.22,912.0,80.56,568.0,25382.0,98500.0,27.7,0.59,98.08,0.26,0.15,0.07,0.0,0.81,0.04,0.0,0.0,dc
647,2003.0,77.09,"WASHINGTON,DC",1979.0,14.68,663.0,68.53,537.0,29332.0,113900.0,25.3,1.47,94.9,1.77,0.3,0.4,0.0,1.11,0.05,0.0,0.0,dc
648,2003.0,78.03,"WASHINGTON,DC",3092.0,25.33,713.0,51.42,473.0,27295.0,98300.0,26.8,1.07,96.86,1.03,0.06,0.16,0.0,0.78,0.03,0.0,0.0,dc
649,2003.0,78.04,"WASHINGTON,DC",3390.0,40.57,692.0,57.56,304.0,21130.0,94000.0,21.8,0.62,97.82,0.56,0.15,0.15,0.0,0.71,0.0,0.0,0.0,dc
650,2003.0,78.06,"WASHINGTON,DC",2133.0,17.69,508.0,52.78,507.0,31921.0,92900.0,20.7,0.38,97.84,0.61,0.33,0.19,0.0,0.61,0.05,0.0,0.0,dc
651,2003.0,78.07,"WASHINGTON,DC",1911.0,16.13,420.0,55.93,530.0,34050.0,106600.0,22.2,0.42,96.81,1.2,0.21,0.26,0.0,1.05,0.05,0.0,0.0,dc
652,2003.0,78.08,"WASHINGTON,DC",4012.0,36.0,810.0,60.03,390.0,24267.0,88100.0,28.1,0.55,97.86,0.72,0.17,0.1,0.0,0.57,0.02,0.0,0.0,dc
653,2003.0,78.09,"WASHINGTON,DC",2667.0,22.48,513.0,42.64,526.0,28719.0,82000.0,20.1,1.16,96.78,1.16,0.15,0.04,0.0,0.71,0.0,0.0,0.0,dc
654,2003.0,79.01,"WASHINGTON,DC",3680.0,31.94,962.0,64.91,440.0,24327.0,107700.0,24.3,0.6,96.82,1.41,0.16,0.33,0.03,0.57,0.08,0.0,0.0,dc
655,2003.0,79.03,"WASHINGTON,DC",1840.0,19.03,312.0,39.52,476.0,36280.0,99000.0,25.7,0.92,95.92,2.12,0.05,0.0,0.0,0.87,0.11,0.0,0.0,dc
656,2003.0,80.01,"WASHINGTON,DC",2578.0,17.71,400.0,33.27,677.0,41949.0,135900.0,30.1,12.06,83.94,1.59,0.16,1.05,0.0,1.16,0.04,0.0,0.0,dc
657,2003.0,80.02,"WASHINGTON,DC",3104.0,13.11,712.0,51.8,840.0,50025.0,149500.0,21.9,24.71,71.13,1.55,0.1,0.64,0.13,1.55,0.19,0.0,0.0,dc
658,2003.0,81.0,"WASHINGTON,DC",2527.0,6.19,654.0,48.1,787.0,62742.0,235000.0,21.7,59.79,32.17,2.97,0.2,1.7,0.08,2.41,0.67,0.0,0.0,dc
659,2003.0,82.0,"WASHINGTON,DC",2505.0,3.3,924.0,61.18,755.0,58274.0,311000.0,21.9,85.87,6.63,3.15,0.68,1.8,0.16,1.36,0.36,0.0,0.0,dc
660,2003.0,83.01,"WASHINGTON,DC",2243.0,9.48,524.0,47.59,813.0,66550.0,229400.0,21.9,57.96,33.53,3.3,0.27,2.76,0.04,1.78,0.36,0.0,0.0,dc
661,2003.0,83.02,"WASHINGTON,DC",1956.0,4.72,386.0,41.81,884.0,67868.0,227200.0,22.0,53.53,39.78,3.07,0.1,1.58,0.05,1.79,0.1,0.0,0.0,dc
662,2003.0,84.02,"WASHINGTON,DC",2139.0,24.62,702.0,62.48,506.0,31484.0,143800.0,26.2,21.22,70.31,3.09,0.47,1.54,0.09,3.13,0.14,0.0,0.0,dc
663,2003.0,84.1,"WASHINGTON,DC",1506.0,19.32,175.0,32.67,688.0,43333.0,108800.0,23.5,3.39,90.84,2.59,0.33,0.53,0.0,1.99,0.33,0.0,0.0,dc
664,2003.0,87.01,"WASHINGTON,DC",2415.0,19.1,296.0,35.35,566.0,40234.0,112800.0,23.8,1.41,94.58,2.07,0.04,0.62,0.0,1.28,0.0,0.0,0.0,dc
665,2003.0,87.02,"WASHINGTON,DC",1916.0,25.86,459.0,67.63,432.0,29961.0,114100.0,21.3,2.19,90.97,3.71,0.68,0.26,0.0,1.62,0.57,0.0,0.0,dc
666,2003.0,88.02,"WASHINGTON,DC",4160.0,28.69,911.0,53.57,448.0,28462.0,97200.0,26.3,1.18,95.67,1.37,0.26,0.22,0.0,1.27,0.02,0.0,0.0,dc
667,2003.0,88.03,"WASHINGTON,DC",1918.0,44.35,375.0,87.29,496.0,17857.0,88600.0,33.0,31.54,58.5,4.54,0.31,2.35,0.1,2.61,0.05,0.0,0.0,dc
668,2003.0,88.04,"WASHINGTON,DC",2277.0,28.73,803.0,77.4,503.0,24489.0,86500.0,27.1,0.22,97.1,0.48,0.48,0.4,0.04,1.23,0.04,0.0,0.0,dc
669,2003.0,89.03,"WASHINGTON,DC",2396.0,23.23,747.0,68.27,479.0,29698.0,84300.0,23.9,0.54,96.62,1.46,0.08,0.54,0.0,0.71,0.04,0.0,0.0,dc
670,2003.0,89.04,"WASHINGTON,DC",3248.0,36.47,1312.0,88.82,459.0,21540.0,106800.0,29.8,0.83,96.67,1.08,0.49,0.03,0.0,0.77,0.12,0.0,0.0,dc
671,2003.0,90.0,"WASHINGTON,DC",2263.0,24.16,976.0,68.46,222.0,22610.0,125200.0,27.5,0.57,96.51,1.19,0.27,0.13,0.0,1.24,0.09,0.0,0.0,dc
672,2003.0,91.02,"WASHINGTON,DC",4400.0,28.45,1006.0,61.2,391.0,27713.0,104600.0,24.9,0.64,96.11,1.52,0.23,0.23,0.0,1.0,0.27,0.0,0.0,dc
673,2003.0,92.01,"WASHINGTON,DC",1381.0,24.16,319.0,58.16,576.0,30268.0,105700.0,33.3,19.04,71.83,5.29,0.14,1.38,0.0,2.17,0.14,0.0,0.0,dc
674,2003.0,92.03,"WASHINGTON,DC",2861.0,24.6,586.0,52.53,517.0,31419.0,104700.0,25.7,1.85,92.76,2.59,0.49,0.63,0.0,1.43,0.24,0.0,0.0,dc
675,2003.0,92.04,"WASHINGTON,DC",2322.0,28.75,1001.0,88.43,505.0,22063.0,109000.0,25.5,1.25,93.15,4.35,0.3,0.34,0.0,0.6,0.0,0.0,0.0,dc
676,2003.0,93.01,"WASHINGTON,DC",3305.0,14.45,220.0,18.4,713.0,51125.0,144200.0,24.2,18.49,71.16,5.66,0.42,1.63,0.03,2.06,0.54,0.0,0.0,dc
677,2003.0,93.02,"WASHINGTON,DC",1201.0,12.07,178.0,38.32,496.0,41875.0,130400.0,25.4,1.58,93.51,2.58,0.0,0.08,0.0,1.92,0.33,0.0,0.0,dc
678,2003.0,94.0,"WASHINGTON,DC",4166.0,7.92,330.0,19.57,679.0,53558.0,152500.0,27.6,3.07,91.6,2.86,0.12,0.55,0.0,1.56,0.24,0.0,0.0,dc
679,2003.0,95.01,"WASHINGTON,DC",5264.0,15.58,1459.0,82.68,596.0,28605.0,117700.0,27.0,33.38,59.02,3.74,0.28,2.11,0.0,1.06,0.4,0.0,0.0,dc
680,2003.0,95.03,"WASHINGTON,DC",3066.0,7.03,104.0,7.62,1042.0,61667.0,159600.0,20.5,9.75,86.76,1.21,0.1,0.59,0.03,1.47,0.1,0.0,0.0,dc
681,2003.0,95.04,"WASHINGTON,DC",3353.0,13.14,591.0,46.04,579.0,43211.0,143300.0,22.2,16.76,76.11,3.04,0.09,2.42,0.03,1.43,0.12,0.0,0.0,dc
682,2003.0,95.05,"WASHINGTON,DC",2671.0,6.58,211.0,17.84,575.0,46023.0,125000.0,22.2,2.43,93.07,2.32,0.07,0.3,0.0,1.61,0.19,0.0,0.0,dc
683,2003.0,95.07,"WASHINGTON,DC",1533.0,13.37,117.0,18.83,629.0,41359.0,122700.0,26.3,0.59,96.54,0.65,0.07,0.72,0.0,0.85,0.59,0.0,0.0,dc
684,2003.0,95.08,"WASHINGTON,DC",2860.0,5.73,645.0,41.86,584.0,41972.0,136100.0,22.5,0.87,95.31,1.43,0.14,0.45,0.0,1.43,0.35,0.0,0.0,dc
685,2003.0,95.09,"WASHINGTON,DC",2898.0,5.68,115.0,7.7,831.0,53883.0,125500.0,14.3,1.62,95.76,0.48,0.31,0.17,0.0,1.66,0.0,0.0,0.0,dc
686,2003.0,96.01,"WASHINGTON,DC",2343.0,28.38,439.0,55.96,412.0,32571.0,122700.0,22.1,0.47,97.7,0.26,0.43,0.3,0.0,0.85,0.0,0.0,0.0,dc
687,2003.0,96.02,"WASHINGTON,DC",3106.0,32.61,1250.0,92.09,564.0,21746.0,129500.0,30.2,0.26,97.71,1.0,0.16,0.16,0.06,0.64,0.0,0.0,0.0,dc
688,2003.0,96.03,"WASHINGTON,DC",3230.0,20.51,1126.0,69.68,595.0,31898.0,98500.0,26.9,0.37,97.15,0.9,0.22,0.25,0.06,1.02,0.03,0.0,0.0,dc
689,2003.0,96.04,"WASHINGTON,DC",1982.0,15.15,277.0,29.24,528.0,32672.0,91200.0,25.9,0.45,97.63,0.86,0.35,0.05,0.0,0.66,0.0,0.0,0.0,dc
690,2003.0,97.0,"WASHINGTON,DC",2309.0,21.33,568.0,59.6,514.0,33086.0,98700.0,23.4,0.13,98.7,0.09,0.04,0.09,0.0,0.87,0.09,0.0,0.0,dc
691,2003.0,98.01,"WASHINGTON,DC",2091.0,48.03,511.0,79.07,322.0,16250.0,88400.0,24.9,0.05,97.9,0.77,0.29,0.05,0.0,0.38,0.57,0.0,0.0,dc
692,2003.0,98.02,"WASHINGTON,DC",1806.0,40.94,453.0,75.97,336.0,25871.0,86600.0,18.7,0.28,98.12,0.39,0.11,0.17,0.0,0.94,0.0,0.0,0.0,dc
693,2003.0,98.03,"WASHINGTON,DC",2236.0,34.88,843.0,80.29,565.0,23292.0,101800.0,30.0,1.12,96.33,0.89,0.13,0.22,0.0,1.12,0.18,0.0,0.0,dc
