INDEX NUMBER,YEAR,CENSUS TRACT,COUNTY NAME,POPULATION,POVERTY RATE,RENTER OCCUPIED HOUSEHOLDS,PCT RENTER OCCUPIED,MEDIAN HOUSEHOLD INCOME,PCT WHITE,PCT AF AM,PCT HISPANIC,PCT AM IND,PCT ASIAN,PCT NH PI,PCT MULTIPLE,PCT OTHER,EVICTION FILINGS,EVICTIONS,EVICTION RATE,EVICTION FILING RATE,LOW FLAG,IMPUTED,SYMBOL
8191,2011,8047.0,"PRINCE GEORGE'S COUNTY, MD",3570.0,2.33,410.0,35.05,77292.0,30.31,27.79,37.14,0.0,1.85,0.0,2.1,0.81,66.0,1.0,0.24,16.08,1,0,md
8192,2011,8048.01,"PRINCE GEORGE'S COUNTY, MD",2330.0,17.95,1231.0,97.6,37247.0,4.59,65.54,21.85,0.73,0.0,0.0,7.3,0.0,1041.0,16.0,1.3,84.6,1,0,md
8193,2011,8048.02,"PRINCE GEORGE'S COUNTY, MD",2964.0,9.88,1027.0,100.0,41122.0,1.32,40.59,54.96,0.0,1.25,0.0,1.89,0.0,908.0,2.0,0.19,88.44,1,0,md
8194,2011,8049.0,"PRINCE GEORGE'S COUNTY, MD",4098.0,6.19,971.0,65.08,66136.0,6.32,71.96,17.84,0.0,2.1,0.88,0.76,0.15,1318.0,2.0,0.21,135.74,1,0,md
8195,2011,8050.0,"PRINCE GEORGE'S COUNTY, MD",5559.0,0.98,1166.0,60.81,61351.0,4.5,60.71,34.57,0.0,0.04,0.0,0.18,0.0,1584.0,8.0,0.69,135.81,1,0,md
8196,2011,8051.01,"PRINCE GEORGE'S COUNTY, MD",4152.0,14.48,861.0,73.71,52217.0,3.95,27.38,62.5,0.0,2.1,0.0,4.07,0.0,1041.0,5.0,0.58,120.91,1,0,md
8197,2011,8052.01,"PRINCE GEORGE'S COUNTY, MD",4897.0,14.24,790.0,64.09,50089.0,0.71,41.7,56.22,0.43,0.39,0.0,0.55,0.0,669.0,3.0,0.38,84.67,1,0,md
8198,2011,8052.02,"PRINCE GEORGE'S COUNTY, MD",3878.0,8.51,916.0,76.62,56667.0,2.71,75.81,20.78,0.0,0.0,0.0,0.7,0.0,227.0,2.0,0.22,24.78,1,0,md
8199,2011,8055.0,"PRINCE GEORGE'S COUNTY, MD",4579.0,12.21,584.0,50.42,59198.0,4.24,19.26,73.07,0.0,1.4,0.0,2.03,0.0,379.0,7.0,1.2,64.95,1,0,md
8200,2011,8056.01,"PRINCE GEORGE'S COUNTY, MD",6723.0,19.32,1576.0,95.91,47983.0,1.16,8.17,88.65,0.91,0.83,0.0,0.0,0.28,806.0,1.0,0.06,51.15,1,0,md
8201,2011,8056.02,"PRINCE GEORGE'S COUNTY, MD",5922.0,10.07,1151.0,91.42,65417.0,2.31,6.35,88.23,0.35,0.0,0.0,1.06,1.69,1408.0,5.0,0.43,122.33,1,0,md
8202,2011,8057.0,"PRINCE GEORGE'S COUNTY, MD",6599.0,6.36,906.0,53.16,56856.0,4.08,18.47,72.21,0.0,3.92,0.0,1.32,0.0,192.0,2.0,0.22,21.19,1,0,md
8203,2011,8058.01,"PRINCE GEORGE'S COUNTY, MD",4745.0,5.81,193.0,17.37,101310.0,5.12,25.61,63.71,0.0,5.06,0.0,0.51,0.0,113.0,4.0,2.07,58.6,1,0,md
8204,2011,8058.02,"PRINCE GEORGE'S COUNTY, MD",4560.0,19.93,293.0,37.04,59038.0,3.14,31.95,59.85,0.0,4.61,0.0,0.46,0.0,86.0,3.0,1.02,29.33,1,0,md
8205,2011,8059.04,"PRINCE GEORGE'S COUNTY, MD",3074.0,6.57,224.0,20.34,68261.0,20.85,23.49,45.64,0.0,7.42,0.0,1.72,0.88,5.0,2.0,0.89,2.23,1,0,md
8206,2011,8059.06,"PRINCE GEORGE'S COUNTY, MD",3103.0,25.88,895.0,85.56,50877.0,8.44,35.93,47.21,0.0,7.57,0.0,0.64,0.19,1069.0,19.0,2.12,119.44,1,0,md
8207,2011,8059.07,"PRINCE GEORGE'S COUNTY, MD",4055.0,17.13,798.0,50.74,64327.0,3.92,52.95,34.87,0.0,4.39,0.0,2.02,1.85,252.0,4.0,0.5,31.57,1,0,md
8208,2011,8059.08,"PRINCE GEORGE'S COUNTY, MD",2539.0,17.57,671.0,76.53,65492.0,6.73,60.85,17.88,0.0,13.59,0.0,0.95,0.0,1393.0,8.0,1.19,207.65,1,0,md
8209,2011,8059.09,"PRINCE GEORGE'S COUNTY, MD",4793.0,7.51,1438.0,88.43,51607.0,13.94,47.07,23.12,0.0,11.18,0.0,4.69,0.0,1158.0,3.0,0.21,80.54,1,0,md
8210,2011,8060.0,"PRINCE GEORGE'S COUNTY, MD",5521.0,11.68,908.0,59.36,64219.0,10.58,33.09,49.94,0.0,4.73,0.0,1.5,0.16,995.0,18.0,1.98,109.62,1,0,md
8211,2011,8061.0,"PRINCE GEORGE'S COUNTY, MD",4262.0,5.35,565.0,38.99,64659.0,29.8,36.56,27.78,0.0,2.89,0.0,2.98,0.0,251.0,7.0,1.24,44.45,1,0,md
8212,2011,8062.0,"PRINCE GEORGE'S COUNTY, MD",3781.0,1.9,794.0,46.32,72875.0,43.08,35.92,17.32,0.0,0.0,0.0,3.68,0.0,148.0,2.0,0.25,18.63,1,0,md
8213,2011,8063.0,"PRINCE GEORGE'S COUNTY, MD",2089.0,6.86,350.0,42.34,71068.0,20.68,27.0,45.67,0.67,1.34,0.0,2.11,2.54,82.0,0.0,0.0,23.42,1,0,md
8214,2011,8064.0,"PRINCE GEORGE'S COUNTY, MD",3853.0,1.89,253.0,21.77,127500.0,66.6,9.47,8.05,0.0,13.34,0.0,2.54,0.0,0.0,0.0,0.0,0.0,1,0,md
8215,2011,8065.01,"PRINCE GEORGE'S COUNTY, MD",5558.0,17.69,945.0,58.85,50986.0,13.87,22.4,61.01,0.0,2.12,0.0,0.41,0.18,752.0,22.0,2.33,79.6,1,0,md
8216,2011,8066.01,"PRINCE GEORGE'S COUNTY, MD",4526.0,16.0,624.0,62.07,42104.0,7.78,24.77,66.92,0.0,0.42,0.0,0.11,0.0,239.0,12.0,1.92,38.28,1,0,md
8217,2011,8066.02,"PRINCE GEORGE'S COUNTY, MD",5533.0,12.6,653.0,45.69,68211.0,8.82,35.84,42.24,0.0,10.36,0.0,2.64,0.11,702.0,14.0,2.14,107.53,1,0,md
8218,2011,8067.06,"PRINCE GEORGE'S COUNTY, MD",3319.0,7.06,473.0,24.94,67461.0,21.87,44.77,16.12,0.0,15.7,0.0,0.6,0.93,52.0,1.0,0.21,10.99,1,0,md
8219,2011,8067.08,"PRINCE GEORGE'S COUNTY, MD",4108.0,4.86,1138.0,55.48,57388.0,48.81,31.43,6.28,0.0,12.34,0.0,1.14,0.0,694.0,7.0,0.62,60.99,1,0,md
8220,2011,8067.1,"PRINCE GEORGE'S COUNTY, MD",5646.0,5.77,661.0,36.27,65969.0,16.6,65.6,4.5,0.0,11.02,0.0,2.28,0.0,1139.0,8.0,1.21,172.27,1,0,md
8221,2011,8067.11,"PRINCE GEORGE'S COUNTY, MD",5103.0,5.85,1146.0,60.6,54393.0,10.99,72.15,9.37,1.31,4.19,0.0,1.8,0.18,384.0,1.0,0.09,33.51,1,0,md
8222,2011,8067.12,"PRINCE GEORGE'S COUNTY, MD",3613.0,4.0,674.0,47.74,87459.0,7.47,75.95,5.92,0.0,7.11,0.0,1.83,1.72,649.0,3.0,0.44,96.27,1,0,md
8223,2011,8067.13,"PRINCE GEORGE'S COUNTY, MD",3837.0,16.28,1220.0,99.41,52453.0,8.68,55.41,27.55,0.0,3.39,0.0,2.71,2.27,2516.0,34.0,2.79,206.31,1,0,md
8224,2011,8067.14,"PRINCE GEORGE'S COUNTY, MD",3785.0,22.48,1248.0,100.0,56488.0,7.27,46.18,42.62,0.0,0.82,0.0,3.12,0.0,1756.0,15.0,1.2,140.69,1,0,md
8225,2011,8068.0,"PRINCE GEORGE'S COUNTY, MD",4129.0,3.74,207.0,18.51,98667.0,44.54,15.38,29.18,0.31,8.06,0.0,2.52,0.0,4.0,3.0,1.45,1.93,1,0,md
8226,2011,8069.0,"PRINCE GEORGE'S COUNTY, MD",4406.0,4.02,285.0,15.99,80952.0,37.43,16.8,29.53,0.41,10.55,0.0,5.29,0.0,4.0,3.0,1.05,1.4,1,0,md
8227,2011,8070.0,"PRINCE GEORGE'S COUNTY, MD",6372.0,12.55,1018.0,67.02,36586.0,46.89,23.41,12.79,0.0,14.33,0.0,2.28,0.3,323.0,5.0,0.49,31.73,1,0,md
8228,2011,8071.02,"PRINCE GEORGE'S COUNTY, MD",2483.0,2.95,278.0,30.86,90278.0,67.62,13.61,15.3,0.28,2.86,0.0,0.12,0.2,18.0,3.0,1.08,6.47,1,0,md
8229,2011,8072.0,"PRINCE GEORGE'S COUNTY, MD",14953.0,0.0,1233.0,79.65,19492.0,63.79,13.24,4.62,0.08,14.89,0.41,2.52,0.45,2.0,1.0,0.08,0.16,1,0,md
8230,2011,8073.01,"PRINCE GEORGE'S COUNTY, MD",3644.0,18.24,932.0,65.71,57446.0,32.03,31.42,12.13,0.0,23.27,0.0,1.15,0.0,545.0,1.0,0.11,58.48,1,0,md
8231,2011,8073.04,"PRINCE GEORGE'S COUNTY, MD",1968.0,2.74,53.0,10.61,81580.0,21.85,27.64,41.57,0.25,5.74,0.0,1.83,1.12,3.0,1.0,1.89,5.68,1,0,md
8232,2011,8073.05,"PRINCE GEORGE'S COUNTY, MD",3503.0,2.08,379.0,38.79,89688.0,12.65,35.71,34.2,0.0,15.82,0.0,1.2,0.43,118.0,3.0,0.79,31.11,1,0,md
8233,2011,8074.04,"PRINCE GEORGE'S COUNTY, MD",5091.0,4.55,511.0,33.71,76583.0,29.52,25.28,29.76,0.1,13.3,0.0,2.04,0.0,90.0,7.0,1.37,17.62,1,0,md
8234,2011,8074.05,"PRINCE GEORGE'S COUNTY, MD",6240.0,11.15,778.0,35.1,88686.0,45.06,20.53,17.63,0.0,14.12,0.83,1.83,0.0,193.0,2.0,0.26,24.8,1,0,md
8235,2011,8074.07,"PRINCE GEORGE'S COUNTY, MD",6561.0,7.57,789.0,41.57,74831.0,17.76,36.31,26.32,0.0,16.87,0.0,1.07,1.68,619.0,7.0,0.89,78.47,1,0,md
8236,2011,8074.08,"PRINCE GEORGE'S COUNTY, MD",5677.0,3.88,436.0,15.6,76610.0,45.57,28.06,7.19,0.93,11.41,0.0,6.83,0.0,73.0,3.0,0.69,16.73,1,0,md
8237,2011,8074.09,"PRINCE GEORGE'S COUNTY, MD",4063.0,16.06,832.0,63.58,57254.0,9.33,39.21,36.52,0.0,8.86,0.0,4.28,1.8,1071.0,10.0,1.2,128.73,1,0,md
8238,2011,8074.1,"PRINCE GEORGE'S COUNTY, MD",4528.0,19.54,706.0,53.95,58405.0,9.47,57.71,25.0,0.13,3.86,0.0,3.82,0.0,761.0,1.0,0.14,107.84,1,0,md
8454,2012,8001.02,"PRINCE GEORGE'S COUNTY, MD",2882.0,5.84,736.0,59.95,55875.0,41.95,33.48,19.19,0.0,3.16,0.0,2.22,0.0,16.0,8.0,1.09,2.17,0,0,md
8455,2012,8001.03,"PRINCE GEORGE'S COUNTY, MD",2015.0,8.31,731.0,78.36,50578.0,36.72,27.84,22.83,0.69,9.13,0.0,2.78,0.0,350.0,5.0,0.68,47.86,0,0,md
8456,2012,8001.05,"PRINCE GEORGE'S COUNTY, MD",4021.0,3.59,215.0,25.88,89643.0,26.91,51.23,13.45,0.0,6.29,0.0,2.11,0.0,428.0,3.0,1.39,198.76,0,0,md
8457,2012,8001.06,"PRINCE GEORGE'S COUNTY, MD",2626.0,3.85,143.0,15.58,89250.0,25.55,59.82,6.59,0.0,5.94,0.0,2.09,0.0,5.0,1.0,0.7,3.5,0,0,md
8458,2012,8001.08,"PRINCE GEORGE'S COUNTY, MD",3230.0,14.81,1210.0,76.42,64444.0,19.5,60.0,10.19,0.8,6.56,0.0,2.94,0.0,763.0,42.0,3.47,63.08,0,0,md
8459,2012,8001.09,"PRINCE GEORGE'S COUNTY, MD",3746.0,12.28,816.0,55.56,54550.0,16.15,35.56,38.97,0.0,7.55,0.0,1.2,0.56,615.0,11.0,1.35,75.37,0,0,md
8460,2012,8002.03,"PRINCE GEORGE'S COUNTY, MD",4388.0,3.17,88.0,4.7,103125.0,65.98,12.81,11.46,0.02,5.83,0.0,3.9,0.0,1.0,0.0,0.0,1.13,0,0,md
8461,2012,8002.06,"PRINCE GEORGE'S COUNTY, MD",3874.0,1.61,717.0,44.04,80333.0,21.53,59.68,10.35,0.0,2.68,0.0,5.6,0.15,2706.0,61.0,8.51,377.41,0,0,md
8462,2012,8002.08,"PRINCE GEORGE'S COUNTY, MD",8025.0,3.25,843.0,32.5,93379.0,23.63,55.29,12.35,0.0,6.6,0.0,2.07,0.06,1694.0,58.0,6.88,200.95,0,0,md
8463,2012,8002.09,"PRINCE GEORGE'S COUNTY, MD",4253.0,13.72,1423.0,91.36,50156.0,7.1,55.28,22.15,1.41,12.96,0.0,0.94,0.16,4775.0,139.0,9.77,335.56,0,0,md
8464,2012,8002.1,"PRINCE GEORGE'S COUNTY, MD",2939.0,7.83,988.0,83.6,61393.0,8.85,71.66,8.98,0.0,9.77,0.0,0.75,0.0,3968.0,90.0,9.11,401.48,0,0,md
8465,2012,8002.11,"PRINCE GEORGE'S COUNTY, MD",2836.0,3.91,1017.0,76.37,47866.0,14.95,63.36,8.85,0.0,8.82,0.0,4.02,0.0,2297.0,119.0,11.7,225.93,0,0,md
8466,2012,8002.12,"PRINCE GEORGE'S COUNTY, MD",4916.0,6.92,570.0,32.49,99797.0,18.45,52.16,9.68,0.0,18.8,0.0,0.92,0.0,304.0,19.0,3.33,53.33,0,0,md
8467,2012,8002.13,"PRINCE GEORGE'S COUNTY, MD",4319.0,7.95,566.0,35.68,81047.0,15.86,47.33,19.54,1.13,12.99,0.0,2.66,0.49,253.0,8.0,1.41,44.73,0,0,md
8468,2012,8002.14,"PRINCE GEORGE'S COUNTY, MD",2525.0,11.43,933.0,83.63,54930.0,20.08,56.24,16.51,0.0,5.15,0.0,1.23,0.79,1140.0,29.0,3.11,122.23,0,0,md
8469,2012,8002.15,"PRINCE GEORGE'S COUNTY, MD",2452.0,3.07,519.0,48.84,77292.0,15.74,64.93,9.3,0.0,8.93,0.0,0.9,0.2,1221.0,48.0,9.24,235.11,0,0,md
8470,2012,8004.01,"PRINCE GEORGE'S COUNTY, MD",2445.0,0.0,68.0,5.21,116184.0,58.24,23.76,5.85,0.0,7.57,0.0,4.13,0.45,0.0,0.0,0.0,0.0,0,0,md
8471,2012,8004.02,"PRINCE GEORGE'S COUNTY, MD",4829.0,2.12,195.0,9.7,104070.0,65.4,20.21,6.71,0.0,4.22,0.0,3.33,0.12,3.0,2.0,1.03,1.54,0,0,md
8472,2012,8004.03,"PRINCE GEORGE'S COUNTY, MD",4136.0,4.56,86.0,8.91,120815.0,49.08,36.92,8.34,0.0,2.85,0.0,2.8,0.0,1.0,0.0,0.0,1.16,0,0,md
8473,2012,8004.08,"PRINCE GEORGE'S COUNTY, MD",6980.0,10.12,141.0,7.83,124652.0,13.34,69.61,9.74,0.0,2.41,0.0,4.9,0.0,9.0,6.0,4.26,6.38,0,0,md
8474,2012,8004.09,"PRINCE GEORGE'S COUNTY, MD",5673.0,2.24,229.0,8.42,127386.0,37.92,44.1,6.2,0.56,5.82,0.0,5.39,0.0,10.0,3.0,1.31,4.37,0,0,md
8475,2012,8004.1,"PRINCE GEORGE'S COUNTY, MD",6384.0,0.79,126.0,5.22,122896.0,30.15,55.2,4.35,0.19,6.3,0.0,3.04,0.77,2.0,2.0,1.59,1.59,0,0,md
8476,2012,8004.11,"PRINCE GEORGE'S COUNTY, MD",3818.0,1.85,546.0,36.69,82422.0,20.69,57.39,8.64,0.0,12.23,0.0,1.05,0.0,1129.0,33.0,6.05,206.9,0,0,md
8477,2012,8004.12,"PRINCE GEORGE'S COUNTY, MD",3474.0,4.3,386.0,39.42,74007.0,15.37,64.22,10.05,0.0,4.81,0.0,0.32,5.24,334.0,12.0,3.11,86.6,0,0,md
8478,2012,8004.13,"PRINCE GEORGE'S COUNTY, MD",4027.0,9.93,681.0,53.86,81250.0,2.88,84.7,3.05,0.0,8.05,0.0,1.32,0.0,572.0,8.0,1.17,83.95,0,0,md
8479,2012,8005.04,"PRINCE GEORGE'S COUNTY, MD",4892.0,1.39,157.0,7.98,112143.0,58.85,18.54,13.43,1.45,5.89,0.0,1.68,0.16,5.0,1.0,0.64,3.19,0,0,md
8480,2012,8005.05,"PRINCE GEORGE'S COUNTY, MD",2586.0,1.4,109.0,13.22,98375.0,68.37,19.22,8.86,0.0,1.31,0.0,2.24,0.0,0.0,0.0,0.0,0.0,0,0,md
8481,2012,8005.07,"PRINCE GEORGE'S COUNTY, MD",3084.0,0.0,405.0,37.18,100469.0,23.44,62.61,7.98,0.0,1.1,0.0,4.57,0.29,741.0,15.0,3.7,182.96,0,0,md
8482,2012,8005.09,"PRINCE GEORGE'S COUNTY, MD",9898.0,3.76,240.0,13.04,98707.0,4.54,90.11,0.75,0.0,3.17,0.0,1.43,0.0,11.0,4.0,1.67,4.59,0,0,md
8483,2012,8005.11,"PRINCE GEORGE'S COUNTY, MD",5221.0,2.78,274.0,17.46,102589.0,29.76,57.27,4.18,0.0,4.25,0.0,3.26,1.28,13.0,4.0,1.46,4.74,0,0,md
8484,2012,8005.13,"PRINCE GEORGE'S COUNTY, MD",5759.0,1.86,183.0,9.11,101629.0,41.76,39.49,8.86,0.0,4.2,0.0,5.52,0.17,6.0,2.0,1.09,3.27,0,0,md
8485,2012,8005.14,"PRINCE GEORGE'S COUNTY, MD",5717.0,0.5,110.0,5.04,153125.0,12.56,72.68,1.38,0.0,9.81,0.0,3.57,0.0,6.0,4.0,3.65,5.47,0,0,md
8486,2012,8005.15,"PRINCE GEORGE'S COUNTY, MD",4190.0,2.92,346.0,24.8,88008.0,28.0,52.2,9.14,0.0,5.23,0.0,5.44,0.0,3.0,2.0,0.58,0.87,0,0,md
8487,2012,8005.16,"PRINCE GEORGE'S COUNTY, MD",4006.0,1.49,624.0,37.67,85588.0,25.26,67.92,3.84,0.0,1.95,0.0,1.02,0.0,171.0,2.0,0.32,27.39,0,0,md
8488,2012,8005.17,"PRINCE GEORGE'S COUNTY, MD",5674.0,2.03,78.0,6.58,145962.0,10.27,82.89,0.93,1.11,1.55,0.0,1.99,1.25,5.0,2.0,2.56,6.41,0,0,md
8489,2012,8005.18,"PRINCE GEORGE'S COUNTY, MD",3337.0,0.0,65.0,4.23,164007.0,16.39,73.39,6.68,0.0,1.11,0.0,1.95,0.48,2.0,0.0,0.0,3.08,0,0,md
8490,2012,8005.19,"PRINCE GEORGE'S COUNTY, MD",4026.0,0.0,173.0,10.92,102295.0,24.57,60.66,5.41,0.0,3.6,0.0,5.64,0.12,48.0,6.0,3.47,27.75,0,0,md
8491,2012,8005.2,"PRINCE GEORGE'S COUNTY, MD",1840.0,1.71,450.0,46.39,87841.0,2.5,92.34,1.85,0.0,0.0,0.0,3.32,0.0,740.0,12.0,2.67,164.57,0,0,md
8492,2012,8006.01,"PRINCE GEORGE'S COUNTY, MD",2005.0,1.63,67.0,18.85,84135.0,12.42,83.04,0.35,0.55,0.0,0.0,3.64,0.0,2.0,1.0,1.49,2.99,0,0,md
8493,2012,8006.04,"PRINCE GEORGE'S COUNTY, MD",1652.0,4.32,40.0,1.45,76382.0,4.66,90.56,4.18,0.0,0.18,0.0,0.0,0.42,2.0,1.0,2.52,5.04,0,0,md
8494,2012,8006.05,"PRINCE GEORGE'S COUNTY, MD",5290.0,2.63,167.0,14.45,105259.0,15.29,77.56,4.86,0.0,0.47,0.0,1.59,0.23,8.0,2.0,1.2,4.8,0,0,md
8495,2012,8006.06,"PRINCE GEORGE'S COUNTY, MD",5386.0,1.88,688.0,33.44,81817.0,4.98,91.0,0.3,0.0,1.49,0.0,1.8,0.45,193.0,10.0,1.45,28.04,0,0,md
8496,2012,8006.07,"PRINCE GEORGE'S COUNTY, MD",6548.0,0.0,226.0,13.92,119420.0,6.09,72.95,15.59,0.0,2.12,0.0,2.55,0.69,6.0,4.0,1.77,2.66,0,0,md
8497,2012,8006.08,"PRINCE GEORGE'S COUNTY, MD",4526.0,0.0,125.0,6.97,141818.0,4.4,89.84,0.86,0.0,2.21,0.0,2.61,0.09,6.0,4.0,3.21,4.81,0,0,md
8498,2012,8007.01,"PRINCE GEORGE'S COUNTY, MD",5503.0,1.85,136.0,2.16,125395.0,8.2,81.85,2.02,0.36,1.45,0.0,6.12,0.0,9.0,3.0,2.21,6.62,0,0,md
8499,2012,8007.04,"PRINCE GEORGE'S COUNTY, MD",4908.0,2.59,463.0,33.78,84028.0,9.03,87.41,0.9,0.1,1.2,0.0,1.37,0.0,511.0,12.0,2.59,110.29,0,0,md
8500,2012,8007.05,"PRINCE GEORGE'S COUNTY, MD",4510.0,4.01,158.0,19.17,125500.0,13.1,78.6,1.69,0.4,1.37,0.0,2.9,1.93,9.0,4.0,2.53,5.7,0,0,md
8501,2012,8007.06,"PRINCE GEORGE'S COUNTY, MD",3781.0,4.47,62.0,7.39,136875.0,10.87,81.94,0.79,0.0,3.17,0.0,1.72,1.51,5.0,2.0,3.23,8.06,0,0,md
8502,2012,8007.07,"PRINCE GEORGE'S COUNTY, MD",2907.0,0.0,234.0,21.64,98750.0,7.88,81.05,6.43,0.0,1.51,0.0,3.13,0.0,39.0,2.0,0.85,16.64,0,0,md
8503,2012,8008.0,"PRINCE GEORGE'S COUNTY, MD",3545.0,1.2,147.0,9.24,105952.0,49.34,28.43,15.88,0.0,2.82,0.0,3.53,0.0,2.0,2.0,1.36,1.36,0,0,md
8504,2012,8009.0,"PRINCE GEORGE'S COUNTY, MD",1565.0,2.59,116.0,19.46,63598.0,48.43,47.22,0.51,0.89,0.0,0.0,2.94,0.0,3.0,0.0,0.0,2.59,0,0,md
8505,2012,8010.03,"PRINCE GEORGE'S COUNTY, MD",5741.0,2.67,194.0,12.72,108679.0,23.92,60.18,9.6,2.21,1.03,0.0,2.23,0.84,9.0,2.0,1.03,4.64,0,0,md
8506,2012,8010.04,"PRINCE GEORGE'S COUNTY, MD",4715.0,2.95,119.0,9.41,118983.0,20.45,67.17,3.48,1.34,2.59,0.0,4.98,0.0,4.0,1.0,0.84,3.37,0,0,md
8507,2012,8010.05,"PRINCE GEORGE'S COUNTY, MD",4028.0,4.44,75.0,7.62,129487.0,16.26,75.15,1.64,0.0,2.95,0.0,3.6,0.4,7.0,2.0,2.65,9.29,0,0,md
8508,2012,8010.06,"PRINCE GEORGE'S COUNTY, MD",3930.0,4.22,87.0,10.53,97981.0,11.27,78.07,4.05,0.0,3.03,0.0,3.33,0.25,0.0,0.0,0.0,0.0,0,0,md
8509,2012,8011.04,"PRINCE GEORGE'S COUNTY, MD",3226.0,6.8,1005.0,100.0,60662.0,58.06,18.23,9.14,4.09,3.44,0.0,7.04,0.0,0.0,0.0,0.0,0.0,0,0,md
8510,2012,8012.07,"PRINCE GEORGE'S COUNTY, MD",4799.0,3.65,186.0,13.0,109058.0,11.63,78.66,3.44,0.0,3.71,0.31,2.25,0.0,11.0,6.0,3.23,5.92,0,0,md
8511,2012,8012.08,"PRINCE GEORGE'S COUNTY, MD",4128.0,0.57,129.0,3.59,107974.0,3.83,89.03,3.2,0.44,2.18,0.0,1.33,0.0,8.0,3.0,2.33,6.2,0,0,md
8512,2012,8012.09,"PRINCE GEORGE'S COUNTY, MD",5297.0,1.81,148.0,7.32,108355.0,5.76,85.37,7.82,0.0,0.6,0.0,0.45,0.0,8.0,2.0,1.35,5.41,0,0,md
8513,2012,8012.1,"PRINCE GEORGE'S COUNTY, MD",4632.0,7.65,119.0,7.2,101955.0,6.11,82.82,6.28,0.0,3.32,0.0,1.47,0.0,7.0,4.0,3.37,5.9,0,0,md
8514,2012,8012.11,"PRINCE GEORGE'S COUNTY, MD",3284.0,1.03,89.0,14.38,107375.0,13.79,79.78,4.02,0.49,1.04,0.0,0.88,0.0,5.0,2.0,2.25,5.62,0,0,md
8515,2012,8012.12,"PRINCE GEORGE'S COUNTY, MD",3686.0,1.46,96.0,14.92,100417.0,10.42,80.6,6.57,0.0,0.79,0.0,1.63,0.0,7.0,2.0,2.08,7.29,0,0,md
8516,2012,8012.13,"PRINCE GEORGE'S COUNTY, MD",3577.0,1.65,140.0,5.16,82222.0,6.99,82.08,7.49,0.5,2.15,0.0,0.28,0.5,7.0,2.0,1.43,5.0,0,0,md
8517,2012,8012.14,"PRINCE GEORGE'S COUNTY, MD",4138.0,4.26,459.0,22.93,79265.0,24.02,66.07,8.14,0.89,0.63,0.0,0.24,0.0,50.0,5.0,1.09,10.9,0,0,md
8518,2012,8012.15,"PRINCE GEORGE'S COUNTY, MD",2648.0,1.98,62.0,12.14,98967.0,5.59,81.16,10.35,0.0,2.11,0.0,0.79,0.0,3.0,1.0,1.61,4.84,0,0,md
8519,2012,8012.16,"PRINCE GEORGE'S COUNTY, MD",3403.0,1.19,127.0,6.6,88519.0,10.76,81.13,4.67,0.0,3.03,0.0,0.41,0.0,5.0,2.0,1.57,3.93,0,0,md
8520,2012,8012.17,"PRINCE GEORGE'S COUNTY, MD",3916.0,2.34,115.0,14.01,119848.0,8.78,76.63,5.82,0.0,6.87,0.43,1.46,0.0,5.0,1.0,0.87,4.34,0,0,md
8521,2012,8013.02,"PRINCE GEORGE'S COUNTY, MD",2624.0,1.27,116.0,11.24,113438.0,44.86,42.87,0.99,2.4,4.19,0.0,4.69,0.0,3.0,0.0,0.0,2.59,0,0,md
8522,2012,8013.05,"PRINCE GEORGE'S COUNTY, MD",6059.0,5.26,172.0,8.23,110101.0,7.06,74.48,13.34,0.28,4.19,0.0,0.64,0.0,5.0,4.0,2.33,2.91,0,0,md
8523,2012,8013.07,"PRINCE GEORGE'S COUNTY, MD",3820.0,1.85,158.0,11.81,110804.0,11.47,71.73,3.32,0.0,9.48,0.0,4.01,0.0,1.0,1.0,0.63,0.63,0,0,md
8524,2012,8013.08,"PRINCE GEORGE'S COUNTY, MD",3820.0,3.93,101.0,7.34,106516.0,4.71,75.37,6.23,0.0,12.3,0.0,1.39,0.0,4.0,1.0,0.99,3.96,0,0,md
8525,2012,8013.09,"PRINCE GEORGE'S COUNTY, MD",3697.0,0.84,92.0,13.26,135300.0,16.93,69.27,2.57,0.03,5.06,0.0,5.0,1.14,7.0,3.0,3.26,7.61,0,0,md
8526,2012,8013.1,"PRINCE GEORGE'S COUNTY, MD",6383.0,0.81,149.0,5.13,134896.0,15.54,75.36,2.8,0.0,4.54,0.0,1.38,0.38,8.0,1.0,0.67,5.37,0,0,md
8527,2012,8013.11,"PRINCE GEORGE'S COUNTY, MD",6524.0,4.69,157.0,7.94,103824.0,9.29,80.03,2.5,0.0,2.77,0.0,1.58,3.83,6.0,1.0,0.64,3.83,0,0,md
8528,2012,8013.12,"PRINCE GEORGE'S COUNTY, MD",3438.0,3.72,127.0,9.79,83750.0,8.96,70.13,16.46,0.0,3.46,0.0,0.99,0.0,1.0,0.0,0.0,0.79,0,0,md
8529,2012,8013.13,"PRINCE GEORGE'S COUNTY, MD",3309.0,4.15,246.0,25.82,104050.0,10.09,76.22,10.15,0.0,2.93,0.0,0.6,0.0,52.0,2.0,0.81,21.11,0,0,md
8530,2012,8014.04,"PRINCE GEORGE'S COUNTY, MD",4837.0,15.38,712.0,39.46,75399.0,12.38,60.24,16.11,0.0,7.63,0.0,3.45,0.19,9.0,6.0,0.84,1.26,0,0,md
