INDEX NUMBER,YEAR,CENSUS TRACT,COUNTY NAME,POPULATION,POVERTY RATE,RENTER OCCUPIED HOUSEHOLDS,PCT RENTER OCCUPIED,MEDIAN HOUSEHOLD INCOME,PCT WHITE,PCT AF AM,PCT HISPANIC,PCT AM IND,PCT ASIAN,PCT NH PI,PCT MULTIPLE,PCT OTHER,EVICTION FILINGS,EVICTIONS,EVICTION RATE,EVICTION FILING RATE,LOW FLAG,IMPUTED,SYMBOL
1074,2006,1.0,"WASHINGTON,DC",4701.0,1.74,1257.0,47.67,122455.0,85.07,1.72,9.4,1.68,1.7,0.0,0.43,0.0,85.0,0.0,0.0,6.76,0,0,dc
1075,2006,2.01,"WASHINGTON,DC",3598.0,0.0,6.0,12.5,119722.0,80.74,3.14,5.86,0.0,9.87,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0,0,dc
1076,2006,2.02,"WASHINGTON,DC",4080.0,0.0,870.0,38.85,119688.0,88.92,1.86,2.94,0.0,4.46,0.0,0.96,0.86,61.0,0.0,0.0,7.01,0,0,dc
1077,2006,3.0,"WASHINGTON,DC",5168.0,0.0,1476.0,44.77,91804.0,83.42,1.74,9.33,1.08,3.72,0.0,0.72,0.0,67.0,5.0,0.34,4.54,0,0,dc
1078,2006,4.0,"WASHINGTON,DC",1379.0,0.0,209.0,27.75,176494.0,81.36,1.38,14.94,0.0,2.32,0.0,0.0,0.0,14.0,0.0,0.0,6.69,0,0,dc
1079,2006,5.01,"WASHINGTON,DC",3126.0,9.14,1582.0,75.99,92109.0,80.01,2.98,8.7,0.61,6.05,0.0,1.66,0.0,92.0,8.0,0.51,5.81,0,0,dc
1080,2006,5.02,"WASHINGTON,DC",3129.0,2.97,877.0,46.72,94598.0,75.87,2.52,7.54,0.0,11.98,0.0,2.08,0.0,87.0,0.0,0.0,9.92,0,0,dc
1081,2006,6.0,"WASHINGTON,DC",5420.0,2.93,715.0,29.71,110000.0,76.4,11.01,3.36,0.46,3.58,0.33,2.68,2.18,86.0,4.0,0.56,12.03,0,0,dc
1082,2006,7.01,"WASHINGTON,DC",4284.0,0.0,1487.0,34.33,77019.0,77.87,5.88,6.54,0.0,5.77,0.0,3.13,0.82,147.0,1.0,0.07,9.89,0,0,dc
1083,2006,7.02,"WASHINGTON,DC",2899.0,8.88,1742.0,72.7,56875.0,62.47,11.59,10.04,0.0,7.49,0.0,1.21,7.21,97.0,8.0,0.46,5.57,0,0,dc
1084,2006,8.01,"WASHINGTON,DC",6605.0,4.51,1243.0,37.73,114098.0,79.33,2.26,6.68,0.0,6.13,0.0,3.92,1.68,86.0,4.0,0.32,6.92,0,0,dc
1085,2006,8.02,"WASHINGTON,DC",2786.0,2.25,582.0,33.43,109698.0,85.39,2.55,2.73,0.0,7.14,0.0,2.19,0.0,37.0,0.0,0.0,6.36,0,0,dc
1086,2006,9.01,"WASHINGTON,DC",7651.0,2.06,223.0,15.86,209931.0,83.92,2.35,6.63,0.68,4.6,0.0,1.71,0.1,14.0,1.0,0.45,6.27,0,0,dc
1087,2006,9.02,"WASHINGTON,DC",2278.0,1.89,121.0,6.48,162548.0,91.26,2.24,3.42,0.0,2.15,0.0,0.48,0.44,12.0,0.0,0.0,9.92,0,0,dc
1088,2006,10.01,"WASHINGTON,DC",7977.0,3.5,602.0,19.25,136121.0,79.08,3.22,6.38,0.76,5.95,0.0,3.95,0.65,31.0,1.0,0.17,5.15,0,0,dc
1089,2006,10.02,"WASHINGTON,DC",3109.0,2.13,1437.0,53.86,84310.0,56.96,14.35,11.71,0.45,14.41,0.0,1.83,0.29,208.0,7.0,0.49,14.47,0,0,dc
1090,2006,11.0,"WASHINGTON,DC",4315.0,3.25,540.0,16.16,154340.0,79.98,3.04,8.88,0.0,5.63,0.0,2.48,0.0,199.0,9.0,1.67,36.82,0,0,dc
1091,2006,12.0,"WASHINGTON,DC",4886.0,1.25,1230.0,49.14,110625.0,73.68,2.56,12.83,0.0,7.41,0.0,1.33,2.19,113.0,1.0,0.08,9.19,0,0,dc
1092,2006,13.01,"WASHINGTON,DC",4369.0,3.4,1389.0,68.36,101366.0,67.89,11.86,9.73,0.0,7.71,0.0,1.4,1.42,147.0,8.0,0.58,10.58,0,0,dc
1093,2006,13.02,"WASHINGTON,DC",6264.0,0.0,3283.0,62.08,79223.0,76.95,5.04,10.34,0.0,5.72,0.0,1.45,0.49,318.0,2.0,0.06,9.69,0,0,dc
1094,2006,14.01,"WASHINGTON,DC",3401.0,4.03,673.0,45.88,103529.0,83.53,6.91,6.03,0.0,3.53,0.0,0.0,0.0,65.0,0.0,0.0,9.66,0,0,dc
1095,2006,14.02,"WASHINGTON,DC",3091.0,0.0,550.0,37.86,88194.0,70.17,21.19,3.4,0.0,3.07,0.0,1.2,0.97,42.0,1.0,0.18,7.63,0,0,dc
1096,2006,15.0,"WASHINGTON,DC",6169.0,2.55,192.0,7.22,180536.0,78.02,11.49,6.69,0.0,2.11,0.0,1.69,0.0,13.0,0.0,0.0,6.76,0,0,dc
1097,2006,16.0,"WASHINGTON,DC",4293.0,2.95,169.0,10.86,137434.0,20.73,67.62,9.18,0.3,0.0,0.0,2.17,0.0,97.0,5.0,2.96,57.4,0,0,dc
1098,2006,17.02,"WASHINGTON,DC",2360.0,13.85,397.0,24.39,86979.0,29.15,58.9,1.31,0.68,4.49,0.0,5.0,0.47,1635.0,25.0,6.3,412.25,0,0,dc
1099,2006,18.03,"WASHINGTON,DC",2991.0,8.71,1218.0,73.86,38821.0,5.98,76.96,12.44,0.0,2.24,0.0,1.67,0.7,248.0,9.0,0.74,20.36,0,0,dc
1100,2006,18.04,"WASHINGTON,DC",4344.0,17.94,1235.0,74.15,35168.0,3.34,68.3,25.18,1.06,1.04,0.0,1.08,0.0,431.0,14.0,1.13,34.9,0,0,dc
1101,2006,19.01,"WASHINGTON,DC",5128.0,7.78,343.0,20.95,52031.0,3.84,76.52,15.8,2.13,1.15,0.31,0.25,0.0,52.0,3.0,0.88,15.17,0,0,dc
1102,2006,19.02,"WASHINGTON,DC",2383.0,5.05,151.0,22.44,63191.0,8.9,83.21,4.91,0.67,0.0,0.0,2.31,0.0,71.0,1.0,0.66,47.08,0,0,dc
1103,2006,20.01,"WASHINGTON,DC",2720.0,4.2,590.0,61.05,38682.0,24.74,52.24,16.1,0.0,2.72,0.0,3.97,0.22,71.0,5.0,0.85,12.03,0,0,dc
1104,2006,20.02,"WASHINGTON,DC",3967.0,8.45,441.0,33.55,73500.0,24.96,59.24,12.6,0.0,0.66,0.0,2.55,0.0,177.0,8.0,1.82,40.17,0,0,dc
1105,2006,21.01,"WASHINGTON,DC",5084.0,9.82,1010.0,46.44,44792.0,7.89,64.2,26.73,0.0,0.0,0.0,1.04,0.14,241.0,13.0,1.29,23.87,0,0,dc
1106,2006,21.02,"WASHINGTON,DC",4482.0,8.16,805.0,40.97,48875.0,3.35,74.03,20.15,0.0,1.52,0.0,0.96,0.0,240.0,9.0,1.12,29.8,0,0,dc
1107,2006,22.01,"WASHINGTON,DC",3305.0,9.52,251.0,18.17,68382.0,5.9,76.16,17.94,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,8.76,0,0,dc
1108,2006,22.02,"WASHINGTON,DC",3222.0,7.5,660.0,61.44,40253.0,7.26,81.72,9.84,0.0,0.0,0.0,1.18,0.0,164.0,9.0,1.36,24.86,0,0,dc
1109,2006,23.01,"WASHINGTON,DC",2907.0,3.49,317.0,28.47,74700.0,12.66,72.1,13.48,1.55,0.0,0.0,0.21,0.0,123.0,1.0,0.32,38.83,0,0,dc
1110,2006,23.02,"WASHINGTON,DC",2013.0,0.0,799.0,59.67,73826.0,21.71,72.58,3.48,0.0,0.0,0.0,0.6,1.64,246.0,4.0,0.5,30.8,0,0,dc
1111,2006,24.0,"WASHINGTON,DC",3724.0,5.28,468.0,23.32,55486.0,6.9,83.67,5.8,0.0,0.0,0.0,3.63,0.0,97.0,9.0,1.92,20.74,0,0,dc
1112,2006,25.01,"WASHINGTON,DC",2272.0,24.73,420.0,43.04,51750.0,16.46,65.67,17.17,0.0,0.0,0.0,0.7,0.0,28.0,0.0,0.0,6.67,0,0,dc
1113,2006,25.02,"WASHINGTON,DC",5124.0,6.26,1274.0,58.69,43971.0,8.72,43.95,45.12,0.0,1.07,0.0,1.13,0.0,260.0,11.0,0.86,20.4,0,0,dc
1114,2006,26.0,"WASHINGTON,DC",2348.0,3.34,272.0,24.51,140938.0,43.44,42.84,5.83,0.0,3.07,0.0,4.26,0.55,93.0,6.0,2.21,34.22,0,0,dc
1115,2006,27.01,"WASHINGTON,DC",5416.0,11.94,1989.0,70.63,57985.0,46.92,20.31,25.39,0.0,6.02,0.0,1.37,0.0,115.0,2.0,0.1,5.78,0,0,dc
1116,2006,27.02,"WASHINGTON,DC",5834.0,0.94,1554.0,58.27,95488.0,54.49,13.46,15.46,0.0,14.83,0.0,1.77,0.0,215.0,0.0,0.0,13.84,0,0,dc
1117,2006,28.01,"WASHINGTON,DC",3555.0,12.99,1264.0,73.42,41458.0,8.89,50.52,38.71,0.11,0.84,0.42,0.51,0.0,520.0,19.0,1.5,41.15,0,0,dc
1118,2006,28.02,"WASHINGTON,DC",4163.0,20.62,1589.0,82.5,39424.0,18.16,25.05,48.52,1.92,4.73,0.31,0.91,0.38,247.0,5.0,0.31,15.54,0,0,dc
1119,2006,29.0,"WASHINGTON,DC",4077.0,15.94,805.0,55.21,52857.0,15.77,37.26,43.41,0.0,3.21,0.0,0.34,0.0,202.0,7.0,0.87,25.1,0,0,dc
1120,2006,30.0,"WASHINGTON,DC",2779.0,24.01,954.0,68.93,43167.0,30.19,49.01,18.75,0.0,2.05,0.0,0.0,0.0,223.0,3.0,0.31,23.39,0,0,dc
1121,2006,31.0,"WASHINGTON,DC",2680.0,4.83,447.0,39.85,53007.0,16.38,43.58,38.96,0.0,0.0,0.0,0.26,0.82,65.0,0.0,0.0,14.55,0,0,dc
1122,2006,32.0,"WASHINGTON,DC",4509.0,17.73,727.0,36.03,48011.0,14.46,53.25,27.94,0.0,1.93,0.0,0.82,1.6,151.0,6.0,0.83,20.78,0,0,dc
1123,2006,33.01,"WASHINGTON,DC",3052.0,12.08,490.0,22.75,80873.0,19.59,72.51,2.39,0.0,1.25,0.0,3.54,0.72,36.0,2.0,0.41,7.34,0,0,dc
1124,2006,33.02,"WASHINGTON,DC",2055.0,14.74,318.0,39.82,79500.0,25.06,58.88,8.37,0.49,2.43,0.0,4.77,0.0,39.0,0.0,0.0,12.25,0,0,dc
1125,2006,34.0,"WASHINGTON,DC",4794.0,43.69,636.0,55.87,25466.0,7.61,81.66,7.07,0.29,1.75,0.0,1.27,0.33,91.0,7.0,1.1,14.3,0,0,dc
1126,2006,35.0,"WASHINGTON,DC",2338.0,9.85,615.0,70.33,32227.0,12.79,68.86,17.54,0.68,0.0,0.0,0.13,0.0,272.0,11.0,1.79,44.24,0,0,dc
1127,2006,36.0,"WASHINGTON,DC",4487.0,15.31,1365.0,70.6,41016.0,23.33,54.29,17.45,0.0,1.16,0.0,1.34,2.43,412.0,4.0,0.29,30.19,0,0,dc
1128,2006,37.0,"WASHINGTON,DC",4554.0,19.4,1738.0,84.63,40066.0,19.48,49.21,28.81,0.0,1.82,0.0,0.68,0.0,425.0,8.0,0.46,24.46,0,0,dc
1129,2006,38.0,"WASHINGTON,DC",3975.0,13.82,1856.0,68.7,72536.0,52.91,21.03,14.74,0.0,6.99,2.84,1.48,0.0,360.0,6.0,0.32,19.39,0,0,dc
1130,2006,39.0,"WASHINGTON,DC",4028.0,3.36,2014.0,68.36,72825.0,57.82,16.04,16.68,2.61,5.44,0.0,0.82,0.6,452.0,9.0,0.45,22.45,0,0,dc
1131,2006,40.01,"WASHINGTON,DC",3477.0,0.0,1277.0,38.89,101288.0,89.73,1.52,3.88,0.0,4.86,0.0,0.0,0.0,87.0,0.0,0.0,6.81,0,0,dc
1132,2006,40.02,"WASHINGTON,DC",2406.0,0.0,1120.0,52.76,86818.0,77.76,7.61,7.61,0.0,3.28,0.62,2.2,0.91,134.0,3.0,0.27,11.96,0,0,dc
1133,2006,41.0,"WASHINGTON,DC",2821.0,2.66,767.0,46.54,91190.0,79.72,1.13,6.35,0.6,8.15,0.0,3.58,0.46,102.0,5.0,0.65,13.31,0,0,dc
1134,2006,42.01,"WASHINGTON,DC",3400.0,16.92,1414.0,59.38,90735.0,66.59,13.65,12.38,0.0,7.03,0.0,0.35,0.0,69.0,0.0,0.0,4.88,0,0,dc
1135,2006,42.02,"WASHINGTON,DC",2447.0,0.0,1307.0,57.55,88679.0,76.71,2.66,2.25,0.0,13.08,0.0,4.21,1.1,114.0,0.0,0.0,8.72,0,0,dc
1136,2006,43.0,"WASHINGTON,DC",2790.0,8.79,1374.0,75.8,53583.0,53.66,32.76,10.11,0.36,1.29,0.0,1.83,0.0,191.0,5.0,0.36,13.9,0,0,dc
1137,2006,44.0,"WASHINGTON,DC",4005.0,9.77,946.0,40.57,97841.0,50.34,35.98,6.69,0.0,4.19,0.0,1.37,1.42,89.0,2.0,0.21,9.4,0,0,dc
1138,2006,46.0,"WASHINGTON,DC",2389.0,17.96,661.0,49.81,51319.0,14.82,74.55,3.26,0.0,4.4,0.0,2.55,0.42,92.0,3.0,0.45,13.91,0,0,dc
1139,2006,47.01,"WASHINGTON,DC",3894.52,53.73,1458.0,87.2,15244.0,11.46,83.69,1.0,0.84,3.01,0.0,0.0,0.0,521.0,9.0,0.62,35.73,0,0,dc
1140,2006,47.02,"WASHINGTON,DC",1095.48,53.73,411.0,87.2,15244.0,11.46,83.69,1.0,0.84,3.01,0.0,0.0,0.0,198.0,2.0,0.49,48.2,0,0,dc
1141,2006,48.01,"WASHINGTON,DC",1596.0,0.0,584.0,43.45,73814.0,30.64,56.02,7.58,0.0,0.88,0.0,4.89,0.0,42.0,1.0,0.17,7.19,0,0,dc
1142,2006,48.02,"WASHINGTON,DC",3202.0,22.2,1044.0,80.03,39796.0,28.48,54.15,4.31,0.0,13.05,0.0,0.0,0.0,312.0,9.0,0.86,29.89,0,0,dc
1143,2006,49.01,"WASHINGTON,DC",1658.0,17.39,652.0,61.25,49063.0,35.16,62.0,1.87,0.0,0.97,0.0,0.0,0.0,128.0,2.0,0.31,19.64,0,0,dc
1144,2006,49.02,"WASHINGTON,DC",2594.0,16.42,943.0,67.94,66422.0,39.86,36.55,19.16,0.69,1.58,0.0,0.42,1.73,412.0,11.0,1.17,43.71,0,0,dc
1145,2006,50.01,"WASHINGTON,DC",1695.19,2.55,477.0,64.96,74282.0,44.3,23.19,27.56,0.0,3.66,0.42,0.34,0.52,26.0,1.0,0.21,5.46,0,0,dc
1146,2006,50.02,"WASHINGTON,DC",5626.81,2.55,2472.0,64.96,74282.0,44.3,23.19,27.56,0.0,3.66,0.42,0.34,0.52,302.0,18.0,0.73,12.22,0,0,dc
1147,2006,52.01,"WASHINGTON,DC",4941.0,10.11,2616.0,67.34,62854.0,61.85,16.47,9.01,0.0,10.06,0.0,2.61,0.0,403.0,9.0,0.34,15.41,0,0,dc
1148,2006,53.01,"WASHINGTON,DC",5633.0,0.0,2395.0,59.19,85355.0,66.75,18.36,6.46,1.14,5.93,0.0,0.94,0.43,186.0,0.0,0.0,7.77,0,0,dc
1149,2006,55.0,"WASHINGTON,DC",5273.0,5.74,2500.0,61.14,88458.0,68.16,8.17,10.07,0.47,11.68,0.0,1.44,0.0,140.0,2.0,0.08,5.6,0,0,dc
1150,2006,56.0,"WASHINGTON,DC",4538.0,4.38,2229.0,56.52,69929.0,66.0,6.81,10.42,0.64,12.65,0.0,0.68,2.8,232.0,12.0,0.54,10.41,0,0,dc
1151,2006,58.0,"WASHINGTON,DC",2168.0,6.89,961.0,56.89,107208.0,63.1,4.61,7.75,0.0,22.05,0.0,2.49,0.0,103.0,3.0,0.31,10.72,0,0,dc
1152,2006,59.0,"WASHINGTON,DC",3543.0,25.86,1080.0,92.18,52130.0,35.17,46.37,5.33,0.0,8.98,0.0,2.85,1.3,118.0,1.0,0.09,10.92,0,0,dc
1153,2006,62.02,"WASHINGTON,DC",0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,29.41,0,0,dc
1154,2006,64.0,"WASHINGTON,DC",2052.11,43.6,821.0,85.25,18772.4,2.0,94.73,0.0,0.0,3.26,0.0,0.0,0.0,109.0,10.0,1.22,13.28,0,0,dc
1155,2006,65.0,"WASHINGTON,DC",2597.0,0.0,776.0,41.21,117083.0,86.83,2.93,7.62,0.0,1.42,0.0,1.19,0.0,45.0,0.0,0.0,5.8,0,0,dc
1156,2006,66.0,"WASHINGTON,DC",1836.0,0.0,528.0,48.86,91141.0,91.23,0.44,0.0,0.0,8.33,0.0,0.0,0.0,32.0,0.0,0.0,6.06,0,0,dc
1157,2006,67.0,"WASHINGTON,DC",4226.0,0.0,770.0,34.57,135573.0,75.89,15.24,1.49,0.0,4.92,0.0,2.46,0.0,34.0,0.0,0.0,4.42,0,0,dc
1158,2006,68.01,"WASHINGTON,DC",1688.0,12.79,391.0,44.58,64769.0,34.36,52.84,6.1,0.0,0.59,0.0,6.1,0.0,33.0,0.0,0.0,8.43,0,0,dc
1159,2006,68.02,"WASHINGTON,DC",2219.0,4.49,307.0,42.91,72885.0,29.56,56.42,5.36,0.0,1.44,0.0,7.21,0.0,47.0,0.0,0.0,15.32,0,0,dc
1160,2006,68.04,"WASHINGTON,DC",2178.0,0.0,61.0,0.0,0.0,3.49,89.81,4.32,0.0,0.0,0.0,1.06,1.33,5.0,0.0,0.0,8.25,0,0,dc
1161,2006,69.0,"WASHINGTON,DC",2083.0,5.43,460.0,35.05,110865.0,54.63,28.32,2.93,0.0,6.43,6.14,1.54,0.0,36.0,2.0,0.44,7.83,0,0,dc
1162,2006,70.0,"WASHINGTON,DC",2356.0,0.0,568.0,48.76,87314.0,72.5,17.28,8.53,0.0,1.23,0.0,0.0,0.47,31.0,2.0,0.35,5.46,0,0,dc
1163,2006,71.0,"WASHINGTON,DC",3088.0,40.17,771.0,65.75,29063.0,16.65,78.3,2.4,0.0,1.46,0.0,1.2,0.0,319.0,2.0,0.26,41.35,0,0,dc
1164,2006,72.0,"WASHINGTON,DC",625.0,0.0,1249.0,75.59,33911.0,22.08,70.24,3.2,0.0,4.48,0.0,0.0,0.0,831.0,34.0,2.72,66.55,0,0,dc
1165,2006,73.01,"WASHINGTON,DC",2957.58,1.42,1014.0,98.25,68333.0,54.77,20.76,13.22,0.0,6.25,0.0,5.0,0.0,33.0,2.0,0.2,3.25,0,0,dc
1166,2006,73.04,"WASHINGTON,DC",3556.0,30.93,1010.0,63.1,36467.0,0.93,93.5,4.53,0.0,0.0,0.0,0.25,0.79,497.0,10.0,0.99,49.19,0,0,dc
1167,2006,74.01,"WASHINGTON,DC",2729.0,58.43,750.0,95.26,18472.0,10.08,86.77,3.15,0.0,0.0,0.0,0.0,0.0,240.0,29.0,3.87,32.0,0,0,dc
1168,2006,74.03,"WASHINGTON,DC",3413.0,28.5,895.0,85.87,29912.0,1.32,98.68,0.0,0.0,0.0,0.0,0.0,0.0,740.0,21.0,2.35,82.72,0,0,dc
1169,2006,74.04,"WASHINGTON,DC",3587.0,45.09,851.0,85.46,29595.0,0.81,99.19,0.0,0.0,0.0,0.0,0.0,0.0,684.0,19.0,2.23,80.41,0,0,dc
1170,2006,74.06,"WASHINGTON,DC",3489.0,43.82,902.0,93.54,28403.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,717.0,14.0,1.55,79.47,0,0,dc
1171,2006,74.07,"WASHINGTON,DC",3177.0,27.55,619.0,57.96,36810.0,0.0,97.8,1.48,0.72,0.0,0.0,0.0,0.0,471.0,13.0,2.1,76.12,0,0,dc
1172,2006,74.08,"WASHINGTON,DC",2678.0,53.86,822.0,90.25,17956.0,0.9,93.8,0.0,0.0,0.0,0.0,5.3,0.0,680.0,21.0,2.56,82.75,0,0,dc
1173,2006,74.09,"WASHINGTON,DC",3641.0,28.1,1110.0,71.77,30476.0,0.0,96.65,3.35,0.0,0.0,0.0,0.0,0.0,740.0,27.0,2.43,66.64,0,0,dc
1174,2006,75.02,"WASHINGTON,DC",4874.0,30.69,1316.0,70.17,34583.0,0.9,97.6,1.13,0.0,0.0,0.0,0.37,0.0,544.0,18.0,1.37,41.32,0,0,dc
1175,2006,75.03,"WASHINGTON,DC",2787.0,32.65,563.0,74.68,34496.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,296.0,6.0,1.07,52.58,0,0,dc
1176,2006,75.04,"WASHINGTON,DC",3075.0,40.9,747.0,80.88,18545.0,0.75,97.46,0.0,0.0,0.26,0.0,1.53,0.0,517.0,3.0,0.4,69.21,0,0,dc
1177,2006,76.01,"WASHINGTON,DC",4521.0,15.3,1060.0,55.72,31949.0,1.59,95.89,1.0,0.0,0.0,0.0,1.31,0.22,313.0,18.0,1.7,29.52,0,0,dc
1178,2006,76.03,"WASHINGTON,DC",4685.0,11.75,1093.0,48.39,48246.0,4.61,86.38,5.98,0.88,1.81,0.0,0.34,0.0,362.0,9.0,0.82,33.11,0,0,dc
1179,2006,76.04,"WASHINGTON,DC",3563.0,11.04,1096.0,62.84,44087.0,6.71,91.22,1.21,0.0,0.0,0.0,0.87,0.0,672.0,13.0,1.19,61.34,0,0,dc
1180,2006,76.05,"WASHINGTON,DC",3439.0,17.3,1245.0,83.09,40186.0,0.81,96.51,2.04,0.0,0.0,0.0,0.64,0.0,1055.0,15.0,1.2,84.73,0,0,dc
1181,2006,77.03,"WASHINGTON,DC",6518.0,24.71,1537.0,73.66,33973.0,0.41,94.51,4.3,0.09,0.0,0.0,0.69,0.0,1096.0,27.0,1.76,71.33,0,0,dc
1182,2006,77.07,"WASHINGTON,DC",3876.0,14.68,696.0,40.86,30708.0,1.14,98.63,0.23,0.0,0.0,0.0,0.0,0.0,237.0,6.0,0.86,34.07,0,0,dc
1183,2006,77.08,"WASHINGTON,DC",2913.0,24.82,897.0,80.5,33908.0,0.65,97.43,1.34,0.0,0.0,0.0,0.45,0.14,1233.0,21.0,2.34,137.49,0,0,dc
1184,2006,77.09,"WASHINGTON,DC",2111.0,3.73,676.0,74.9,35357.0,3.03,95.36,0.0,0.0,0.0,0.0,1.61,0.0,130.0,3.0,0.44,19.24,0,0,dc
1185,2006,78.03,"WASHINGTON,DC",3002.0,22.97,755.0,53.67,23099.0,1.47,98.0,0.0,0.0,0.53,0.0,0.0,0.0,199.0,10.0,1.32,26.35,0,0,dc
1186,2006,78.04,"WASHINGTON,DC",3242.0,44.18,719.0,64.58,17500.0,0.0,99.88,0.0,0.0,0.12,0.0,0.0,0.0,85.0,3.0,0.42,11.83,0,0,dc
1187,2006,78.06,"WASHINGTON,DC",2105.0,18.32,541.0,51.04,39639.0,3.66,88.6,5.42,0.0,0.0,0.0,2.33,0.0,178.0,5.0,0.92,32.9,0,0,dc
1188,2006,78.07,"WASHINGTON,DC",2343.0,33.66,430.0,57.5,30345.0,1.11,98.89,0.0,0.0,0.0,0.0,0.0,0.0,162.0,9.0,2.09,37.64,0,0,dc
1189,2006,78.08,"WASHINGTON,DC",3710.0,36.74,801.0,66.94,26688.0,0.27,95.39,3.96,0.0,0.0,0.38,0.0,0.0,245.0,12.0,1.5,30.59,0,0,dc
1190,2006,78.09,"WASHINGTON,DC",3037.0,40.53,539.0,53.43,27969.0,0.99,96.38,1.78,0.0,0.0,0.0,0.86,0.0,272.0,7.0,1.3,50.5,0,0,dc
1191,2006,79.01,"WASHINGTON,DC",3926.0,29.97,974.0,58.94,40614.0,6.34,86.37,4.69,0.0,2.6,0.0,0.0,0.0,400.0,8.0,0.82,41.08,0,0,dc
1192,2006,79.03,"WASHINGTON,DC",1662.0,10.54,311.0,38.47,44360.0,1.14,98.01,0.84,0.0,0.0,0.0,0.0,0.0,45.0,3.0,0.97,14.49,0,0,dc
1193,2006,80.01,"WASHINGTON,DC",2519.0,10.05,422.0,27.15,89234.0,34.58,56.05,3.65,0.0,1.95,0.0,2.5,1.27,51.0,1.0,0.24,12.09,0,0,dc
1194,2006,80.02,"WASHINGTON,DC",3303.0,8.83,649.0,33.54,85824.0,47.93,41.78,4.57,0.0,3.27,0.0,1.67,0.79,80.0,2.0,0.31,12.33,0,0,dc
1195,2006,81.0,"WASHINGTON,DC",3337.0,4.78,664.0,45.35,130195.0,73.39,20.77,3.09,0.27,1.32,0.0,1.17,0.0,235.0,13.0,1.96,35.4,0,0,dc
1196,2006,82.0,"WASHINGTON,DC",2695.0,0.0,914.0,57.01,82500.0,81.19,6.79,4.86,0.0,5.68,0.0,1.48,0.0,52.0,3.0,0.33,5.69,0,0,dc
1197,2006,83.01,"WASHINGTON,DC",2249.0,0.0,494.0,31.56,112143.0,74.48,20.01,2.45,0.0,1.78,0.0,1.29,0.0,21.0,2.0,0.4,4.25,0,0,dc
1198,2006,83.02,"WASHINGTON,DC",1825.0,0.0,401.0,26.92,110563.0,78.52,11.07,7.18,0.99,1.15,0.0,1.1,0.0,21.0,0.0,0.0,5.23,0,0,dc
1199,2006,84.02,"WASHINGTON,DC",2543.0,0.0,708.0,61.75,61000.0,41.68,52.65,3.81,0.51,0.0,0.0,1.34,0.0,99.0,2.0,0.28,13.98,0,0,dc
1200,2006,84.1,"WASHINGTON,DC",1490.0,18.4,188.0,26.49,96417.0,16.11,73.42,8.99,0.0,0.0,0.0,0.0,1.48,23.0,0.0,0.0,12.26,0,0,dc
1201,2006,87.01,"WASHINGTON,DC",2074.0,5.94,323.0,23.37,66563.0,3.81,95.76,0.0,0.0,0.0,0.0,0.43,0.0,49.0,0.0,0.0,15.17,0,0,dc
1202,2006,87.02,"WASHINGTON,DC",1983.0,16.91,426.0,67.44,31417.0,16.89,77.26,4.59,0.0,0.0,0.0,1.26,0.0,73.0,4.0,0.94,17.13,0,0,dc
1203,2006,88.02,"WASHINGTON,DC",4573.0,24.8,944.0,51.78,40302.0,7.7,86.07,4.13,0.0,0.15,0.0,1.16,0.79,200.0,11.0,1.17,21.19,0,0,dc
1204,2006,88.03,"WASHINGTON,DC",1526.0,25.79,378.0,78.0,29837.0,26.93,59.7,8.45,0.0,3.01,0.0,1.9,0.0,145.0,6.0,1.59,38.34,0,0,dc
1205,2006,88.04,"WASHINGTON,DC",2785.0,36.36,807.0,72.35,28609.0,0.0,96.55,1.4,0.0,0.0,0.0,2.05,0.0,201.0,14.0,1.73,24.91,0,0,dc
1206,2006,89.03,"WASHINGTON,DC",2575.0,24.25,784.0,78.09,25597.0,1.4,96.85,0.0,0.0,0.0,0.0,1.75,0.0,418.0,22.0,2.81,53.33,0,0,dc
1207,2006,89.04,"WASHINGTON,DC",3349.0,24.29,1345.0,91.82,22195.0,0.69,96.63,1.16,0.0,0.0,0.0,1.52,0.0,702.0,37.0,2.75,52.19,0,0,dc
1208,2006,90.0,"WASHINGTON,DC",2412.0,11.34,959.0,63.1,36047.0,0.33,97.18,0.41,0.0,0.41,0.0,0.46,1.2,191.0,11.0,1.15,19.92,0,0,dc
1209,2006,91.02,"WASHINGTON,DC",4603.0,48.1,1012.0,67.1,23580.0,1.87,94.68,2.41,0.2,0.0,0.0,0.85,0.0,409.0,8.0,0.79,40.42,0,0,dc
1210,2006,92.01,"WASHINGTON,DC",1326.0,15.55,335.0,64.54,43629.0,10.78,73.15,10.94,0.0,0.98,0.0,4.15,0.0,173.0,3.0,0.89,51.58,0,0,dc
1211,2006,92.03,"WASHINGTON,DC",3048.0,6.69,560.0,44.34,50154.0,9.51,81.27,8.46,0.0,0.0,0.0,0.75,0.0,243.0,10.0,1.79,43.42,0,0,dc
